央视频,#genre#
WFOX-TV FOX 30 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89491.ts
WJAX-TV CBS 47 (Jacksonville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89490.ts
WPTV-TV NBC 5 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89512.ts
WPEC-TV CBS 12 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89510.ts
WPBF-TV ABC 25 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/672344.ts
WFLX-TV FOX 29 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89511.ts
WTVX-TV CW 34 (West Palm Beach FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630216.ts
WFTX-TV FOX 4 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89482.ts
WZVN-TV ABC 7 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38258.ts
WINK-TV CBS 11 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89486.ts
WBBH-TV NBC 20 (Naples FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89487.ts
KARK-TV NBC 4 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89411.ts
KATV-TV ABC 7 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/525686.ts
KTHV-TV CBS 11 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89409.ts
KLRT-TV FOX 16 (Litlle Rock AR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89410.ts
WBRC-TV FOX 6 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75346.ts
WVTM-TV NBC 13 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75348.ts
WIAT-TV CBS 42 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75347.ts
WABM-TV ABC 68 (Birmingham AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38263.ts
WHNT-TV CBS 19 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75356.ts
WAAY-TV ABC 31 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38262.ts
WAFF-TV NBC 48 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75355.ts
WZDX-TV FOX 54 (Huntsville AL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/75354.ts
KTVI-TV FOX 2 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2505.ts
KMOV-TV CBS 4 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2619.ts
KSDK-TV NBC 5 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2430.ts
KPLR-TV CW 11 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597163.ts
KDNL-TV ABC 30 (St. Louis MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2667.ts
KOMU-TV NBC 8.1 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38274.ts
KOMU-DT CW+ 8.3 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629880.ts
KRCG-TV CBS 13 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38272.ts
KMIZ-TV ABC 17.1 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38271.ts
KMIZ-DT MyNetworkTV 17.3 (Jefferson City MO),http://cvtv.cvalley.net/hls/KZOUMYZOU/KZOUMYZOU.m3u8
KQFX-TV FOX 22 (Jefferson City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38273.ts
KCTV-TV CBS 5 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2638.ts
KMBC-TV ABC 9 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2685.ts
WDAF-TV FOX 4 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2552.ts
KCWE-TV CW 29 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629896.ts
KSHB-TV NBC 41 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89644.ts
KMCI-TV Ind./NBC 38 (Kansas City MO),http://cvtv.cvalley.net/hls/KMCIIND/KMCIIND.m3u8
KSMO-TV MyNetworkTV 62 (Kansas City MO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38288.ts
WREG-TV CBS 3 (Memphis TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/81884.ts
WMC-TV NBC 5 (Memphis TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/81883.ts
WHBQ-TV FOX 13 (Memphis TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/81882.ts
WYPL-TV 18 (Memphis TN),https://reflect-memphis.cablecast.tv/live-2/live/live.m3u8
WATN-TV ABC 24 (Memphis TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38251.ts
WKRN-TV ABC 2 (Nashville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2681.ts
WSMV-TV NBC 4 (Nashville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2449.ts
WTVF-TV CBS 5 (Nashville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2633.ts
WZTV-TV FOX 17.1 (Nashville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2546.ts
WUXP-TV MyNetworkTV 30 (Nashville TN),http://kstv.us:8080/live/N427DpynGE/7049166651/49093.ts
WNAB-TV CW 58 (Nashville TN),http://kstv.us:8080/live/N427DpynGE/7049166651/49091.ts
WATE-TV ABC 6 (Knoxville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/620009.ts
WVLT-TV CBS 8 (Knoxville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89802.ts
WBIR-TV NBC 10 (Knoxville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89804.ts
WTNZ-TV FOX 43 (Knoxville TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89803.ts
WRCB-TV NBC 3 (Chattanooga TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/74688.ts
WTVC-TV ABC 9.1 (Chattanooga TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/74690.ts
WTVC-DT FOX 9.2 (Chattanooga TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/74689.ts
WDEF-TV CBS 12 (Chattanooga TN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89799.ts
WSB-TV ABC 2 (Atlanta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2699.ts
WAGA-TV FOX 5 (Atlanta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2574.ts
WXIA-TV NBC 11 (Atlanta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2469.ts
WPCH-TV Peachtree TV CW 17 (Atlanta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38244.ts
WUPA-TV CBS 69 (Atlanta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34430.ts
WJBF-TV ABC 6 (Augusta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38284.ts
WRDW-DT CBS 12 (Augusta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89519.ts
WAGT-TV NBC 26 (Augusta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89521.ts
WFXG-TV FOX 54 (Augusta GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89520.ts
WRBL-DT CBS 3 (Columbus GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/640216.ts
WTVM-TV ABC 9 (Columbus GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/600289.ts
WLTZ-TV NBC 38 (Columbus GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89523.ts
WTVX-TV FOX 54 (Columbus GA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630216.ts
WBTV-TV CBS 3 (Charlotte NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2649.ts
WSOC-TV ABC 9 (Charlotte NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2696.ts
WCNC-TV NBC 36 (Charlotte NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2465.ts
WJZY-TV FOX 46 (Charlotte NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510776.ts
WRAL-TV NBC 5 (Raleigh NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2441.ts
WTVD-TV ABC 11 (Raleigh NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/542959.ts
WNCN-TV CBS 17 (Raleigh NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89668.ts
WLFL-TV CW 22 (Raleigh NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93154.ts
WRAZ-TV FOX 50 (Raleigh NC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89672.ts
KWGN-TV CW 2 (Denver CO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630653.ts
KCNC-TV CBS 4 (Denver CO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2644.ts
KMGH-TV ABC 7 (Denver CO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2691.ts
KUSA-TV NBC 9 (Denver CO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/606993.ts
KDVR-TV FOX 31 (Denver CO),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2560.ts
KMTV-TV CBS 3 (Omaha NE),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89685.ts
WOWT-TV NBC 6 (Omaha NE),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/61809.ts
KETV-TV ABC 13 (Omaha NE),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/735645.ts
KPTM-TV FOX 42 (Omaha NE),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/61811.ts
WRIC-TV ABC 8 (Richmond VA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38247.ts
WWBT-TV NBC 12 (Richmond VA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89869.ts
WRLH-TV FOX 35 (Richmond VA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630652.ts
WRC-TV NBC 4 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2428.ts
WTTG-TV FOX 5 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2503.ts
WJLA-TV ABC 7 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2665.ts
WUSA-TV CBS 9 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/559692.ts
WDVM-TV Ind. 25 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/723847.ts
WRDC-TV MyNetworkTV 28 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2475.ts
WCDW-TV CW 50 (Washington DC),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/630645.ts
WMAR-TV ABC 2 (Baltimore MD),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2698.ts
WBAL-TV NBC 11 (Baltimore MD),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2468.ts
WJZ-TV CBS 13 (Baltimore MD),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2651.ts
WBFF-TV FOX 45 (Baltimore MD),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2572.ts
WNUV-TV CW 54 (Baltimore MD),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34434.ts
KUTV-TV CBS 2 (Salt Lake City UT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89862.ts
KTVX-TV ABC 4 (Salt Lake City UT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2672.ts
KSL-TV NBC 5 (Salt Lake City UT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/591882.ts
KSTU-TV FOX 13 (Salt Lake City UT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2536.ts
KFOR-TV NBC 4 (Oklahoma City OK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/42490.ts
KOCO-TV ABC 5 (Oklahoma City OK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38268.ts
KWTV-TV CBS 9 (Oklahoma City OK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/42488.ts
KOKH-TV FOX 25 (Oklahoma City OK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/42489.ts
KOCB-TV CW 34 (Oklahoma City OK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34444.ts
WCMH-TV NBC 4 (Columbus OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/51092.ts
WSYX-TV ABC 6 (Columbus OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/112254.ts
WBNS-TV CBS 10 (Columbus OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2646.ts
WWHO-TV CW 53 (Columbus OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629939.ts
WKYC-TV NBC 3 (Cleveland OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2462.ts
WEWS-TV ABC 5 (Cleveland OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2694.ts
WJW-TV FOX 8 (Cleveland OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2566.ts
WOIO CBS 19 (Cleveland OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2647.ts
WLWT-TV NBC 5 (Cincinnati OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2463.ts
WCPO-TV ABC 9 (Cincinnati OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/62431.ts
WKRC-TV CBS 12 (Cincinnati OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/30136.ts
WSTR-TV MyNetworkTV 64 (Cincinnati OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/433309.ts
WDTN-TV NBC 2 (Dayton OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/70149.ts
WHIO-TV CBS 7 (Dayton OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/70151.ts
WKEF-TV ABC 22 (Dayton OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38322.ts
WRGT-TV FOX 45 (Dayton OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/70150.ts
WTOL-TV CBS 7 (Toledo OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89738.ts
WTVG-TV ABC 13 (Toledo OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/564741.ts
WNWO-TV NBC 24 (Toledo OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89740.ts
WUPW-TV FOX 36 (Toledo OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89739.ts
WLIO-TV NBC 8 (Lima OH),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89735.ts
WTTV-TV CBS 4 (Indianapolis IN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/61807.ts
WRTV-TV ABC 6 (Indianapolis IN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2686.ts
WTHR-TV NBC 13 (Indianapolis IN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/56256.ts
WXIN-TV FOX 59 (Indianapolis IN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2554.ts
WGRZ-TV NBC 2 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2466.ts
WIVB-TV CBS 4 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/30133.ts
WKBW-TV ABC 7 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38280.ts
WNLO-TV CW 23 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3048.ts
WUTV-TV FOX 29 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/446824.ts
WNYO-TV MyNetworkTV 49 (Buffalo NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38281.ts
WRGB-TV CBS 6 (Albany NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89720.ts
WTEN-TV ABC 10 (Albany NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/64027.ts
WNYT-TV NBC 13 (Albany NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/63932.ts
WCWN-TV CW 15 (Albany NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34440.ts
WXXA-TV FOX 23 (Albany NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/63931.ts
WSTM-TV NBC 3 (Syracuse NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38314.ts
WTVH-TV CBS 5 (Syracuse NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/87037.ts
WSYR-TV ABC 9 (Syracuse  NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38313.ts
WSYT-TV FOX 68 (Syracuse NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/87038.ts
WCSH-TV NBC 6 (Portland ME),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89617.ts
WGME-TV CBS 13 (Portland ME),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89616.ts
WPFO-TV FOX 23 (Portland ME),http://cdn1host.online:2999/live/kratorius/opLcbhlXaT/2163.ts
KATU-TV ABC 2 (Portland OR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2675.ts
KOIN-TV CBS 6 (Portland OR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89760.ts
KGW-TV NBC 8 (Portland OR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2442.ts
KPTV-TV FOX 12 (Portland OR),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89761.ts
WLBT-TV NBC 3 (Jackson MS),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/102602.ts
WJTV-TV CBS 12.1 (Jackson MS),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/102600.ts
WJTV-DT CW 12.2 (Jackson MS),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629826.ts
WAPT-TV ABC 16 (Jackson MS),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/565748.ts
WDBD-TV FOX 40 (Jackson MS),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/102601.ts
WISC-TV CBS 3 (Madison WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89895.ts
WMTV-TV NBC 15 (Madison WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89896.ts
WKOW-TV ABC 27 (Madison WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38321.ts
WMSN-TV FOX 47 (Madison WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/529233.ts
WTMJ-TV NBC 4 (Milwaukee WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89899.ts
WITI-TV FOX 6 (Milwaukee WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2548.ts
WVTV-TV CW 18 (Milwaukee WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38328.ts
WISN-TV ABC 12 (Milwaukee WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2682.ts
WDJT-TV CBS 58 (Milwaukee WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2635.ts
WBAY-TV ABC 2 (Green Bay WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38282.ts
WFRV-TV CBS 5 (Green Bay WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89890.ts
WLUK-TV FOX 11 (Green Bay WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2557.ts
WCWF-TV CW 14 (Green Bay WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38283.ts
WBGA-TV NBC 26 (Green Bay WI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/631821.ts
KOMO-TV ABC 4 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2668.ts
KING-TV NBC 5 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2437.ts
KIRO-TV CBS 7 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2621.ts
KSTW-TV Ind. 11 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34428.ts
KCPQ-TV FOX 13 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89885.ts
KZJO-TV FOX 13+/MyNetworkTV 22 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/730458.ts
KUNS-TV CW 51 (Seattle WA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597174.ts
WAVE-TV NBC 3 (Louisville KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/70148.ts
WHAS-TV ABC 11 (Louisville KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38240.ts
WLKY-TV CBS 32 (Louisville KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93167.ts
WDRB-TV FOX 41 (Louisville KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/70147.ts
WLEX-TV NBC 18 (Lexington KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93171.ts
WKYT-TV CBS 27.1 (Lexington KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93166.ts
WKYT-DT CW 27.2 (Lexington KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629725.ts
WTVQ-TV ABC 36 (Lexington KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38296.ts
WDKY-TV FOX 56 (Lexington KY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89580.ts
KTVM-TV NBC 20 (Butte MT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89661.ts
KTVQ-TV CBS 2 (Billings MT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/555994.ts
KHMT-TV FOX 4 (Billings MT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/555995.ts
KSVI-TV ABC 6 (Billings MT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/555996.ts
KLUR-TV NBC 8 (Billings MT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89660.ts
KTUU-TV NBC 2 (Anchorage AK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38320.ts
KTBY-TV FOX 4 (Anchorage AK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38319.ts
KYUR-TV ABC 13 (Anchorage AK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38317.ts
KTVA-TV CBS 22 (Anchorage AK),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38318.ts
KHON-TV FOX 2.1 (Honolulu HI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89531.ts
KHON-DT CW 2.2 (Honolulu HI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629649.ts
KITV-TV ABC 4 (Honolulu HI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38312.ts
KGMB-TV CBS 5 (Honolulu HI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89530.ts
