# 补充IP列表 - 原文件: 福建电信.txt
# 生成时间: 2026-05-28 17:16:20
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.61.2.x =====
# 已有IP: 75 个, 缺失IP: 179 个
# 规律: 多段线性
#   D∈[1,120] → 6×D+7994
#   D∈[132,132] → -0.5×D+8774.0
#   D∈[141,141] → 14×D+6860
#   D∈[145,251] → 6×D+7988

2-2,rtp://239.61.2.2:8006
2-123,rtp://239.61.2.123:8726
2-124,rtp://239.61.2.124:8732
2-125,rtp://239.61.2.125:8738
2-126,rtp://239.61.2.126:8744
2-127,rtp://239.61.2.127:8750
2-128,rtp://239.61.2.128:8756
2-129,rtp://239.61.2.129:8762
2-130,rtp://239.61.2.130:8768
2-131,rtp://239.61.2.131:8774
2-133,rtp://239.61.2.133:8786
2-134,rtp://239.61.2.134:8792
2-135,rtp://239.61.2.135:8798
2-136,rtp://239.61.2.136:8804
2-137,rtp://239.61.2.137:8810
2-138,rtp://239.61.2.138:8816
2-139,rtp://239.61.2.139:8822
2-140,rtp://239.61.2.140:8828
2-142,rtp://239.61.2.142:8840
2-143,rtp://239.61.2.143:8846
2-144,rtp://239.61.2.144:8852
2-150,rtp://239.61.2.150:8888
2-152,rtp://239.61.2.152:8900
2-153,rtp://239.61.2.153:8906
2-154,rtp://239.61.2.154:8912
2-155,rtp://239.61.2.155:8918
2-156,rtp://239.61.2.156:8924
2-157,rtp://239.61.2.157:8930
2-158,rtp://239.61.2.158:8936
2-161,rtp://239.61.2.161:8954
2-162,rtp://239.61.2.162:8960
2-163,rtp://239.61.2.163:8966
2-164,rtp://239.61.2.164:8972
2-166,rtp://239.61.2.166:8984
2-168,rtp://239.61.2.168:8996
2-170,rtp://239.61.2.170:9008
2-179,rtp://239.61.2.179:9062
2-185,rtp://239.61.2.185:9098
2-186,rtp://239.61.2.186:9104
2-187,rtp://239.61.2.187:9110
2-188,rtp://239.61.2.188:9116
2-189,rtp://239.61.2.189:9122
2-190,rtp://239.61.2.190:9128
2-191,rtp://239.61.2.191:9134
2-192,rtp://239.61.2.192:9140
2-193,rtp://239.61.2.193:9146
2-194,rtp://239.61.2.194:9152
2-195,rtp://239.61.2.195:9158
2-196,rtp://239.61.2.196:9164
2-197,rtp://239.61.2.197:9170
2-198,rtp://239.61.2.198:9176
2-199,rtp://239.61.2.199:9182
2-200,rtp://239.61.2.200:9188
2-201,rtp://239.61.2.201:9194
2-202,rtp://239.61.2.202:9200
2-203,rtp://239.61.2.203:9206
2-204,rtp://239.61.2.204:9212
2-205,rtp://239.61.2.205:9218
2-207,rtp://239.61.2.207:9230
2-208,rtp://239.61.2.208:9236
2-209,rtp://239.61.2.209:9242
2-210,rtp://239.61.2.210:9248
2-211,rtp://239.61.2.211:9254
2-212,rtp://239.61.2.212:9260
2-213,rtp://239.61.2.213:9266
2-214,rtp://239.61.2.214:9272
2-215,rtp://239.61.2.215:9278
2-216,rtp://239.61.2.216:9284
2-217,rtp://239.61.2.217:9290
2-218,rtp://239.61.2.218:9296
2-219,rtp://239.61.2.219:9302
2-230,rtp://239.61.2.230:9368
2-231,rtp://239.61.2.231:9374
2-232,rtp://239.61.2.232:9380
2-233,rtp://239.61.2.233:9386
2-234,rtp://239.61.2.234:9392
2-235,rtp://239.61.2.235:9398
2-236,rtp://239.61.2.236:9404
2-237,rtp://239.61.2.237:9410
2-238,rtp://239.61.2.238:9416
2-239,rtp://239.61.2.239:9422
2-240,rtp://239.61.2.240:9428
2-241,rtp://239.61.2.241:9434
2-242,rtp://239.61.2.242:9440
2-243,rtp://239.61.2.243:9446
2-244,rtp://239.61.2.244:9452
2-245,rtp://239.61.2.245:9458
2-246,rtp://239.61.2.246:9464
2-247,rtp://239.61.2.247:9470
2-249,rtp://239.61.2.249:9482
2-252,rtp://239.61.2.252:9500
2-253,rtp://239.61.2.253:9506
2-254,rtp://239.61.2.254:9512

# ===== 网段: 239.61.3.x =====
# 已有IP: 39 个, 缺失IP: 215 个
# 规律: 多段线性
#   D∈[4,15] → 6×D+9518
#   D∈[16,16] → 8×D+9488
#   D∈[17,22] → 6×D+9520
#   D∈[34,34] → 5.833333333333333×D+9523.666666666666
#   D∈[35,74] → 6×D+9518

3-1,rtp://239.61.3.1:9524
3-2,rtp://239.61.3.2:9530
3-3,rtp://239.61.3.3:9536
3-11,rtp://239.61.3.11:9584
3-12,rtp://239.61.3.12:9590
3-13,rtp://239.61.3.13:9596
3-14,rtp://239.61.3.14:9602
3-20,rtp://239.61.3.20:9640
3-23,rtp://239.61.3.23:9656
3-24,rtp://239.61.3.24:9662
3-25,rtp://239.61.3.25:9668
3-26,rtp://239.61.3.26:9674
3-27,rtp://239.61.3.27:9680
3-28,rtp://239.61.3.28:9686
3-29,rtp://239.61.3.29:9692
3-30,rtp://239.61.3.30:9698
3-31,rtp://239.61.3.31:9704
3-32,rtp://239.61.3.32:9710
3-33,rtp://239.61.3.33:9716
3-38,rtp://239.61.3.38:9746
3-39,rtp://239.61.3.39:9752
3-40,rtp://239.61.3.40:9758
3-41,rtp://239.61.3.41:9764
3-42,rtp://239.61.3.42:9770
3-47,rtp://239.61.3.47:9800
3-48,rtp://239.61.3.48:9806
3-49,rtp://239.61.3.49:9812
3-50,rtp://239.61.3.50:9818
3-51,rtp://239.61.3.51:9824
3-52,rtp://239.61.3.52:9830
3-53,rtp://239.61.3.53:9836
3-54,rtp://239.61.3.54:9842
3-57,rtp://239.61.3.57:9860
3-58,rtp://239.61.3.58:9866
3-65,rtp://239.61.3.65:9908
3-75,rtp://239.61.3.75:9968
3-76,rtp://239.61.3.76:9974
3-77,rtp://239.61.3.77:9980
3-78,rtp://239.61.3.78:9986
3-79,rtp://239.61.3.79:9992
3-80,rtp://239.61.3.80:9998
3-81,rtp://239.61.3.81:10004
3-82,rtp://239.61.3.82:10010
3-83,rtp://239.61.3.83:10016
3-84,rtp://239.61.3.84:10022
3-85,rtp://239.61.3.85:10028
3-86,rtp://239.61.3.86:10034
3-87,rtp://239.61.3.87:10040
3-88,rtp://239.61.3.88:10046
3-89,rtp://239.61.3.89:10052
3-90,rtp://239.61.3.90:10058
3-91,rtp://239.61.3.91:10064
3-92,rtp://239.61.3.92:10070
3-93,rtp://239.61.3.93:10076
3-94,rtp://239.61.3.94:10082
3-95,rtp://239.61.3.95:10088
3-96,rtp://239.61.3.96:10094
3-97,rtp://239.61.3.97:10100
3-98,rtp://239.61.3.98:10106
3-99,rtp://239.61.3.99:10112
3-100,rtp://239.61.3.100:10118
3-101,rtp://239.61.3.101:10124
3-102,rtp://239.61.3.102:10130
3-103,rtp://239.61.3.103:10136
3-104,rtp://239.61.3.104:10142
3-105,rtp://239.61.3.105:10148
3-106,rtp://239.61.3.106:10154
3-107,rtp://239.61.3.107:10160
3-108,rtp://239.61.3.108:10166
3-109,rtp://239.61.3.109:10172
3-110,rtp://239.61.3.110:10178
3-111,rtp://239.61.3.111:10184
3-112,rtp://239.61.3.112:10190
3-113,rtp://239.61.3.113:10196
3-114,rtp://239.61.3.114:10202
3-115,rtp://239.61.3.115:10208
3-116,rtp://239.61.3.116:10214
3-117,rtp://239.61.3.117:10220
3-118,rtp://239.61.3.118:10226
3-119,rtp://239.61.3.119:10232
3-120,rtp://239.61.3.120:10238
3-121,rtp://239.61.3.121:10244
3-122,rtp://239.61.3.122:10250
3-123,rtp://239.61.3.123:10256
3-124,rtp://239.61.3.124:10262
3-125,rtp://239.61.3.125:10268
3-126,rtp://239.61.3.126:10274
3-127,rtp://239.61.3.127:10280
3-128,rtp://239.61.3.128:10286
3-129,rtp://239.61.3.129:10292
3-130,rtp://239.61.3.130:10298
3-131,rtp://239.61.3.131:10304
3-132,rtp://239.61.3.132:10310
3-133,rtp://239.61.3.133:10316
3-134,rtp://239.61.3.134:10322
3-135,rtp://239.61.3.135:10328
3-136,rtp://239.61.3.136:10334
3-137,rtp://239.61.3.137:10340
3-138,rtp://239.61.3.138:10346
3-139,rtp://239.61.3.139:10352
3-140,rtp://239.61.3.140:10358
3-141,rtp://239.61.3.141:10364
3-142,rtp://239.61.3.142:10370
3-143,rtp://239.61.3.143:10376
3-144,rtp://239.61.3.144:10382
3-145,rtp://239.61.3.145:10388
3-146,rtp://239.61.3.146:10394
3-147,rtp://239.61.3.147:10400
3-148,rtp://239.61.3.148:10406
3-149,rtp://239.61.3.149:10412
3-150,rtp://239.61.3.150:10418
3-151,rtp://239.61.3.151:10424
3-152,rtp://239.61.3.152:10430
3-153,rtp://239.61.3.153:10436
3-154,rtp://239.61.3.154:10442
3-155,rtp://239.61.3.155:10448
3-156,rtp://239.61.3.156:10454
3-157,rtp://239.61.3.157:10460
3-158,rtp://239.61.3.158:10466
3-159,rtp://239.61.3.159:10472
3-160,rtp://239.61.3.160:10478
3-161,rtp://239.61.3.161:10484
3-162,rtp://239.61.3.162:10490
3-163,rtp://239.61.3.163:10496
3-164,rtp://239.61.3.164:10502
3-165,rtp://239.61.3.165:10508
3-166,rtp://239.61.3.166:10514
3-167,rtp://239.61.3.167:10520
3-168,rtp://239.61.3.168:10526
3-169,rtp://239.61.3.169:10532
3-170,rtp://239.61.3.170:10538
3-171,rtp://239.61.3.171:10544
3-172,rtp://239.61.3.172:10550
3-173,rtp://239.61.3.173:10556
3-174,rtp://239.61.3.174:10562
3-175,rtp://239.61.3.175:10568
3-176,rtp://239.61.3.176:10574
3-177,rtp://239.61.3.177:10580
3-178,rtp://239.61.3.178:10586
3-179,rtp://239.61.3.179:10592
3-180,rtp://239.61.3.180:10598
3-181,rtp://239.61.3.181:10604
3-182,rtp://239.61.3.182:10610
3-183,rtp://239.61.3.183:10616
3-184,rtp://239.61.3.184:10622
3-185,rtp://239.61.3.185:10628
3-186,rtp://239.61.3.186:10634
3-187,rtp://239.61.3.187:10640
3-188,rtp://239.61.3.188:10646
3-189,rtp://239.61.3.189:10652
3-190,rtp://239.61.3.190:10658
3-191,rtp://239.61.3.191:10664
3-192,rtp://239.61.3.192:10670
3-193,rtp://239.61.3.193:10676
3-194,rtp://239.61.3.194:10682
3-195,rtp://239.61.3.195:10688
3-196,rtp://239.61.3.196:10694
3-197,rtp://239.61.3.197:10700
3-198,rtp://239.61.3.198:10706
3-199,rtp://239.61.3.199:10712
3-200,rtp://239.61.3.200:10718
3-201,rtp://239.61.3.201:10724
3-202,rtp://239.61.3.202:10730
3-203,rtp://239.61.3.203:10736
3-204,rtp://239.61.3.204:10742
3-205,rtp://239.61.3.205:10748
3-206,rtp://239.61.3.206:10754
3-207,rtp://239.61.3.207:10760
3-208,rtp://239.61.3.208:10766
3-209,rtp://239.61.3.209:10772
3-210,rtp://239.61.3.210:10778
3-211,rtp://239.61.3.211:10784
3-212,rtp://239.61.3.212:10790
3-213,rtp://239.61.3.213:10796
3-214,rtp://239.61.3.214:10802
3-215,rtp://239.61.3.215:10808
3-216,rtp://239.61.3.216:10814
3-217,rtp://239.61.3.217:10820
3-218,rtp://239.61.3.218:10826
3-219,rtp://239.61.3.219:10832
3-220,rtp://239.61.3.220:10838
3-221,rtp://239.61.3.221:10844
3-222,rtp://239.61.3.222:10850
3-223,rtp://239.61.3.223:10856
3-224,rtp://239.61.3.224:10862
3-225,rtp://239.61.3.225:10868
3-226,rtp://239.61.3.226:10874
3-227,rtp://239.61.3.227:10880
3-228,rtp://239.61.3.228:10886
3-229,rtp://239.61.3.229:10892
3-230,rtp://239.61.3.230:10898
3-231,rtp://239.61.3.231:10904
3-232,rtp://239.61.3.232:10910
3-233,rtp://239.61.3.233:10916
3-234,rtp://239.61.3.234:10922
3-235,rtp://239.61.3.235:10928
3-236,rtp://239.61.3.236:10934
3-237,rtp://239.61.3.237:10940
3-238,rtp://239.61.3.238:10946
3-239,rtp://239.61.3.239:10952
3-240,rtp://239.61.3.240:10958
3-241,rtp://239.61.3.241:10964
3-242,rtp://239.61.3.242:10970
3-243,rtp://239.61.3.243:10976
3-244,rtp://239.61.3.244:10982
3-245,rtp://239.61.3.245:10988
3-246,rtp://239.61.3.246:10994
3-247,rtp://239.61.3.247:11000
3-248,rtp://239.61.3.248:11006
3-249,rtp://239.61.3.249:11012
3-250,rtp://239.61.3.250:11018
3-251,rtp://239.61.3.251:11024
3-252,rtp://239.61.3.252:11030
3-253,rtp://239.61.3.253:11036
3-254,rtp://239.61.3.254:11042

# ===== 网段: 239.61.4.x =====
# 已有IP: 65 个, 缺失IP: 189 个
# 规律: 固定端口 1025

4-2,rtp://239.61.4.2:1025
4-8,rtp://239.61.4.8:1025
4-10,rtp://239.61.4.10:1025
4-12,rtp://239.61.4.12:1025
4-13,rtp://239.61.4.13:1025
4-14,rtp://239.61.4.14:1025
4-15,rtp://239.61.4.15:1025
4-16,rtp://239.61.4.16:1025
4-17,rtp://239.61.4.17:1025
4-18,rtp://239.61.4.18:1025
4-20,rtp://239.61.4.20:1025
4-22,rtp://239.61.4.22:1025
4-24,rtp://239.61.4.24:1025
4-26,rtp://239.61.4.26:1025
4-27,rtp://239.61.4.27:1025
4-35,rtp://239.61.4.35:1025
4-38,rtp://239.61.4.38:1025
4-39,rtp://239.61.4.39:1025
4-41,rtp://239.61.4.41:1025
4-42,rtp://239.61.4.42:1025
4-43,rtp://239.61.4.43:1025
4-44,rtp://239.61.4.44:1025
4-45,rtp://239.61.4.45:1025
4-46,rtp://239.61.4.46:1025
4-47,rtp://239.61.4.47:1025
4-48,rtp://239.61.4.48:1025
4-49,rtp://239.61.4.49:1025
4-51,rtp://239.61.4.51:1025
4-52,rtp://239.61.4.52:1025
4-53,rtp://239.61.4.53:1025
4-54,rtp://239.61.4.54:1025
4-55,rtp://239.61.4.55:1025
4-56,rtp://239.61.4.56:1025
4-57,rtp://239.61.4.57:1025
4-60,rtp://239.61.4.60:1025
4-64,rtp://239.61.4.64:1025
4-65,rtp://239.61.4.65:1025
4-67,rtp://239.61.4.67:1025
4-68,rtp://239.61.4.68:1025
4-69,rtp://239.61.4.69:1025
4-70,rtp://239.61.4.70:1025
4-71,rtp://239.61.4.71:1025
4-72,rtp://239.61.4.72:1025
4-73,rtp://239.61.4.73:1025
4-75,rtp://239.61.4.75:1025
4-76,rtp://239.61.4.76:1025
4-77,rtp://239.61.4.77:1025
4-78,rtp://239.61.4.78:1025
4-79,rtp://239.61.4.79:1025
4-80,rtp://239.61.4.80:1025
4-81,rtp://239.61.4.81:1025
4-82,rtp://239.61.4.82:1025
4-83,rtp://239.61.4.83:1025
4-84,rtp://239.61.4.84:1025
4-85,rtp://239.61.4.85:1025
4-86,rtp://239.61.4.86:1025
4-87,rtp://239.61.4.87:1025
4-88,rtp://239.61.4.88:1025
4-89,rtp://239.61.4.89:1025
4-90,rtp://239.61.4.90:1025
4-91,rtp://239.61.4.91:1025
4-92,rtp://239.61.4.92:1025
4-93,rtp://239.61.4.93:1025
4-94,rtp://239.61.4.94:1025
4-95,rtp://239.61.4.95:1025
4-96,rtp://239.61.4.96:1025
4-97,rtp://239.61.4.97:1025
4-98,rtp://239.61.4.98:1025
4-99,rtp://239.61.4.99:1025
4-100,rtp://239.61.4.100:1025
4-101,rtp://239.61.4.101:1025
4-102,rtp://239.61.4.102:1025
4-103,rtp://239.61.4.103:1025
4-104,rtp://239.61.4.104:1025
4-105,rtp://239.61.4.105:1025
4-106,rtp://239.61.4.106:1025
4-107,rtp://239.61.4.107:1025
4-108,rtp://239.61.4.108:1025
4-109,rtp://239.61.4.109:1025
4-110,rtp://239.61.4.110:1025
4-111,rtp://239.61.4.111:1025
4-112,rtp://239.61.4.112:1025
4-113,rtp://239.61.4.113:1025
4-115,rtp://239.61.4.115:1025
4-116,rtp://239.61.4.116:1025
4-117,rtp://239.61.4.117:1025
4-118,rtp://239.61.4.118:1025
4-119,rtp://239.61.4.119:1025
4-123,rtp://239.61.4.123:1025
4-124,rtp://239.61.4.124:1025
4-125,rtp://239.61.4.125:1025
4-126,rtp://239.61.4.126:1025
4-127,rtp://239.61.4.127:1025
4-128,rtp://239.61.4.128:1025
4-136,rtp://239.61.4.136:1025
4-138,rtp://239.61.4.138:1025
4-143,rtp://239.61.4.143:1025
4-144,rtp://239.61.4.144:1025
4-146,rtp://239.61.4.146:1025
4-147,rtp://239.61.4.147:1025
4-148,rtp://239.61.4.148:1025
4-149,rtp://239.61.4.149:1025
4-150,rtp://239.61.4.150:1025
4-151,rtp://239.61.4.151:1025
4-152,rtp://239.61.4.152:1025
4-153,rtp://239.61.4.153:1025
4-154,rtp://239.61.4.154:1025
4-155,rtp://239.61.4.155:1025
4-156,rtp://239.61.4.156:1025
4-157,rtp://239.61.4.157:1025
4-158,rtp://239.61.4.158:1025
4-159,rtp://239.61.4.159:1025
4-160,rtp://239.61.4.160:1025
4-161,rtp://239.61.4.161:1025
4-162,rtp://239.61.4.162:1025
4-163,rtp://239.61.4.163:1025
4-164,rtp://239.61.4.164:1025
4-165,rtp://239.61.4.165:1025
4-166,rtp://239.61.4.166:1025
4-167,rtp://239.61.4.167:1025
4-168,rtp://239.61.4.168:1025
4-174,rtp://239.61.4.174:1025
4-177,rtp://239.61.4.177:1025
4-178,rtp://239.61.4.178:1025
4-179,rtp://239.61.4.179:1025
4-180,rtp://239.61.4.180:1025
4-181,rtp://239.61.4.181:1025
4-182,rtp://239.61.4.182:1025
4-183,rtp://239.61.4.183:1025
4-184,rtp://239.61.4.184:1025
4-185,rtp://239.61.4.185:1025
4-186,rtp://239.61.4.186:1025
4-187,rtp://239.61.4.187:1025
4-188,rtp://239.61.4.188:1025
4-189,rtp://239.61.4.189:1025
4-191,rtp://239.61.4.191:1025
4-192,rtp://239.61.4.192:1025
4-193,rtp://239.61.4.193:1025
4-197,rtp://239.61.4.197:1025
4-198,rtp://239.61.4.198:1025
4-199,rtp://239.61.4.199:1025
4-200,rtp://239.61.4.200:1025
4-202,rtp://239.61.4.202:1025
4-203,rtp://239.61.4.203:1025
4-204,rtp://239.61.4.204:1025
4-205,rtp://239.61.4.205:1025
4-206,rtp://239.61.4.206:1025
4-207,rtp://239.61.4.207:1025
4-208,rtp://239.61.4.208:1025
4-209,rtp://239.61.4.209:1025
4-210,rtp://239.61.4.210:1025
4-211,rtp://239.61.4.211:1025
4-212,rtp://239.61.4.212:1025
4-213,rtp://239.61.4.213:1025
4-214,rtp://239.61.4.214:1025
4-221,rtp://239.61.4.221:1025
4-222,rtp://239.61.4.222:1025
4-223,rtp://239.61.4.223:1025
4-224,rtp://239.61.4.224:1025
4-225,rtp://239.61.4.225:1025
4-226,rtp://239.61.4.226:1025
4-227,rtp://239.61.4.227:1025
4-228,rtp://239.61.4.228:1025
4-229,rtp://239.61.4.229:1025
4-230,rtp://239.61.4.230:1025
4-231,rtp://239.61.4.231:1025
4-232,rtp://239.61.4.232:1025
4-233,rtp://239.61.4.233:1025
4-234,rtp://239.61.4.234:1025
4-235,rtp://239.61.4.235:1025
4-236,rtp://239.61.4.236:1025
4-237,rtp://239.61.4.237:1025
4-238,rtp://239.61.4.238:1025
4-239,rtp://239.61.4.239:1025
4-240,rtp://239.61.4.240:1025
4-241,rtp://239.61.4.241:1025
4-242,rtp://239.61.4.242:1025
4-243,rtp://239.61.4.243:1025
4-244,rtp://239.61.4.244:1025
4-245,rtp://239.61.4.245:1025
4-246,rtp://239.61.4.246:1025
4-247,rtp://239.61.4.247:1025
4-248,rtp://239.61.4.248:1025
4-249,rtp://239.61.4.249:1025
4-250,rtp://239.61.4.250:1025
4-251,rtp://239.61.4.251:1025
4-252,rtp://239.61.4.252:1025
4-253,rtp://239.61.4.253:1025
4-254,rtp://239.61.4.254:1025

# ===== 网段: 239.61.5.x =====
# 已有IP: 61 个, 缺失IP: 193 个
# 规律: 固定端口 1025

5-1,rtp://239.61.5.1:1025
5-2,rtp://239.61.5.2:1025
5-3,rtp://239.61.5.3:1025
5-4,rtp://239.61.5.4:1025
5-5,rtp://239.61.5.5:1025
5-6,rtp://239.61.5.6:1025
5-7,rtp://239.61.5.7:1025
5-8,rtp://239.61.5.8:1025
5-16,rtp://239.61.5.16:1025
5-17,rtp://239.61.5.17:1025
5-18,rtp://239.61.5.18:1025
5-19,rtp://239.61.5.19:1025
5-20,rtp://239.61.5.20:1025
5-21,rtp://239.61.5.21:1025
5-22,rtp://239.61.5.22:1025
5-23,rtp://239.61.5.23:1025
5-24,rtp://239.61.5.24:1025
5-25,rtp://239.61.5.25:1025
5-26,rtp://239.61.5.26:1025
5-27,rtp://239.61.5.27:1025
5-28,rtp://239.61.5.28:1025
5-29,rtp://239.61.5.29:1025
5-30,rtp://239.61.5.30:1025
5-31,rtp://239.61.5.31:1025
5-32,rtp://239.61.5.32:1025
5-33,rtp://239.61.5.33:1025
5-34,rtp://239.61.5.34:1025
5-35,rtp://239.61.5.35:1025
5-36,rtp://239.61.5.36:1025
5-37,rtp://239.61.5.37:1025
5-38,rtp://239.61.5.38:1025
5-39,rtp://239.61.5.39:1025
5-40,rtp://239.61.5.40:1025
5-41,rtp://239.61.5.41:1025
5-42,rtp://239.61.5.42:1025
5-43,rtp://239.61.5.43:1025
5-49,rtp://239.61.5.49:1025
5-51,rtp://239.61.5.51:1025
5-52,rtp://239.61.5.52:1025
5-54,rtp://239.61.5.54:1025
5-55,rtp://239.61.5.55:1025
5-57,rtp://239.61.5.57:1025
5-66,rtp://239.61.5.66:1025
5-70,rtp://239.61.5.70:1025
5-71,rtp://239.61.5.71:1025
5-72,rtp://239.61.5.72:1025
5-73,rtp://239.61.5.73:1025
5-74,rtp://239.61.5.74:1025
5-75,rtp://239.61.5.75:1025
5-76,rtp://239.61.5.76:1025
5-77,rtp://239.61.5.77:1025
5-78,rtp://239.61.5.78:1025
5-79,rtp://239.61.5.79:1025
5-80,rtp://239.61.5.80:1025
5-81,rtp://239.61.5.81:1025
5-82,rtp://239.61.5.82:1025
5-83,rtp://239.61.5.83:1025
5-84,rtp://239.61.5.84:1025
5-85,rtp://239.61.5.85:1025
5-86,rtp://239.61.5.86:1025
5-87,rtp://239.61.5.87:1025
5-88,rtp://239.61.5.88:1025
5-89,rtp://239.61.5.89:1025
5-90,rtp://239.61.5.90:1025
5-100,rtp://239.61.5.100:1025
5-101,rtp://239.61.5.101:1025
5-102,rtp://239.61.5.102:1025
5-103,rtp://239.61.5.103:1025
5-104,rtp://239.61.5.104:1025
5-105,rtp://239.61.5.105:1025
5-106,rtp://239.61.5.106:1025
5-116,rtp://239.61.5.116:1025
5-118,rtp://239.61.5.118:1025
5-119,rtp://239.61.5.119:1025
5-120,rtp://239.61.5.120:1025
5-121,rtp://239.61.5.121:1025
5-122,rtp://239.61.5.122:1025
5-123,rtp://239.61.5.123:1025
5-124,rtp://239.61.5.124:1025
5-125,rtp://239.61.5.125:1025
5-126,rtp://239.61.5.126:1025
5-127,rtp://239.61.5.127:1025
5-128,rtp://239.61.5.128:1025
5-129,rtp://239.61.5.129:1025
5-130,rtp://239.61.5.130:1025
5-132,rtp://239.61.5.132:1025
5-133,rtp://239.61.5.133:1025
5-134,rtp://239.61.5.134:1025
5-135,rtp://239.61.5.135:1025
5-136,rtp://239.61.5.136:1025
5-137,rtp://239.61.5.137:1025
5-138,rtp://239.61.5.138:1025
5-139,rtp://239.61.5.139:1025
5-140,rtp://239.61.5.140:1025
5-141,rtp://239.61.5.141:1025
5-142,rtp://239.61.5.142:1025
5-143,rtp://239.61.5.143:1025
5-144,rtp://239.61.5.144:1025
5-145,rtp://239.61.5.145:1025
5-146,rtp://239.61.5.146:1025
5-147,rtp://239.61.5.147:1025
5-148,rtp://239.61.5.148:1025
5-149,rtp://239.61.5.149:1025
5-150,rtp://239.61.5.150:1025
5-151,rtp://239.61.5.151:1025
5-152,rtp://239.61.5.152:1025
5-153,rtp://239.61.5.153:1025
5-154,rtp://239.61.5.154:1025
5-156,rtp://239.61.5.156:1025
5-161,rtp://239.61.5.161:1025
5-162,rtp://239.61.5.162:1025
5-163,rtp://239.61.5.163:1025
5-165,rtp://239.61.5.165:1025
5-166,rtp://239.61.5.166:1025
5-168,rtp://239.61.5.168:1025
5-170,rtp://239.61.5.170:1025
