# 补充IP列表 - 原文件: 上海电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 233.18.204.x =====
# 已有IP: 198 个, 缺失IP: 56 个
# 规律: 多段线性
#   D∈[1,215] → 0×D+5140
#   D∈[216,216] → -4626×D+999730
#   D∈[217,217] → 4626×D+-998702
#   D∈[218,231] → 0×D+5140

204-3,rtp://233.18.204.3:5140
0-62,rtp://239.45.0.62:5140
0-63,rtp://239.45.0.63:5140
0-64,rtp://239.45.0.64:5140
0-65,rtp://239.45.0.65:5140
0-66,rtp://239.45.0.66:5140
0-67,rtp://239.45.0.67:5140
0-68,rtp://239.45.0.68:5140
0-69,rtp://239.45.0.69:5140
0-70,rtp://239.45.0.70:5140
0-71,rtp://239.45.0.71:5140
0-72,rtp://239.45.0.72:5140
0-73,rtp://239.45.0.73:5140
0-74,rtp://239.45.0.74:5140
0-75,rtp://239.45.0.75:5140
0-76,rtp://239.45.0.76:5140
0-77,rtp://239.45.0.77:5140
0-78,rtp://239.45.0.78:5140
0-79,rtp://239.45.0.79:5140
0-80,rtp://239.45.0.80:5140
0-81,rtp://239.45.0.81:5140
0-82,rtp://239.45.0.82:5140
0-83,rtp://239.45.0.83:5140
0-84,rtp://239.45.0.84:5140
0-85,rtp://239.45.0.85:5140
0-86,rtp://239.45.0.86:5140
0-87,rtp://239.45.0.87:5140
0-88,rtp://239.45.0.88:5140
0-89,rtp://239.45.0.89:5140
0-90,rtp://239.45.0.90:5140
0-91,rtp://239.45.0.91:5140
0-92,rtp://239.45.0.92:5140
0-93,rtp://239.45.0.93:5140
0-94,rtp://239.45.0.94:5140
0-95,rtp://239.45.0.95:5140
0-96,rtp://239.45.0.96:5140
0-97,rtp://239.45.0.97:5140
0-98,rtp://239.45.0.98:5140
0-99,rtp://239.45.0.99:5140
0-100,rtp://239.45.0.100:5140
0-101,rtp://239.45.0.101:5140
0-102,rtp://239.45.0.102:5140
0-103,rtp://239.45.0.103:5140
0-104,rtp://239.45.0.104:5140
0-105,rtp://239.45.0.105:5140
0-106,rtp://239.45.0.106:5140
0-107,rtp://239.45.0.107:5140
0-108,rtp://239.45.0.108:5140
0-109,rtp://239.45.0.109:5140
0-110,rtp://239.45.0.110:5140
0-111,rtp://239.45.0.111:5140
0-112,rtp://239.45.0.112:5140
0-113,rtp://239.45.0.113:5140
0-114,rtp://239.45.0.114:5140
0-115,rtp://239.45.0.115:5140
0-116,rtp://239.45.0.116:5140
0-117,rtp://239.45.0.117:5140
0-118,rtp://239.45.0.118:5140
0-119,rtp://239.45.0.119:5140
0-120,rtp://239.45.0.120:5140
0-121,rtp://239.45.0.121:5140
0-122,rtp://239.45.0.122:5140
0-123,rtp://239.45.0.123:5140
0-124,rtp://239.45.0.124:5140
0-125,rtp://239.45.0.125:5140
0-126,rtp://239.45.0.126:5140
0-127,rtp://239.45.0.127:5140
0-128,rtp://239.45.0.128:5140
0-129,rtp://239.45.0.129:5140
0-130,rtp://239.45.0.130:5140
0-131,rtp://239.45.0.131:5140
0-132,rtp://239.45.0.132:5140
0-133,rtp://239.45.0.133:5140
0-134,rtp://239.45.0.134:5140
0-135,rtp://239.45.0.135:5140
0-136,rtp://239.45.0.136:5140
0-137,rtp://239.45.0.137:5140
0-138,rtp://239.45.0.138:5140
0-139,rtp://239.45.0.139:5140
0-140,rtp://239.45.0.140:5140
0-141,rtp://239.45.0.141:5140
0-142,rtp://239.45.0.142:5140
0-143,rtp://239.45.0.143:5140
0-144,rtp://239.45.0.144:5140
0-145,rtp://239.45.0.145:5140
0-146,rtp://239.45.0.146:5140
0-147,rtp://239.45.0.147:5140
0-148,rtp://239.45.0.148:5140
0-149,rtp://239.45.0.149:5140
0-150,rtp://239.45.0.150:5140
0-151,rtp://239.45.0.151:5140
0-152,rtp://239.45.0.152:5140
0-153,rtp://239.45.0.153:5140
0-154,rtp://239.45.0.154:5140
0-155,rtp://239.45.0.155:5140
0-156,rtp://239.45.0.156:5140
0-157,rtp://239.45.0.157:5140
0-158,rtp://239.45.0.158:5140
0-159,rtp://239.45.0.159:5140
0-160,rtp://239.45.0.160:5140
0-161,rtp://239.45.0.161:5140
0-162,rtp://239.45.0.162:5140
0-163,rtp://239.45.0.163:5140
0-164,rtp://239.45.0.164:5140
0-165,rtp://239.45.0.165:5140
0-166,rtp://239.45.0.166:5140
0-167,rtp://239.45.0.167:5140
0-168,rtp://239.45.0.168:5140
0-169,rtp://239.45.0.169:5140
0-170,rtp://239.45.0.170:5140
0-171,rtp://239.45.0.171:5140
0-172,rtp://239.45.0.172:5140
0-173,rtp://239.45.0.173:5140
0-174,rtp://239.45.0.174:5140
0-175,rtp://239.45.0.175:5140
0-176,rtp://239.45.0.176:5140
0-177,rtp://239.45.0.177:5140
0-178,rtp://239.45.0.178:5140
0-179,rtp://239.45.0.179:5140
0-180,rtp://239.45.0.180:5140
0-181,rtp://239.45.0.181:5140
0-182,rtp://239.45.0.182:5140
0-183,rtp://239.45.0.183:5140
0-184,rtp://239.45.0.184:5140
0-185,rtp://239.45.0.185:5140
0-186,rtp://239.45.0.186:5140
0-187,rtp://239.45.0.187:5140
0-188,rtp://239.45.0.188:5140
0-189,rtp://239.45.0.189:5140
0-190,rtp://239.45.0.190:5140
0-191,rtp://239.45.0.191:5140
0-192,rtp://239.45.0.192:5140
0-193,rtp://239.45.0.193:5140
0-194,rtp://239.45.0.194:5140
0-195,rtp://239.45.0.195:5140
0-196,rtp://239.45.0.196:5140
0-197,rtp://239.45.0.197:5140
0-198,rtp://239.45.0.198:5140
0-199,rtp://239.45.0.199:5140
0-200,rtp://239.45.0.200:5140
0-201,rtp://239.45.0.201:5140
0-202,rtp://239.45.0.202:5140
0-203,rtp://239.45.0.203:5140
0-204,rtp://239.45.0.204:5140
0-205,rtp://239.45.0.205:5140
0-206,rtp://239.45.0.206:5140
0-207,rtp://239.45.0.207:5140
0-208,rtp://239.45.0.208:5140
0-209,rtp://239.45.0.209:5140
0-210,rtp://239.45.0.210:5140
0-211,rtp://239.45.0.211:5140
0-212,rtp://239.45.0.212:5140
0-213,rtp://239.45.0.213:5140
0-214,rtp://239.45.0.214:5140
0-215,rtp://239.45.0.215:5140
0-216,rtp://239.45.0.216:5140
0-217,rtp://239.45.0.217:5140
0-218,rtp://239.45.0.218:5140
0-219,rtp://239.45.0.219:5140
0-220,rtp://239.45.0.220:5140
0-221,rtp://239.45.0.221:5140
0-222,rtp://239.45.0.222:5140
0-223,rtp://239.45.0.223:5140
0-224,rtp://239.45.0.224:5140
0-225,rtp://239.45.0.225:5140
0-226,rtp://239.45.0.226:5140
0-227,rtp://239.45.0.227:5140
0-228,rtp://239.45.0.228:5140
0-229,rtp://239.45.0.229:5140
0-230,rtp://239.45.0.230:5140
0-231,rtp://239.45.0.231:5140
0-232,rtp://239.45.0.232:5140
0-233,rtp://239.45.0.233:5140
0-234,rtp://239.45.0.234:5140
0-235,rtp://239.45.0.235:5140
0-236,rtp://239.45.0.236:5140
0-237,rtp://239.45.0.237:5140
0-238,rtp://239.45.0.238:5140
0-239,rtp://239.45.0.239:5140
0-240,rtp://239.45.0.240:5140
0-241,rtp://239.45.0.241:5140
0-242,rtp://239.45.0.242:5140
0-243,rtp://239.45.0.243:5140
0-244,rtp://239.45.0.244:5140
0-245,rtp://239.45.0.245:5140
0-246,rtp://239.45.0.246:5140
0-247,rtp://239.45.0.247:5140
0-248,rtp://239.45.0.248:5140
0-249,rtp://239.45.0.249:5140
0-250,rtp://239.45.0.250:5140
0-251,rtp://239.45.0.251:5140
0-252,rtp://239.45.0.252:5140
0-253,rtp://239.45.0.253:5140
0-254,rtp://239.45.0.254:5140

# ===== 网段: 239.45.1.x =====
# 已有IP: 47 个, 缺失IP: 207 个
# 规律: 固定端口 5140

1-2,rtp://239.45.1.2:5140
1-3,rtp://239.45.1.3:5140
1-5,rtp://239.45.1.5:5140
1-6,rtp://239.45.1.6:5140
1-7,rtp://239.45.1.7:5140
1-8,rtp://239.45.1.8:5140
1-11,rtp://239.45.1.11:5140
1-12,rtp://239.45.1.12:5140
1-13,rtp://239.45.1.13:5140
1-16,rtp://239.45.1.16:5140
1-17,rtp://239.45.1.17:5140
1-18,rtp://239.45.1.18:5140
1-19,rtp://239.45.1.19:5140
1-20,rtp://239.45.1.20:5140
1-21,rtp://239.45.1.21:5140
1-22,rtp://239.45.1.22:5140
1-23,rtp://239.45.1.23:5140
1-24,rtp://239.45.1.24:5140
1-25,rtp://239.45.1.25:5140
1-26,rtp://239.45.1.26:5140
1-27,rtp://239.45.1.27:5140
1-30,rtp://239.45.1.30:5140
1-31,rtp://239.45.1.31:5140
1-32,rtp://239.45.1.32:5140
1-33,rtp://239.45.1.33:5140
1-34,rtp://239.45.1.34:5140
1-35,rtp://239.45.1.35:5140
1-36,rtp://239.45.1.36:5140
1-37,rtp://239.45.1.37:5140
1-38,rtp://239.45.1.38:5140
1-39,rtp://239.45.1.39:5140
1-40,rtp://239.45.1.40:5140
1-41,rtp://239.45.1.41:5140
1-43,rtp://239.45.1.43:5140
1-47,rtp://239.45.1.47:5140
1-49,rtp://239.45.1.49:5140
1-51,rtp://239.45.1.51:5140
1-53,rtp://239.45.1.53:5140
1-54,rtp://239.45.1.54:5140
1-56,rtp://239.45.1.56:5140
1-57,rtp://239.45.1.57:5140
1-58,rtp://239.45.1.58:5140
1-59,rtp://239.45.1.59:5140
1-60,rtp://239.45.1.60:5140
1-61,rtp://239.45.1.61:5140
1-62,rtp://239.45.1.62:5140
1-63,rtp://239.45.1.63:5140
1-64,rtp://239.45.1.64:5140
1-65,rtp://239.45.1.65:5140
1-66,rtp://239.45.1.66:5140
1-67,rtp://239.45.1.67:5140
1-72,rtp://239.45.1.72:5140
1-73,rtp://239.45.1.73:5140
1-74,rtp://239.45.1.74:5140
1-75,rtp://239.45.1.75:5140
1-76,rtp://239.45.1.76:5140
1-77,rtp://239.45.1.77:5140
1-78,rtp://239.45.1.78:5140
1-79,rtp://239.45.1.79:5140
1-85,rtp://239.45.1.85:5140
1-86,rtp://239.45.1.86:5140
1-87,rtp://239.45.1.87:5140
1-88,rtp://239.45.1.88:5140
1-89,rtp://239.45.1.89:5140
1-90,rtp://239.45.1.90:5140
1-91,rtp://239.45.1.91:5140
1-92,rtp://239.45.1.92:5140
1-93,rtp://239.45.1.93:5140
1-94,rtp://239.45.1.94:5140
1-95,rtp://239.45.1.95:5140
1-96,rtp://239.45.1.96:5140
1-97,rtp://239.45.1.97:5140
1-98,rtp://239.45.1.98:5140
1-99,rtp://239.45.1.99:5140
1-100,rtp://239.45.1.100:5140
1-101,rtp://239.45.1.101:5140
1-102,rtp://239.45.1.102:5140
1-103,rtp://239.45.1.103:5140
1-104,rtp://239.45.1.104:5140
1-105,rtp://239.45.1.105:5140
1-106,rtp://239.45.1.106:5140
1-107,rtp://239.45.1.107:5140
1-108,rtp://239.45.1.108:5140
1-110,rtp://239.45.1.110:5140
1-111,rtp://239.45.1.111:5140
1-112,rtp://239.45.1.112:5140
1-113,rtp://239.45.1.113:5140
1-114,rtp://239.45.1.114:5140
1-115,rtp://239.45.1.115:5140
1-118,rtp://239.45.1.118:5140
1-119,rtp://239.45.1.119:5140
1-126,rtp://239.45.1.126:5140
1-128,rtp://239.45.1.128:5140
1-129,rtp://239.45.1.129:5140
1-130,rtp://239.45.1.130:5140
1-131,rtp://239.45.1.131:5140
1-132,rtp://239.45.1.132:5140
1-133,rtp://239.45.1.133:5140
1-134,rtp://239.45.1.134:5140
1-135,rtp://239.45.1.135:5140
1-136,rtp://239.45.1.136:5140
1-137,rtp://239.45.1.137:5140
1-138,rtp://239.45.1.138:5140
1-139,rtp://239.45.1.139:5140
1-140,rtp://239.45.1.140:5140
1-141,rtp://239.45.1.141:5140
1-142,rtp://239.45.1.142:5140
1-143,rtp://239.45.1.143:5140
1-144,rtp://239.45.1.144:5140
1-145,rtp://239.45.1.145:5140
1-146,rtp://239.45.1.146:5140
1-147,rtp://239.45.1.147:5140
1-148,rtp://239.45.1.148:5140
1-149,rtp://239.45.1.149:5140
1-150,rtp://239.45.1.150:5140
1-151,rtp://239.45.1.151:5140
1-152,rtp://239.45.1.152:5140
1-153,rtp://239.45.1.153:5140
1-154,rtp://239.45.1.154:5140
1-155,rtp://239.45.1.155:5140
1-156,rtp://239.45.1.156:5140
1-157,rtp://239.45.1.157:5140
1-158,rtp://239.45.1.158:5140
1-159,rtp://239.45.1.159:5140
1-160,rtp://239.45.1.160:5140
1-161,rtp://239.45.1.161:5140
1-162,rtp://239.45.1.162:5140
1-163,rtp://239.45.1.163:5140
1-164,rtp://239.45.1.164:5140
1-165,rtp://239.45.1.165:5140
1-166,rtp://239.45.1.166:5140
1-167,rtp://239.45.1.167:5140
1-168,rtp://239.45.1.168:5140
1-169,rtp://239.45.1.169:5140
1-170,rtp://239.45.1.170:5140
1-171,rtp://239.45.1.171:5140
1-172,rtp://239.45.1.172:5140
1-173,rtp://239.45.1.173:5140
1-174,rtp://239.45.1.174:5140
1-175,rtp://239.45.1.175:5140
1-176,rtp://239.45.1.176:5140
1-177,rtp://239.45.1.177:5140
1-178,rtp://239.45.1.178:5140
1-179,rtp://239.45.1.179:5140
1-180,rtp://239.45.1.180:5140
1-181,rtp://239.45.1.181:5140
1-182,rtp://239.45.1.182:5140
1-183,rtp://239.45.1.183:5140
1-184,rtp://239.45.1.184:5140
1-185,rtp://239.45.1.185:5140
1-186,rtp://239.45.1.186:5140
1-187,rtp://239.45.1.187:5140
1-188,rtp://239.45.1.188:5140
1-189,rtp://239.45.1.189:5140
1-190,rtp://239.45.1.190:5140
1-191,rtp://239.45.1.191:5140
1-192,rtp://239.45.1.192:5140
1-193,rtp://239.45.1.193:5140
1-195,rtp://239.45.1.195:5140
1-197,rtp://239.45.1.197:5140
1-199,rtp://239.45.1.199:5140
1-201,rtp://239.45.1.201:5140
1-202,rtp://239.45.1.202:5140
1-203,rtp://239.45.1.203:5140
1-204,rtp://239.45.1.204:5140
1-205,rtp://239.45.1.205:5140
1-206,rtp://239.45.1.206:5140
1-207,rtp://239.45.1.207:5140
1-208,rtp://239.45.1.208:5140
1-209,rtp://239.45.1.209:5140
1-210,rtp://239.45.1.210:5140
1-211,rtp://239.45.1.211:5140
1-212,rtp://239.45.1.212:5140
1-214,rtp://239.45.1.214:5140
1-215,rtp://239.45.1.215:5140
1-216,rtp://239.45.1.216:5140
1-217,rtp://239.45.1.217:5140
1-218,rtp://239.45.1.218:5140
1-219,rtp://239.45.1.219:5140
1-220,rtp://239.45.1.220:5140
1-221,rtp://239.45.1.221:5140
1-222,rtp://239.45.1.222:5140
1-223,rtp://239.45.1.223:5140
1-224,rtp://239.45.1.224:5140
1-225,rtp://239.45.1.225:5140
1-226,rtp://239.45.1.226:5140
1-227,rtp://239.45.1.227:5140
1-228,rtp://239.45.1.228:5140
1-233,rtp://239.45.1.233:5140
1-235,rtp://239.45.1.235:5140
1-236,rtp://239.45.1.236:5140
1-237,rtp://239.45.1.237:5140
1-239,rtp://239.45.1.239:5140
1-240,rtp://239.45.1.240:5140
1-241,rtp://239.45.1.241:5140
1-242,rtp://239.45.1.242:5140
1-243,rtp://239.45.1.243:5140
1-244,rtp://239.45.1.244:5140
1-245,rtp://239.45.1.245:5140
1-246,rtp://239.45.1.246:5140
1-247,rtp://239.45.1.247:5140
1-248,rtp://239.45.1.248:5140
1-249,rtp://239.45.1.249:5140
1-250,rtp://239.45.1.250:5140
1-252,rtp://239.45.1.252:5140
1-253,rtp://239.45.1.253:5140
1-254,rtp://239.45.1.254:5140

# ===== 网段: 239.45.3.x =====
# 已有IP: 52 个, 缺失IP: 202 个
# 规律: 固定端口 5140

3-1,rtp://239.45.3.1:5140
3-2,rtp://239.45.3.2:5140
3-3,rtp://239.45.3.3:5140
3-5,rtp://239.45.3.5:5140
3-6,rtp://239.45.3.6:5140
3-7,rtp://239.45.3.7:5140
3-9,rtp://239.45.3.9:5140
3-11,rtp://239.45.3.11:5140
3-13,rtp://239.45.3.13:5140
3-14,rtp://239.45.3.14:5140
3-15,rtp://239.45.3.15:5140
3-16,rtp://239.45.3.16:5140
3-17,rtp://239.45.3.17:5140
3-19,rtp://239.45.3.19:5140
3-20,rtp://239.45.3.20:5140
3-21,rtp://239.45.3.21:5140
3-22,rtp://239.45.3.22:5140
3-24,rtp://239.45.3.24:5140
3-25,rtp://239.45.3.25:5140
3-26,rtp://239.45.3.26:5140
3-27,rtp://239.45.3.27:5140
3-28,rtp://239.45.3.28:5140
3-29,rtp://239.45.3.29:5140
3-30,rtp://239.45.3.30:5140
3-31,rtp://239.45.3.31:5140
3-32,rtp://239.45.3.32:5140
3-33,rtp://239.45.3.33:5140
3-34,rtp://239.45.3.34:5140
3-35,rtp://239.45.3.35:5140
3-36,rtp://239.45.3.36:5140
3-37,rtp://239.45.3.37:5140
3-38,rtp://239.45.3.38:5140
3-39,rtp://239.45.3.39:5140
3-40,rtp://239.45.3.40:5140
3-41,rtp://239.45.3.41:5140
3-42,rtp://239.45.3.42:5140
3-44,rtp://239.45.3.44:5140
3-45,rtp://239.45.3.45:5140
3-46,rtp://239.45.3.46:5140
3-47,rtp://239.45.3.47:5140
3-49,rtp://239.45.3.49:5140
3-50,rtp://239.45.3.50:5140
3-51,rtp://239.45.3.51:5140
3-57,rtp://239.45.3.57:5140
3-58,rtp://239.45.3.58:5140
3-59,rtp://239.45.3.59:5140
3-60,rtp://239.45.3.60:5140
3-62,rtp://239.45.3.62:5140
3-63,rtp://239.45.3.63:5140
3-64,rtp://239.45.3.64:5140
3-65,rtp://239.45.3.65:5140
3-66,rtp://239.45.3.66:5140
3-67,rtp://239.45.3.67:5140
3-68,rtp://239.45.3.68:5140
3-69,rtp://239.45.3.69:5140
3-70,rtp://239.45.3.70:5140
3-71,rtp://239.45.3.71:5140
3-72,rtp://239.45.3.72:5140
3-73,rtp://239.45.3.73:5140
3-76,rtp://239.45.3.76:5140
3-77,rtp://239.45.3.77:5140
3-78,rtp://239.45.3.78:5140
3-79,rtp://239.45.3.79:5140
3-80,rtp://239.45.3.80:5140
3-81,rtp://239.45.3.81:5140
3-82,rtp://239.45.3.82:5140
3-83,rtp://239.45.3.83:5140
3-84,rtp://239.45.3.84:5140
3-85,rtp://239.45.3.85:5140
3-86,rtp://239.45.3.86:5140
3-87,rtp://239.45.3.87:5140
3-88,rtp://239.45.3.88:5140
3-89,rtp://239.45.3.89:5140
3-90,rtp://239.45.3.90:5140
3-91,rtp://239.45.3.91:5140
3-92,rtp://239.45.3.92:5140
3-93,rtp://239.45.3.93:5140
3-94,rtp://239.45.3.94:5140
3-95,rtp://239.45.3.95:5140
3-96,rtp://239.45.3.96:5140
3-97,rtp://239.45.3.97:5140
3-98,rtp://239.45.3.98:5140
3-99,rtp://239.45.3.99:5140
3-100,rtp://239.45.3.100:5140
3-101,rtp://239.45.3.101:5140
3-102,rtp://239.45.3.102:5140
3-103,rtp://239.45.3.103:5140
3-104,rtp://239.45.3.104:5140
3-105,rtp://239.45.3.105:5140
3-106,rtp://239.45.3.106:5140
3-108,rtp://239.45.3.108:5140
3-109,rtp://239.45.3.109:5140
3-110,rtp://239.45.3.110:5140
3-111,rtp://239.45.3.111:5140
3-112,rtp://239.45.3.112:5140
3-113,rtp://239.45.3.113:5140
3-114,rtp://239.45.3.114:5140
3-115,rtp://239.45.3.115:5140
3-116,rtp://239.45.3.116:5140
3-117,rtp://239.45.3.117:5140
3-118,rtp://239.45.3.118:5140
3-119,rtp://239.45.3.119:5140
3-120,rtp://239.45.3.120:5140
3-121,rtp://239.45.3.121:5140
3-122,rtp://239.45.3.122:5140
3-124,rtp://239.45.3.124:5140
3-125,rtp://239.45.3.125:5140
3-126,rtp://239.45.3.126:5140
3-127,rtp://239.45.3.127:5140
3-128,rtp://239.45.3.128:5140
3-129,rtp://239.45.3.129:5140
3-130,rtp://239.45.3.130:5140
3-133,rtp://239.45.3.133:5140
3-142,rtp://239.45.3.142:5140
3-143,rtp://239.45.3.143:5140
3-144,rtp://239.45.3.144:5140
3-147,rtp://239.45.3.147:5140
3-148,rtp://239.45.3.148:5140
3-149,rtp://239.45.3.149:5140
3-150,rtp://239.45.3.150:5140
3-151,rtp://239.45.3.151:5140
3-152,rtp://239.45.3.152:5140
3-153,rtp://239.45.3.153:5140
3-154,rtp://239.45.3.154:5140
3-155,rtp://239.45.3.155:5140
3-156,rtp://239.45.3.156:5140
3-157,rtp://239.45.3.157:5140
3-158,rtp://239.45.3.158:5140
3-159,rtp://239.45.3.159:5140
3-160,rtp://239.45.3.160:5140
3-161,rtp://239.45.3.161:5140
3-162,rtp://239.45.3.162:5140
3-163,rtp://239.45.3.163:5140
3-164,rtp://239.45.3.164:5140
3-165,rtp://239.45.3.165:5140
3-166,rtp://239.45.3.166:5140
3-167,rtp://239.45.3.167:5140
3-168,rtp://239.45.3.168:5140
3-169,rtp://239.45.3.169:5140
3-170,rtp://239.45.3.170:5140
3-171,rtp://239.45.3.171:5140
3-172,rtp://239.45.3.172:5140
3-173,rtp://239.45.3.173:5140
3-174,rtp://239.45.3.174:5140
3-175,rtp://239.45.3.175:5140
3-176,rtp://239.45.3.176:5140
3-179,rtp://239.45.3.179:5140
3-181,rtp://239.45.3.181:5140
3-182,rtp://239.45.3.182:5140
3-183,rtp://239.45.3.183:5140
3-184,rtp://239.45.3.184:5140
3-186,rtp://239.45.3.186:5140
3-187,rtp://239.45.3.187:5140
3-188,rtp://239.45.3.188:5140
3-189,rtp://239.45.3.189:5140
3-190,rtp://239.45.3.190:5140
3-191,rtp://239.45.3.191:5140
3-192,rtp://239.45.3.192:5140
3-193,rtp://239.45.3.193:5140
3-194,rtp://239.45.3.194:5140
3-195,rtp://239.45.3.195:5140
3-197,rtp://239.45.3.197:5140
3-198,rtp://239.45.3.198:5140
3-199,rtp://239.45.3.199:5140
3-200,rtp://239.45.3.200:5140
3-201,rtp://239.45.3.201:5140
3-202,rtp://239.45.3.202:5140
3-203,rtp://239.45.3.203:5140
3-204,rtp://239.45.3.204:5140
3-205,rtp://239.45.3.205:5140
3-206,rtp://239.45.3.206:5140
3-213,rtp://239.45.3.213:5140
3-214,rtp://239.45.3.214:5140
3-217,rtp://239.45.3.217:5140
3-218,rtp://239.45.3.218:5140
3-219,rtp://239.45.3.219:5140
3-220,rtp://239.45.3.220:5140
3-221,rtp://239.45.3.221:5140
3-222,rtp://239.45.3.222:5140
3-223,rtp://239.45.3.223:5140
3-224,rtp://239.45.3.224:5140
3-225,rtp://239.45.3.225:5140
3-226,rtp://239.45.3.226:5140
3-227,rtp://239.45.3.227:5140
3-233,rtp://239.45.3.233:5140
3-234,rtp://239.45.3.234:5140
3-235,rtp://239.45.3.235:5140
3-240,rtp://239.45.3.240:5140
3-241,rtp://239.45.3.241:5140
3-242,rtp://239.45.3.242:5140
3-243,rtp://239.45.3.243:5140
3-244,rtp://239.45.3.244:5140
3-245,rtp://239.45.3.245:5140
3-246,rtp://239.45.3.246:5140
3-247,rtp://239.45.3.247:5140
3-248,rtp://239.45.3.248:5140
3-249,rtp://239.45.3.249:5140
3-250,rtp://239.45.3.250:5140
3-251,rtp://239.45.3.251:5140
3-252,rtp://239.45.3.252:5140
3-253,rtp://239.45.3.253:5140
3-254,rtp://239.45.3.254:5140

# ===== 总计补充: 704 个IP =====
