# 补充IP列表 - 原文件: 云南电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.200.200.x =====
# 已有IP: 154 个, 缺失IP: 100 个
# 规律: 多段线性
#   D∈[2,5] → -18.666666666666668×D+8117.333333333333
#   D∈[6,6] → -12×D+8084
#   D∈[7,7] → 16×D+7916
#   D∈[8,8] → 4×D+8000
#   D∈[9,9] → -28×D+8256
#   D∈[10,10] → 1004×D+-1032
#   D∈[11,11] → -936×D+18368
#   D∈[12,12] → 772×D+-420
#   D∈[13,15] → 4×D+8796
#   D∈[16,16] → -352×D+14136
#   D∈[17,17] → -4×D+8568
#   D∈[18,18] → 508×D+-136
#   D∈[20,23] → 4×D+8936
#   D∈[30,30] → -75.42857142857143×D+10762.857142857143
#   D∈[31,31] → 360×D+-2300
#   D∈[32,32] → 4×D+8736
#   D∈[33,33] → -840×D+35744
#   D∈[46,46] → 17.53846153846154×D+7445.2307692307695
#   D∈[49,65] → 4×D+8068
#   D∈[66,66] → -312×D+28608
#   D∈[67,67] → 760×D+-42144
#   D∈[68,68] → -4×D+9044
#   D∈[69,69] → -7538×D+521356
#   D∈[70,70] → 6774×D+-466172
#   D∈[71,71] → 4×D+7728
#   D∈[72,72] → 1008×D+-63556
#   D∈[73,73] → 4×D+8732
#   D∈[74,75] → -12×D+9900
#   D∈[76,76] → 4×D+8700
#   D∈[77,77] → 12×D+8092
#   D∈[78,78] → -7782×D+608230
#   D∈[79,81] → 0×D+1234
#   D∈[82,82] → 6770×D+-547136
#   D∈[83,83] → -4×D+8332
#   D∈[84,85] → 16×D+6672
#   D∈[86,86] → -24×D+10072
#   D∈[88,88] → 6×D+7492
#   D∈[89,89] → 4×D+7668
#   D∈[90,90] → 40×D+4464
#   D∈[91,91] → -28×D+10584
#   D∈[92,92] → -8×D+8764
#   D∈[93,93] → 60×D+2508
#   D∈[94,94] → 12×D+6972
#   D∈[95,95] → -56×D+13364
#   D∈[96,96] → 68×D+1584
#   D∈[97,97] → -4×D+8496
#   D∈[98,98] → -56×D+13540
#   D∈[100,100] → 16×D+6484
#   D∈[101,101] → -36×D+11684
#   D∈[103,103] → 176×D+-9728
#   D∈[104,104] → -316×D+40948
#   D∈[105,105] → 20×D+6004
#   D∈[106,106] → 8×D+7264
#   D∈[107,107] → 4×D+7688
#   D∈[108,109] → 8×D+7260
#   D∈[112,112] → 125.33333333333333×D+-5529.333333333332
#   D∈[113,115] → 4×D+8060
#   D∈[116,116] → 188×D+-13100
#   D∈[117,117] → 4×D+8244
#   D∈[118,118] → -272×D+40536
#   D∈[119,119] → 4×D+7968
#   D∈[120,120] → -43×D+13561
#   D∈[121,121] → -1×D+8521
#   D∈[122,122] → 208×D+-16768
#   D∈[123,123] → 4×D+8120
#   D∈[124,124] → 38×D+3938
#   D∈[125,125] → 4×D+8154
#   D∈[126,126] → 146×D+-9596
#   D∈[127,127] → -184×D+31984
#   D∈[128,128] → 36×D+4044
#   D∈[129,129] → 68×D+-52
#   D∈[130,130] → -708×D+100052
#   D∈[131,131] → 876×D+-105868
#   D∈[132,132] → -12×D+10460
#   D∈[133,134] → 4×D+8348
#   D∈[135,135] → -808×D+117156
#   D∈[136,136] → -16×D+10236
#   D∈[137,137] → 452×D+-53412
#   D∈[138,138] → 292×D+-31492
#   D∈[139,139] → 100×D+-4996
#   D∈[140,140] → -4×D+9460
#   D∈[141,141] → -176×D+33540
#   D∈[145,145] → 29×D+4635
#   D∈[147,147] → -56×D+16960
#   D∈[149,149] → -143.5×D+29822.5
#   D∈[150,150] → 209×D+-22700
#   D∈[157,157] → -33.42857142857143×D+13664.285714285714
#   D∈[158,158] → 342×D+-45278
#   D∈[159,159] → -360×D+65638
#   D∈[160,160] → -56×D+17302
#   D∈[161,161] → 40×D+1942
#   D∈[162,162] → -46×D+15788
#   D∈[163,163] → 462×D+-66508
#   D∈[164,164] → -646×D+114096
#   D∈[166,166] → -12×D+10120
#   D∈[167,167] → 608×D+-92800
#   D∈[168,168] → 12×D+6732
#   D∈[169,169] → -346×D+66876
#   D∈[175,175] → -7×D+9585
#   D∈[177,177] → 24×D+4160
#   D∈[178,178] → 476×D+-75844
#   D∈[180,180] → -220×D+48044
#   D∈[182,182] → -6×D+9524
#   D∈[185,185] → 5.333333333333333×D+7461.333333333333
#   D∈[186,186] → -92×D+25468
#   D∈[187,187] → 260×D+-40004
#   D∈[188,188] → -8×D+10112
#   D∈[189,189] → -402×D+84184
#   D∈[190,190] → 310×D+-50384
#   D∈[192,192] → 54×D+-1744
#   D∈[193,193] → 152×D+-20560
#   D∈[194,194] → 4×D+8004
#   D∈[196,196] → -326×D+72024
#   D∈[202,202] → 109.33333333333333×D+-13301.333333333332
#   D∈[203,203] → -586×D+127156
#   D∈[204,204] → 510×D+-95332
#   D∈[205,205] → -92×D+27476
#   D∈[206,206] → -472×D+105376
#   D∈[207,207] → 752×D+-146768
#   D∈[208,208] → -706×D+155038
#   D∈[209,209] → 786×D+-155298
#   D∈[211,211] → -218×D+54538
#   D∈[212,212] → 180×D+-29440
#   D∈[213,213] → 4×D+7872
#   D∈[216,216] → 1.3333333333333333×D+8440.0
#   D∈[226,226] → -51.4×D+19830.4
#   D∈[227,227] → 786×D+-169422
#   D∈[228,228] → 4×D+8092
#   D∈[229,229] → -632×D+153100
#   D∈[230,230] → -8×D+10204

200-1,rtp://239.200.200.1:8098
#   D∈[78,78] → 112×D+-492
#   D∈[79,79] → 632×D+-41052
#   D∈[81,81] → -2378×D+196738
#   D∈[82,82] → 4542×D+-363782
#   D∈[83,83] → -384×D+40150
#   D∈[84,84] → -122×D+18404
#   D∈[87,87] → 30.666666666666668×D+5580.0
#   D∈[88,88] → 4×D+7900
#   D∈[93,93] → 0.8×D+8181.6
#   D∈[94,94] → 2×D+8070
#   D∈[107,107] → 7.076923076923077×D+7592.7692307692305
#   D∈[108,108] → 8×D+7494
#   D∈[110,110] → -109×D+20130
#   D∈[111,111] → -24×D+10780
#   D∈[112,112] → 380×D+-34064
#   D∈[115,115] → -35.333333333333336×D+12453.333333333334
#   D∈[116,116] → 22×D+5860
#   D∈[117,117] → -84×D+18156
#   D∈[118,118] → 64×D+840
#   D∈[119,119] → 396×D+-38336
#   D∈[121,121] → -4×D+9264
#   D∈[122,122] → 4×D+8296
#   D∈[125,125] → -101.33333333333333×D+21146.666666666664
#   D∈[126,126] → 360×D+-36520
#   D∈[127,127] → -48×D+14888
#   D∈[128,128] → -288×D+45368
#   D∈[131,131] → -33.333333333333336×D+12770.666666666668
#   D∈[132,132] → -24×D+11548
#   D∈[133,133] → -308×D+49036
#   D∈[134,134] → 252×D+-25444
#   D∈[135,135] → 556×D+-66180
#   D∈[136,136] → -740×D+108780
#   D∈[137,137] → 656×D+-81076
#   D∈[138,138] → -240×D+41676
#   D∈[140,140] → -32×D+12972
#   D∈[141,141] → 380×D+-44708
#   D∈[144,144] → -9.333333333333334×D+10188.0
#   D∈[145,145] → 8×D+7692
#   D∈[146,146] → -716×D+112672
#   D∈[147,147] → 372×D+-46176
#   D∈[148,148] → -132×D+27912
#   D∈[149,149] → 92×D+-5240
#   D∈[150,150] → 72×D+-2260
#   D∈[151,151] → 64×D+-1060
#   D∈[152,152] → -440×D+75044
#   D∈[153,153] → 272×D+-33180
#   D∈[155,155] → -156×D+32304
#   D∈[158,158] → 96×D+-6756
#   D∈[159,159] → -4×D+9044
#   D∈[160,160] → 44×D+1412
#   D∈[161,161] → -78×D+20932
#   D∈[162,162] → 90×D+-6116
#   D∈[163,163] → -4×D+9112
#   D∈[164,164] → -332×D+62576
#   D∈[165,165] → 328×D+-45664
#   D∈[166,166] → -56×D+17696
#   D∈[167,167] → 196×D+-24136
#   D∈[169,169] → -50×D+16946
#   D∈[170,170] → 124×D+-12460
#   D∈[171,171] → 16×D+5900
#   D∈[172,172] → 12×D+6584
#   D∈[173,174] → -4×D+9336
#   D∈[175,175] → 12×D+6552
#   D∈[177,177] → 2×D+8302
#   D∈[178,178] → 28×D+3700
#   D∈[180,180] → -2232×D+405980
#   D∈[181,187] → 0×D+4220
#   D∈[188,188] → 3888×D+-722836
#   D∈[189,189] → 40×D+588
#   D∈[190,190] → 332×D+-54600
#   D∈[191,191] → 8×D+6960
#   D∈[192,192] → 64×D+-3736
#   D∈[193,193] → 20×D+4712
#   D∈[194,194] → -8×D+10116
#   D∈[195,195] → 12×D+6236
#   D∈[196,196] → -28×D+14036
#   D∈[197,197] → -4×D+9332
#   D∈[198,198] → 24×D+3816
#   D∈[200,200] → -64×D+21240
#   D∈[201,201] → -19×D+12240
#   D∈[202,202] → 339×D+-59718
#   D∈[208,208] → -12×D+11184
#   D∈[209,209] → 320×D+-57872
#   D∈[210,210] → -120×D+34088
#   D∈[211,211] → 0×D+8888
#   D∈[212,212] → 120×D+-16432
#   D∈[213,213] → 4×D+8160
#   D∈[214,214] → -312×D+75468
#   D∈[219,219] → 63.2×D+-4824.800000000001
#   D∈[220,222] → 4×D+8140
#   D∈[223,223] → 64×D+-5180
#   D∈[224,224] → 4×D+8200

201-2,rtp://239.200.201.2:8421
201-6,rtp://239.200.201.6:8224
201-7,rtp://239.200.201.7:8228
201-8,rtp://239.200.201.8:8232
201-9,rtp://239.200.201.9:8236
201-11,rtp://239.200.201.11:8244
201-12,rtp://239.200.201.12:8248
201-13,rtp://239.200.201.13:8252
201-14,rtp://239.200.201.14:8256
201-15,rtp://239.200.201.15:8260
201-25,rtp://239.200.201.25:8300
201-26,rtp://239.200.201.26:8304
201-27,rtp://239.200.201.27:8308
201-28,rtp://239.200.201.28:8312
201-37,rtp://239.200.201.37:8348
201-38,rtp://239.200.201.38:8352
201-39,rtp://239.200.201.39:8356
201-43,rtp://239.200.201.43:8372
201-44,rtp://239.200.201.44:8376
201-47,rtp://239.200.201.47:8388
201-53,rtp://239.200.201.53:8412
201-58,rtp://239.200.201.58:8432
201-60,rtp://239.200.201.60:8440
201-61,rtp://239.200.201.61:8444
201-62,rtp://239.200.201.62:8448
201-63,rtp://239.200.201.63:8452
201-64,rtp://239.200.201.64:8456
201-65,rtp://239.200.201.65:8460
201-66,rtp://239.200.201.66:8464
201-67,rtp://239.200.201.67:8468
201-68,rtp://239.200.201.68:8472
201-70,rtp://239.200.201.70:8480
201-71,rtp://239.200.201.71:8484
201-74,rtp://239.200.201.74:8496
201-75,rtp://239.200.201.75:8500
201-80,rtp://239.200.201.80:8520
201-85,rtp://239.200.201.85:8540
201-86,rtp://239.200.201.86:8544
201-89,rtp://239.200.201.89:8556
201-90,rtp://239.200.201.90:8560
201-91,rtp://239.200.201.91:8564
201-92,rtp://239.200.201.92:8568
201-95,rtp://239.200.201.95:8580
201-96,rtp://239.200.201.96:8584
201-97,rtp://239.200.201.97:8588
201-98,rtp://239.200.201.98:8592
201-99,rtp://239.200.201.99:8596
201-100,rtp://239.200.201.100:8600
201-101,rtp://239.200.201.101:8604
201-102,rtp://239.200.201.102:8608
201-103,rtp://239.200.201.103:8612
201-104,rtp://239.200.201.104:8616
201-105,rtp://239.200.201.105:8620
201-106,rtp://239.200.201.106:8624
201-109,rtp://239.200.201.109:8636
201-113,rtp://239.200.201.113:8652
201-114,rtp://239.200.201.114:8656
201-120,rtp://239.200.201.120:8680
201-123,rtp://239.200.201.123:8692
201-124,rtp://239.200.201.124:8696
201-129,rtp://239.200.201.129:8716
201-130,rtp://239.200.201.130:8720
201-139,rtp://239.200.201.139:8756
201-142,rtp://239.200.201.142:8768
201-143,rtp://239.200.201.143:8772
201-154,rtp://239.200.201.154:8816
201-156,rtp://239.200.201.156:8824
201-157,rtp://239.200.201.157:8828
201-168,rtp://239.200.201.168:8872
201-176,rtp://239.200.201.176:8904
201-179,rtp://239.200.201.179:8916
201-199,rtp://239.200.201.199:8996
201-203,rtp://239.200.201.203:9012
201-204,rtp://239.200.201.204:9016
201-205,rtp://239.200.201.205:9020
201-206,rtp://239.200.201.206:9024
201-207,rtp://239.200.201.207:9028
201-215,rtp://239.200.201.215:9060
201-216,rtp://239.200.201.216:9064
201-217,rtp://239.200.201.217:9068
201-218,rtp://239.200.201.218:9072
201-225,rtp://239.200.201.225:9100
201-226,rtp://239.200.201.226:9104
201-227,rtp://239.200.201.227:9108
201-228,rtp://239.200.201.228:9112
201-229,rtp://239.200.201.229:9116
201-230,rtp://239.200.201.230:9120
201-231,rtp://239.200.201.231:9124
201-232,rtp://239.200.201.232:9128
201-233,rtp://239.200.201.233:9132
201-234,rtp://239.200.201.234:9136
201-235,rtp://239.200.201.235:9140
201-236,rtp://239.200.201.236:9144
201-237,rtp://239.200.201.237:9148
201-238,rtp://239.200.201.238:9152
201-239,rtp://239.200.201.239:9156
201-240,rtp://239.200.201.240:9160
201-241,rtp://239.200.201.241:9164
201-242,rtp://239.200.201.242:9168
201-243,rtp://239.200.201.243:9172
201-244,rtp://239.200.201.244:9176
201-245,rtp://239.200.201.245:9180
201-246,rtp://239.200.201.246:9184
201-247,rtp://239.200.201.247:9188
201-248,rtp://239.200.201.248:9192
201-249,rtp://239.200.201.249:9196
201-250,rtp://239.200.201.250:9200
201-251,rtp://239.200.201.251:9204
201-252,rtp://239.200.201.252:9208
201-253,rtp://239.200.201.253:9212
201-254,rtp://239.200.201.254:9216

# ===== 总计补充: 211 个IP =====
