# 补充IP列表 - 原文件: 河南移动.txt
# 生成时间: 2026-05-28 17:17:17
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 225.1.4.x =====
# 已有IP: 109 个, 缺失IP: 145 个
# 规律: 多段线性
#   D∈[5,101] → 1×D+1029
#   D∈[113,113] → 13.583333333333334×D+-241.91666666666674
#   D∈[120,120] → -20.571428571428573×D+3617.571428571429
#   D∈[122,122] → 76.5×D+-8031.0
#   D∈[123,123] → 2×D+1058
#   D∈[139,139] → 0.0625×D+1296.3125
#   D∈[151,151] → 0.08333333333333333×D+1293.4166666666667
#   D∈[152,152] → 1×D+1155
#   D∈[157,157] → 0.2×D+1276.6
#   D∈[159,159] → -56.5×D+10178.5
#   D∈[160,161] → 1×D+1036
#   D∈[162,162] → 7×D+70
#   D∈[164,164] → 0.5×D+1123.0
#   D∈[165,167] → 1×D+1041
#   D∈[168,168] → 12×D+-796
#   D∈[171,171] → 163.33333333333334×D+-26220.0
#   D∈[172,173] → 1×D+1539
#   D∈[174,174] → -403×D+71431
#   D∈[175,175] → -76×D+14533
#   D∈[176,176] → -8×D+2633
#   D∈[177,183] → 1×D+1049
#   D∈[184,184] → -8×D+2696
#   D∈[185,185] → 16×D+-1720
#   D∈[186,186] → -5×D+2165
#   D∈[187,190] → 1×D+1049
#   D∈[194,194] → 1.25×D+1001.5
#   D∈[195,195] → 66×D+-11560
#   D∈[196,196] → 1×D+1115
#   D∈[200,200] → -15.25×D+4300.0
#   D∈[204,204] → 0.5×D+1150.0
#   D∈[205,205] → 1×D+1048
#   D∈[207,207] → 3.5×D+535.5
#   D∈[208,216] → 1×D+1053
#   D∈[226,226] → 123.7×D+-25450.2
#   D∈[228,228] → -616×D+141722
#   D∈[229,254] → 1×D+1046

4-1,rtp://225.1.4.1:1030
4-93,rtp://225.1.4.93:1122
4-94,rtp://225.1.4.94:1123
4-96,rtp://225.1.4.96:1125
4-102,rtp://225.1.4.102:1148
4-103,rtp://225.1.4.103:1149
4-104,rtp://225.1.4.104:1150
4-105,rtp://225.1.4.105:1151
4-106,rtp://225.1.4.106:1152
4-107,rtp://225.1.4.107:1153
4-108,rtp://225.1.4.108:1154
4-109,rtp://225.1.4.109:1155
4-110,rtp://225.1.4.110:1156
4-111,rtp://225.1.4.111:1157
4-112,rtp://225.1.4.112:1158
4-114,rtp://225.1.4.114:1160
4-115,rtp://225.1.4.115:1161
4-116,rtp://225.1.4.116:1162
4-117,rtp://225.1.4.117:1163
4-118,rtp://225.1.4.118:1164
4-119,rtp://225.1.4.119:1165
4-121,rtp://225.1.4.121:1167
4-124,rtp://225.1.4.124:1170
4-125,rtp://225.1.4.125:1171
4-126,rtp://225.1.4.126:1172
4-127,rtp://225.1.4.127:1173
4-128,rtp://225.1.4.128:1174
4-129,rtp://225.1.4.129:1175
4-130,rtp://225.1.4.130:1176
4-131,rtp://225.1.4.131:1177
4-132,rtp://225.1.4.132:1178
4-133,rtp://225.1.4.133:1179
4-134,rtp://225.1.4.134:1180
4-135,rtp://225.1.4.135:1181
4-136,rtp://225.1.4.136:1182
4-137,rtp://225.1.4.137:1183
4-138,rtp://225.1.4.138:1184
4-140,rtp://225.1.4.140:1186
4-141,rtp://225.1.4.141:1187
4-142,rtp://225.1.4.142:1188
4-143,rtp://225.1.4.143:1189
4-144,rtp://225.1.4.144:1190
4-145,rtp://225.1.4.145:1191
4-146,rtp://225.1.4.146:1192
4-147,rtp://225.1.4.147:1193
4-148,rtp://225.1.4.148:1194
4-149,rtp://225.1.4.149:1195
4-150,rtp://225.1.4.150:1196
4-153,rtp://225.1.4.153:1199
4-154,rtp://225.1.4.154:1200
4-155,rtp://225.1.4.155:1201
4-156,rtp://225.1.4.156:1202
4-158,rtp://225.1.4.158:1204
4-163,rtp://225.1.4.163:1209
4-169,rtp://225.1.4.169:1215
4-170,rtp://225.1.4.170:1216
4-191,rtp://225.1.4.191:1237
4-192,rtp://225.1.4.192:1238
4-193,rtp://225.1.4.193:1239
4-197,rtp://225.1.4.197:1243
4-198,rtp://225.1.4.198:1244
4-199,rtp://225.1.4.199:1245
4-201,rtp://225.1.4.201:1247
4-202,rtp://225.1.4.202:1248
4-203,rtp://225.1.4.203:1249
4-206,rtp://225.1.4.206:1252
4-211,rtp://225.1.4.211:1264
4-213,rtp://225.1.4.213:1266
4-214,rtp://225.1.4.214:1267
4-217,rtp://225.1.4.217:1263
4-218,rtp://225.1.4.218:1264
4-219,rtp://225.1.4.219:1265
4-220,rtp://225.1.4.220:1266
4-221,rtp://225.1.4.221:1267
4-222,rtp://225.1.4.222:1268
4-223,rtp://225.1.4.223:1269
4-224,rtp://225.1.4.224:1270
4-225,rtp://225.1.4.225:1271
4-227,rtp://225.1.4.227:1273
4-233,rtp://225.1.4.233:1279
4-235,rtp://225.1.4.235:1281
4-237,rtp://225.1.4.237:1283
4-238,rtp://225.1.4.238:1284
4-239,rtp://225.1.4.239:1285
4-240,rtp://225.1.4.240:1286
4-241,rtp://225.1.4.241:1287
4-242,rtp://225.1.4.242:1288
4-243,rtp://225.1.4.243:1289
4-244,rtp://225.1.4.244:1290
4-245,rtp://225.1.4.245:1291
4-246,rtp://225.1.4.246:1292
4-247,rtp://225.1.4.247:1293
4-248,rtp://225.1.4.248:1294
4-249,rtp://225.1.4.249:1295
4-250,rtp://225.1.4.250:1296
4-251,rtp://225.1.4.251:1297
4-252,rtp://225.1.4.252:1298

# ===== 网段: 225.1.5.x =====
# 已有IP: 11 个, 缺失IP: 243 个
# 规律: 多段线性
#   D∈[30,31] → 9×D+1063
#   D∈[32,32] → 1×D+1311
#   D∈[34,34] → 0.5×D+1327.0
#   D∈[35,48] → 1×D+1310

5-1,rtp://225.1.5.1:1072
5-2,rtp://225.1.5.2:1081
5-3,rtp://225.1.5.3:1090
5-4,rtp://225.1.5.4:1099
5-5,rtp://225.1.5.5:1108
5-6,rtp://225.1.5.6:1117
5-7,rtp://225.1.5.7:1126
5-8,rtp://225.1.5.8:1135
5-9,rtp://225.1.5.9:1144
5-10,rtp://225.1.5.10:1153
5-11,rtp://225.1.5.11:1162
5-12,rtp://225.1.5.12:1171
5-13,rtp://225.1.5.13:1180
5-14,rtp://225.1.5.14:1189
5-15,rtp://225.1.5.15:1198
5-16,rtp://225.1.5.16:1207
5-17,rtp://225.1.5.17:1216
5-18,rtp://225.1.5.18:1225
5-19,rtp://225.1.5.19:1234
5-20,rtp://225.1.5.20:1243
5-21,rtp://225.1.5.21:1252
5-22,rtp://225.1.5.22:1261
5-23,rtp://225.1.5.23:1270
5-24,rtp://225.1.5.24:1279
5-25,rtp://225.1.5.25:1288
5-26,rtp://225.1.5.26:1297
5-27,rtp://225.1.5.27:1306
5-28,rtp://225.1.5.28:1315
5-29,rtp://225.1.5.29:1324
5-33,rtp://225.1.5.33:1343
5-41,rtp://225.1.5.41:1351
5-42,rtp://225.1.5.42:1352
5-43,rtp://225.1.5.43:1353
5-44,rtp://225.1.5.44:1354
5-45,rtp://225.1.5.45:1355
5-46,rtp://225.1.5.46:1356
5-47,rtp://225.1.5.47:1357
5-49,rtp://225.1.5.49:1359
5-50,rtp://225.1.5.50:1360
5-51,rtp://225.1.5.51:1361
5-52,rtp://225.1.5.52:1362
5-53,rtp://225.1.5.53:1363
5-54,rtp://225.1.5.54:1364
5-55,rtp://225.1.5.55:1365
5-56,rtp://225.1.5.56:1366
5-57,rtp://225.1.5.57:1367
5-58,rtp://225.1.5.58:1368
5-59,rtp://225.1.5.59:1369
5-60,rtp://225.1.5.60:1370
5-61,rtp://225.1.5.61:1371
5-62,rtp://225.1.5.62:1372
5-63,rtp://225.1.5.63:1373
5-64,rtp://225.1.5.64:1374
5-65,rtp://225.1.5.65:1375
5-66,rtp://225.1.5.66:1376
5-67,rtp://225.1.5.67:1377
5-68,rtp://225.1.5.68:1378
5-69,rtp://225.1.5.69:1379
5-70,rtp://225.1.5.70:1380
5-71,rtp://225.1.5.71:1381
5-72,rtp://225.1.5.72:1382
5-73,rtp://225.1.5.73:1383
5-74,rtp://225.1.5.74:1384
5-75,rtp://225.1.5.75:1385
5-76,rtp://225.1.5.76:1386
5-77,rtp://225.1.5.77:1387
5-78,rtp://225.1.5.78:1388
5-79,rtp://225.1.5.79:1389
5-80,rtp://225.1.5.80:1390
5-81,rtp://225.1.5.81:1391
5-82,rtp://225.1.5.82:1392
5-83,rtp://225.1.5.83:1393
5-84,rtp://225.1.5.84:1394
5-85,rtp://225.1.5.85:1395
5-86,rtp://225.1.5.86:1396
5-87,rtp://225.1.5.87:1397
5-88,rtp://225.1.5.88:1398
5-89,rtp://225.1.5.89:1399
5-90,rtp://225.1.5.90:1400
5-91,rtp://225.1.5.91:1401
5-92,rtp://225.1.5.92:1402
5-93,rtp://225.1.5.93:1403
5-94,rtp://225.1.5.94:1404
5-95,rtp://225.1.5.95:1405
5-96,rtp://225.1.5.96:1406
5-97,rtp://225.1.5.97:1407
5-98,rtp://225.1.5.98:1408
5-99,rtp://225.1.5.99:1409
5-100,rtp://225.1.5.100:1410
5-101,rtp://225.1.5.101:1411
5-102,rtp://225.1.5.102:1412
5-103,rtp://225.1.5.103:1413
5-104,rtp://225.1.5.104:1414
5-105,rtp://225.1.5.105:1415
5-106,rtp://225.1.5.106:1416
5-107,rtp://225.1.5.107:1417
5-108,rtp://225.1.5.108:1418
5-109,rtp://225.1.5.109:1419
5-110,rtp://225.1.5.110:1420
5-111,rtp://225.1.5.111:1421
5-112,rtp://225.1.5.112:1422
5-113,rtp://225.1.5.113:1423
5-114,rtp://225.1.5.114:1424
5-115,rtp://225.1.5.115:1425
5-116,rtp://225.1.5.116:1426
5-117,rtp://225.1.5.117:1427
5-118,rtp://225.1.5.118:1428
5-119,rtp://225.1.5.119:1429
5-120,rtp://225.1.5.120:1430
5-121,rtp://225.1.5.121:1431
5-122,rtp://225.1.5.122:1432
5-123,rtp://225.1.5.123:1433
5-124,rtp://225.1.5.124:1434
5-125,rtp://225.1.5.125:1435
5-126,rtp://225.1.5.126:1436
5-127,rtp://225.1.5.127:1437
5-128,rtp://225.1.5.128:1438
5-129,rtp://225.1.5.129:1439
5-130,rtp://225.1.5.130:1440
5-131,rtp://225.1.5.131:1441
5-132,rtp://225.1.5.132:1442
5-133,rtp://225.1.5.133:1443
5-134,rtp://225.1.5.134:1444
5-135,rtp://225.1.5.135:1445
5-136,rtp://225.1.5.136:1446
5-137,rtp://225.1.5.137:1447
5-138,rtp://225.1.5.138:1448
5-139,rtp://225.1.5.139:1449
5-140,rtp://225.1.5.140:1450
5-141,rtp://225.1.5.141:1451
5-142,rtp://225.1.5.142:1452
5-143,rtp://225.1.5.143:1453
5-144,rtp://225.1.5.144:1454
5-145,rtp://225.1.5.145:1455
5-146,rtp://225.1.5.146:1456
5-147,rtp://225.1.5.147:1457
5-148,rtp://225.1.5.148:1458
5-149,rtp://225.1.5.149:1459
5-150,rtp://225.1.5.150:1460
5-151,rtp://225.1.5.151:1461
5-152,rtp://225.1.5.152:1462
5-153,rtp://225.1.5.153:1463
5-154,rtp://225.1.5.154:1464
5-155,rtp://225.1.5.155:1465
5-156,rtp://225.1.5.156:1466
5-157,rtp://225.1.5.157:1467
5-158,rtp://225.1.5.158:1468
5-159,rtp://225.1.5.159:1469
5-160,rtp://225.1.5.160:1470
5-161,rtp://225.1.5.161:1471
5-162,rtp://225.1.5.162:1472
5-163,rtp://225.1.5.163:1473
5-164,rtp://225.1.5.164:1474
5-165,rtp://225.1.5.165:1475
5-166,rtp://225.1.5.166:1476
5-167,rtp://225.1.5.167:1477
5-168,rtp://225.1.5.168:1478
5-169,rtp://225.1.5.169:1479
5-170,rtp://225.1.5.170:1480
5-171,rtp://225.1.5.171:1481
5-172,rtp://225.1.5.172:1482
5-173,rtp://225.1.5.173:1483
5-174,rtp://225.1.5.174:1484
5-175,rtp://225.1.5.175:1485
5-176,rtp://225.1.5.176:1486
5-177,rtp://225.1.5.177:1487
5-178,rtp://225.1.5.178:1488
5-179,rtp://225.1.5.179:1489
5-180,rtp://225.1.5.180:1490
5-181,rtp://225.1.5.181:1491
5-182,rtp://225.1.5.182:1492
5-183,rtp://225.1.5.183:1493
5-184,rtp://225.1.5.184:1494
5-185,rtp://225.1.5.185:1495
5-186,rtp://225.1.5.186:1496
5-187,rtp://225.1.5.187:1497
5-188,rtp://225.1.5.188:1498
5-189,rtp://225.1.5.189:1499
5-190,rtp://225.1.5.190:1500
5-191,rtp://225.1.5.191:1501
5-192,rtp://225.1.5.192:1502
5-193,rtp://225.1.5.193:1503
5-194,rtp://225.1.5.194:1504
5-195,rtp://225.1.5.195:1505
5-196,rtp://225.1.5.196:1506
5-197,rtp://225.1.5.197:1507
5-198,rtp://225.1.5.198:1508
5-199,rtp://225.1.5.199:1509
5-200,rtp://225.1.5.200:1510
5-201,rtp://225.1.5.201:1511
5-202,rtp://225.1.5.202:1512
5-203,rtp://225.1.5.203:1513
5-204,rtp://225.1.5.204:1514
5-205,rtp://225.1.5.205:1515
5-206,rtp://225.1.5.206:1516
5-207,rtp://225.1.5.207:1517
5-208,rtp://225.1.5.208:1518
5-209,rtp://225.1.5.209:1519
5-210,rtp://225.1.5.210:1520
5-211,rtp://225.1.5.211:1521
5-212,rtp://225.1.5.212:1522
5-213,rtp://225.1.5.213:1523
5-214,rtp://225.1.5.214:1524
5-215,rtp://225.1.5.215:1525
5-216,rtp://225.1.5.216:1526
5-217,rtp://225.1.5.217:1527
5-218,rtp://225.1.5.218:1528
5-219,rtp://225.1.5.219:1529
5-220,rtp://225.1.5.220:1530
5-221,rtp://225.1.5.221:1531
5-222,rtp://225.1.5.222:1532
5-223,rtp://225.1.5.223:1533
5-224,rtp://225.1.5.224:1534
5-225,rtp://225.1.5.225:1535
5-226,rtp://225.1.5.226:1536
5-227,rtp://225.1.5.227:1537
5-228,rtp://225.1.5.228:1538
5-229,rtp://225.1.5.229:1539
5-230,rtp://225.1.5.230:1540
5-231,rtp://225.1.5.231:1541
5-232,rtp://225.1.5.232:1542
5-233,rtp://225.1.5.233:1543
5-234,rtp://225.1.5.234:1544
5-235,rtp://225.1.5.235:1545
5-236,rtp://225.1.5.236:1546
5-237,rtp://225.1.5.237:1547
5-238,rtp://225.1.5.238:1548
5-239,rtp://225.1.5.239:1549
5-240,rtp://225.1.5.240:1550
5-241,rtp://225.1.5.241:1551
5-242,rtp://225.1.5.242:1552
5-243,rtp://225.1.5.243:1553
5-244,rtp://225.1.5.244:1554
5-245,rtp://225.1.5.245:1555
5-246,rtp://225.1.5.246:1556
5-247,rtp://225.1.5.247:1557
5-248,rtp://225.1.5.248:1558
5-249,rtp://225.1.5.249:1559
5-250,rtp://225.1.5.250:1560
5-251,rtp://225.1.5.251:1561
5-252,rtp://225.1.5.252:1562
5-253,rtp://225.1.5.253:1563
5-254,rtp://225.1.5.254:1564

# ===== 总计补充: 388 个IP =====
