# 补充IP列表 - 原文件: 辽宁电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.33.4.x =====
# 已有IP: 70 个, 缺失IP: 184 个
# 规律: port = 10 × D + 20000

4-1,rtp://239.33.4.1:20010
4-157,rtp://239.33.4.157:21570
4-158,rtp://239.33.4.158:21580
4-159,rtp://239.33.4.159:21590
4-160,rtp://239.33.4.160:21600
4-161,rtp://239.33.4.161:21610
4-162,rtp://239.33.4.162:21620
4-163,rtp://239.33.4.163:21630
4-164,rtp://239.33.4.164:21640
4-165,rtp://239.33.4.165:21650
4-166,rtp://239.33.4.166:21660
4-167,rtp://239.33.4.167:21670
4-168,rtp://239.33.4.168:21680
4-169,rtp://239.33.4.169:21690
4-170,rtp://239.33.4.170:21700
4-171,rtp://239.33.4.171:21710
4-172,rtp://239.33.4.172:21720
4-173,rtp://239.33.4.173:21730
4-174,rtp://239.33.4.174:21740
4-175,rtp://239.33.4.175:21750
4-176,rtp://239.33.4.176:21760
4-177,rtp://239.33.4.177:21770
4-178,rtp://239.33.4.178:21780
4-179,rtp://239.33.4.179:21790
4-180,rtp://239.33.4.180:21800
4-181,rtp://239.33.4.181:21810
4-182,rtp://239.33.4.182:21820
4-183,rtp://239.33.4.183:21830
4-184,rtp://239.33.4.184:21840
4-185,rtp://239.33.4.185:21850
4-186,rtp://239.33.4.186:21860
4-187,rtp://239.33.4.187:21870
4-188,rtp://239.33.4.188:21880
4-189,rtp://239.33.4.189:21890
4-190,rtp://239.33.4.190:21900
4-191,rtp://239.33.4.191:21910
4-192,rtp://239.33.4.192:21920
4-193,rtp://239.33.4.193:21930
4-194,rtp://239.33.4.194:21940
4-195,rtp://239.33.4.195:21950
4-196,rtp://239.33.4.196:21960
4-197,rtp://239.33.4.197:21970
4-198,rtp://239.33.4.198:21980
4-199,rtp://239.33.4.199:21990
4-200,rtp://239.33.4.200:22000
4-201,rtp://239.33.4.201:22010
4-202,rtp://239.33.4.202:22020
4-203,rtp://239.33.4.203:22030
4-204,rtp://239.33.4.204:22040
4-205,rtp://239.33.4.205:22050
4-206,rtp://239.33.4.206:22060
4-221,rtp://239.33.4.221:22210
4-229,rtp://239.33.4.229:22290
4-241,rtp://239.33.4.241:22410
4-243,rtp://239.33.4.243:22430
4-244,rtp://239.33.4.244:22440
4-245,rtp://239.33.4.245:22450
4-246,rtp://239.33.4.246:22460
4-247,rtp://239.33.4.247:22470
4-248,rtp://239.33.4.248:22480
4-249,rtp://239.33.4.249:22490
4-250,rtp://239.33.4.250:22500
4-251,rtp://239.33.4.251:22510
4-253,rtp://239.33.4.253:22530
4-254,rtp://239.33.4.254:22540

# ===== 网段: 239.33.5.x =====
# 已有IP: 60 个, 缺失IP: 194 个
# 规律: port = 10 × D + 22560

5-23,rtp://239.33.5.23:22790
5-27,rtp://239.33.5.27:22830
5-28,rtp://239.33.5.28:22840
5-29,rtp://239.33.5.29:22850
5-30,rtp://239.33.5.30:22860
5-31,rtp://239.33.5.31:22870
5-32,rtp://239.33.5.32:22880
5-33,rtp://239.33.5.33:22890
5-34,rtp://239.33.5.34:22900
5-35,rtp://239.33.5.35:22910
5-36,rtp://239.33.5.36:22920
5-37,rtp://239.33.5.37:22930
5-38,rtp://239.33.5.38:22940
5-39,rtp://239.33.5.39:22950
5-46,rtp://239.33.5.46:23020
5-47,rtp://239.33.5.47:23030
5-48,rtp://239.33.5.48:23040
5-49,rtp://239.33.5.49:23050
5-50,rtp://239.33.5.50:23060
5-53,rtp://239.33.5.53:23090
5-54,rtp://239.33.5.54:23100
5-56,rtp://239.33.5.56:23120
5-57,rtp://239.33.5.57:23130
5-58,rtp://239.33.5.58:23140
5-59,rtp://239.33.5.59:23150
5-60,rtp://239.33.5.60:23160
5-61,rtp://239.33.5.61:23170
5-62,rtp://239.33.5.62:23180
5-63,rtp://239.33.5.63:23190
5-64,rtp://239.33.5.64:23200
5-65,rtp://239.33.5.65:23210
5-66,rtp://239.33.5.66:23220
5-67,rtp://239.33.5.67:23230
5-68,rtp://239.33.5.68:23240
5-75,rtp://239.33.5.75:23310
5-81,rtp://239.33.5.81:23370
5-82,rtp://239.33.5.82:23380
5-83,rtp://239.33.5.83:23390
5-84,rtp://239.33.5.84:23400
5-85,rtp://239.33.5.85:23410
5-86,rtp://239.33.5.86:23420
5-87,rtp://239.33.5.87:23430
5-100,rtp://239.33.5.100:23560
5-101,rtp://239.33.5.101:23570
5-103,rtp://239.33.5.103:23590
5-104,rtp://239.33.5.104:23600
5-105,rtp://239.33.5.105:23610
5-106,rtp://239.33.5.106:23620
5-107,rtp://239.33.5.107:23630
5-108,rtp://239.33.5.108:23640
5-109,rtp://239.33.5.109:23650
5-110,rtp://239.33.5.110:23660
5-111,rtp://239.33.5.111:23670
5-112,rtp://239.33.5.112:23680
5-113,rtp://239.33.5.113:23690
5-114,rtp://239.33.5.114:23700
5-115,rtp://239.33.5.115:23710
5-116,rtp://239.33.5.116:23720
5-117,rtp://239.33.5.117:23730
5-118,rtp://239.33.5.118:23740
5-119,rtp://239.33.5.119:23750
5-120,rtp://239.33.5.120:23760
5-121,rtp://239.33.5.121:23770
5-122,rtp://239.33.5.122:23780
5-123,rtp://239.33.5.123:23790
5-124,rtp://239.33.5.124:23800
5-125,rtp://239.33.5.125:23810
5-126,rtp://239.33.5.126:23820
5-127,rtp://239.33.5.127:23830
5-128,rtp://239.33.5.128:23840
5-129,rtp://239.33.5.129:23850
5-130,rtp://239.33.5.130:23860
5-131,rtp://239.33.5.131:23870
5-132,rtp://239.33.5.132:23880
5-133,rtp://239.33.5.133:23890
5-134,rtp://239.33.5.134:23900
5-135,rtp://239.33.5.135:23910
5-136,rtp://239.33.5.136:23920
5-137,rtp://239.33.5.137:23930
5-138,rtp://239.33.5.138:23940
5-139,rtp://239.33.5.139:23950
5-140,rtp://239.33.5.140:23960
5-141,rtp://239.33.5.141:23970
5-142,rtp://239.33.5.142:23980
5-143,rtp://239.33.5.143:23990
5-144,rtp://239.33.5.144:24000
5-145,rtp://239.33.5.145:24010
5-146,rtp://239.33.5.146:24020
5-147,rtp://239.33.5.147:24030
5-148,rtp://239.33.5.148:24040
5-149,rtp://239.33.5.149:24050
5-150,rtp://239.33.5.150:24060
5-151,rtp://239.33.5.151:24070
5-152,rtp://239.33.5.152:24080
5-153,rtp://239.33.5.153:24090
5-154,rtp://239.33.5.154:24100
5-155,rtp://239.33.5.155:24110
5-156,rtp://239.33.5.156:24120
5-157,rtp://239.33.5.157:24130
5-158,rtp://239.33.5.158:24140
5-159,rtp://239.33.5.159:24150
5-160,rtp://239.33.5.160:24160
5-161,rtp://239.33.5.161:24170
5-162,rtp://239.33.5.162:24180
5-163,rtp://239.33.5.163:24190
5-164,rtp://239.33.5.164:24200
5-165,rtp://239.33.5.165:24210
5-166,rtp://239.33.5.166:24220
5-167,rtp://239.33.5.167:24230
5-168,rtp://239.33.5.168:24240
5-169,rtp://239.33.5.169:24250
5-170,rtp://239.33.5.170:24260
5-171,rtp://239.33.5.171:24270
5-172,rtp://239.33.5.172:24280
5-173,rtp://239.33.5.173:24290
5-174,rtp://239.33.5.174:24300
5-175,rtp://239.33.5.175:24310
5-176,rtp://239.33.5.176:24320
5-177,rtp://239.33.5.177:24330
5-178,rtp://239.33.5.178:24340
5-179,rtp://239.33.5.179:24350
5-180,rtp://239.33.5.180:24360
5-181,rtp://239.33.5.181:24370
5-182,rtp://239.33.5.182:24380
5-183,rtp://239.33.5.183:24390
5-184,rtp://239.33.5.184:24400
5-185,rtp://239.33.5.185:24410
5-186,rtp://239.33.5.186:24420
5-187,rtp://239.33.5.187:24430
5-188,rtp://239.33.5.188:24440
5-189,rtp://239.33.5.189:24450
5-190,rtp://239.33.5.190:24460
5-191,rtp://239.33.5.191:24470
5-192,rtp://239.33.5.192:24480
5-193,rtp://239.33.5.193:24490
5-194,rtp://239.33.5.194:24500
5-195,rtp://239.33.5.195:24510
5-196,rtp://239.33.5.196:24520
5-197,rtp://239.33.5.197:24530
5-198,rtp://239.33.5.198:24540
5-199,rtp://239.33.5.199:24550
5-200,rtp://239.33.5.200:24560
5-203,rtp://239.33.5.203:24590
5-204,rtp://239.33.5.204:24600
5-205,rtp://239.33.5.205:24610
5-206,rtp://239.33.5.206:24620
5-207,rtp://239.33.5.207:24630
5-208,rtp://239.33.5.208:24640
5-209,rtp://239.33.5.209:24650
5-210,rtp://239.33.5.210:24660
5-211,rtp://239.33.5.211:24670
5-212,rtp://239.33.5.212:24680
5-213,rtp://239.33.5.213:24690
5-214,rtp://239.33.5.214:24700
5-215,rtp://239.33.5.215:24710
5-216,rtp://239.33.5.216:24720
5-217,rtp://239.33.5.217:24730
5-218,rtp://239.33.5.218:24740
5-219,rtp://239.33.5.219:24750
5-220,rtp://239.33.5.220:24760
5-221,rtp://239.33.5.221:24770
5-222,rtp://239.33.5.222:24780
5-223,rtp://239.33.5.223:24790
5-224,rtp://239.33.5.224:24800
5-225,rtp://239.33.5.225:24810
5-226,rtp://239.33.5.226:24820
5-227,rtp://239.33.5.227:24830
5-228,rtp://239.33.5.228:24840
5-229,rtp://239.33.5.229:24850
5-230,rtp://239.33.5.230:24860
5-231,rtp://239.33.5.231:24870
5-232,rtp://239.33.5.232:24880
5-233,rtp://239.33.5.233:24890
5-234,rtp://239.33.5.234:24900
5-235,rtp://239.33.5.235:24910
5-236,rtp://239.33.5.236:24920
5-237,rtp://239.33.5.237:24930
5-238,rtp://239.33.5.238:24940
5-239,rtp://239.33.5.239:24950
5-240,rtp://239.33.5.240:24960
5-241,rtp://239.33.5.241:24970
5-242,rtp://239.33.5.242:24980
5-243,rtp://239.33.5.243:24990
5-244,rtp://239.33.5.244:25000
5-245,rtp://239.33.5.245:25010
5-246,rtp://239.33.5.246:25020
5-247,rtp://239.33.5.247:25030
5-248,rtp://239.33.5.248:25040
5-249,rtp://239.33.5.249:25050
5-250,rtp://239.33.5.250:25060
5-251,rtp://239.33.5.251:25070
5-252,rtp://239.33.5.252:25080
5-253,rtp://239.33.5.253:25090
5-254,rtp://239.33.5.254:25100

# ===== 总计补充: 378 个IP =====
