# 补充IP列表 - 原文件: 安徽电信.txt
# 生成时间: 2026-05-28 17:16:20
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 238.1.78.x =====
# 已有IP: 147 个, 缺失IP: 107 个
# 规律: 多段线性
#   D∈[20,33] → 8×D+5928
#   D∈[50,50] → 4.705882352941177×D+6036.705882352941
#   D∈[61,205] → 8×D+5872
#   D∈[206,206] → -10×D+9562
#   D∈[207,207] → 26×D+2146
#   D∈[208,254] → 8×D+5872

78-1,rtp://238.1.78.1:5936
79-95,rtp://238.1.79.95:5592
79-96,rtp://238.1.79.96:5624
79-97,rtp://238.1.79.97:5656
79-98,rtp://238.1.79.98:5688
79-99,rtp://238.1.79.99:5720
79-100,rtp://238.1.79.100:5752
79-101,rtp://238.1.79.101:5784
79-102,rtp://238.1.79.102:5816
79-103,rtp://238.1.79.103:5848
79-104,rtp://238.1.79.104:5880
79-105,rtp://238.1.79.105:5912
79-106,rtp://238.1.79.106:5944
79-107,rtp://238.1.79.107:5976
79-108,rtp://238.1.79.108:6008
79-109,rtp://238.1.79.109:6040
79-110,rtp://238.1.79.110:6072
79-111,rtp://238.1.79.111:6104
79-112,rtp://238.1.79.112:6136
79-113,rtp://238.1.79.113:6168
79-114,rtp://238.1.79.114:6200
79-115,rtp://238.1.79.115:6232
79-116,rtp://238.1.79.116:6264
79-117,rtp://238.1.79.117:6296
79-118,rtp://238.1.79.118:6328
79-119,rtp://238.1.79.119:6360
79-120,rtp://238.1.79.120:6392
79-121,rtp://238.1.79.121:6424
79-122,rtp://238.1.79.122:6456
79-123,rtp://238.1.79.123:6488
79-124,rtp://238.1.79.124:6520
79-125,rtp://238.1.79.125:6552
79-126,rtp://238.1.79.126:6584
79-127,rtp://238.1.79.127:6616
79-128,rtp://238.1.79.128:6648
79-129,rtp://238.1.79.129:6680
79-130,rtp://238.1.79.130:6712
79-131,rtp://238.1.79.131:6744
79-132,rtp://238.1.79.132:6776
79-133,rtp://238.1.79.133:6808
79-134,rtp://238.1.79.134:6840
79-135,rtp://238.1.79.135:6872
79-136,rtp://238.1.79.136:6904
79-137,rtp://238.1.79.137:6936
79-138,rtp://238.1.79.138:6968
79-139,rtp://238.1.79.139:7000
79-140,rtp://238.1.79.140:7032
79-141,rtp://238.1.79.141:7064
79-142,rtp://238.1.79.142:7096
79-143,rtp://238.1.79.143:7128
79-144,rtp://238.1.79.144:7160
79-145,rtp://238.1.79.145:7192
79-146,rtp://238.1.79.146:7224
79-147,rtp://238.1.79.147:7256
79-148,rtp://238.1.79.148:7288
79-149,rtp://238.1.79.149:7320
79-150,rtp://238.1.79.150:7352
79-151,rtp://238.1.79.151:7384
79-152,rtp://238.1.79.152:7416
79-153,rtp://238.1.79.153:7448
79-154,rtp://238.1.79.154:7480
79-155,rtp://238.1.79.155:7512
79-156,rtp://238.1.79.156:7544
79-157,rtp://238.1.79.157:7576
79-158,rtp://238.1.79.158:7608
79-159,rtp://238.1.79.159:7640
79-160,rtp://238.1.79.160:7672
79-161,rtp://238.1.79.161:7704
79-162,rtp://238.1.79.162:7736
79-163,rtp://238.1.79.163:7768
79-164,rtp://238.1.79.164:7800
79-165,rtp://238.1.79.165:7832
79-166,rtp://238.1.79.166:7864
79-167,rtp://238.1.79.167:7896
79-168,rtp://238.1.79.168:7928
79-169,rtp://238.1.79.169:7960
79-170,rtp://238.1.79.170:7992
79-171,rtp://238.1.79.171:8024
79-172,rtp://238.1.79.172:8056
79-173,rtp://238.1.79.173:8088
79-174,rtp://238.1.79.174:8120
79-175,rtp://238.1.79.175:8152
79-176,rtp://238.1.79.176:8184
79-177,rtp://238.1.79.177:8216
79-178,rtp://238.1.79.178:8248
79-179,rtp://238.1.79.179:8280
79-180,rtp://238.1.79.180:8312
79-181,rtp://238.1.79.181:8344
79-182,rtp://238.1.79.182:8376
79-183,rtp://238.1.79.183:8408
79-184,rtp://238.1.79.184:8440
79-185,rtp://238.1.79.185:8472
79-186,rtp://238.1.79.186:8504
79-187,rtp://238.1.79.187:8536
79-188,rtp://238.1.79.188:8568
79-189,rtp://238.1.79.189:8600
79-190,rtp://238.1.79.190:8632
79-191,rtp://238.1.79.191:8664
79-192,rtp://238.1.79.192:8696
79-193,rtp://238.1.79.193:8728
79-194,rtp://238.1.79.194:8760
79-195,rtp://238.1.79.195:8792
79-196,rtp://238.1.79.196:8824
79-197,rtp://238.1.79.197:8856
79-198,rtp://238.1.79.198:8888
79-199,rtp://238.1.79.199:8920
79-200,rtp://238.1.79.200:8952
79-201,rtp://238.1.79.201:8984
79-202,rtp://238.1.79.202:9016
79-203,rtp://238.1.79.203:9048
79-204,rtp://238.1.79.204:9080
79-205,rtp://238.1.79.205:9112
79-206,rtp://238.1.79.206:9144
79-207,rtp://238.1.79.207:9176
79-208,rtp://238.1.79.208:9208
79-209,rtp://238.1.79.209:9240
79-210,rtp://238.1.79.210:9272
79-211,rtp://238.1.79.211:9304
79-212,rtp://238.1.79.212:9336
79-213,rtp://238.1.79.213:9368
79-214,rtp://238.1.79.214:9400
79-215,rtp://238.1.79.215:9432
79-216,rtp://238.1.79.216:9464
79-217,rtp://238.1.79.217:9496
79-218,rtp://238.1.79.218:9528
79-219,rtp://238.1.79.219:9560
79-220,rtp://238.1.79.220:9592
79-221,rtp://238.1.79.221:9624
79-222,rtp://238.1.79.222:9656
79-223,rtp://238.1.79.223:9688
79-224,rtp://238.1.79.224:9720
79-225,rtp://238.1.79.225:9752
79-226,rtp://238.1.79.226:9784
79-227,rtp://238.1.79.227:9816
79-228,rtp://238.1.79.228:9848
79-229,rtp://238.1.79.229:9880
79-230,rtp://238.1.79.230:9912
79-231,rtp://238.1.79.231:9944
79-232,rtp://238.1.79.232:9976
79-233,rtp://238.1.79.233:10008
79-234,rtp://238.1.79.234:10040
79-235,rtp://238.1.79.235:10072
79-236,rtp://238.1.79.236:10104
79-237,rtp://238.1.79.237:10136
79-238,rtp://238.1.79.238:10168
79-239,rtp://238.1.79.239:10200
79-240,rtp://238.1.79.240:10232
79-241,rtp://238.1.79.241:10264
79-242,rtp://238.1.79.242:10296
79-243,rtp://238.1.79.243:10328
79-244,rtp://238.1.79.244:10360
79-245,rtp://238.1.79.245:10392
79-246,rtp://238.1.79.246:10424
79-247,rtp://238.1.79.247:10456
79-248,rtp://238.1.79.248:10488
79-249,rtp://238.1.79.249:10520
79-250,rtp://238.1.79.250:10552
79-251,rtp://238.1.79.251:10584
79-252,rtp://238.1.79.252:10616
79-253,rtp://238.1.79.253:10648
79-254,rtp://238.1.79.254:10680

# ===== 总计补充: 316 个IP =====
