# 补充IP列表 - 原文件: 海南联通.txt
# 生成时间: 2026-05-28 17:17:03
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.254.96.x =====
# 已有IP: 66 个, 缺失IP: 188 个
# 规律: 多段线性
#   D∈[16,55] → 8×D+6984
#   D∈[57,57] → 390×D+-14026
#   D∈[58,58] → -756×D+51296
#   D∈[60,82] → 8×D+6984
#   D∈[83,83] → -636×D+59792
#   D∈[84,84] → 652×D+-47112
#   D∈[85,86] → 8×D+6984
#   D∈[87,87] → -652×D+63744
#   D∈[88,88] → 668×D+-51096
#   D∈[89,103] → 8×D+6984
#   D∈[106,106] → 341.3333333333333×D+-27349.33333333333
#   D∈[111,111] → -212×D+31304
#   D∈[124,124] → -52.92307692307692×D+13646.461538461539
#   D∈[125,125] → 20×D+4604
#   D∈[126,126] → 8×D+6104
#   D∈[127,127] → 4×D+6608
#   D∈[128,129] → 8×D+6100
#   D∈[130,130] → -84×D+17968
#   D∈[131,132] → 4×D+6528
#   D∈[133,133] → 8×D+6000
#   D∈[151,151] → 58.55555555555556×D+-723.8888888888887
#   D∈[152,153] → 4×D+7514
#   D∈[154,154] → -970×D+156536
#   D∈[155,155] → -4×D+7772
#   D∈[169,169] → 71.14285714285714×D+-3875.142857142857
#   D∈[170,170] → 58×D+-1654
#   D∈[179,179] → -116.88888888888889×D+28077.11111111111
#   D∈[180,180] → -62×D+18252
#   D∈[181,181] → -20×D+10692
#   D∈[182,182] → 4×D+6348
#   D∈[183,183] → 288×D+-45340
#   D∈[184,184] → -206×D+45062
#   D∈[185,185] → 1004×D+-177578
#   D∈[186,187] → 2×D+7792
#   D∈[188,188] → 4×D+7418
#   D∈[189,192] → 2×D+7794

96-1,rtp://239.254.96.1:6992
96-202,rtp://239.254.96.202:8198
96-203,rtp://239.254.96.203:8200
96-204,rtp://239.254.96.204:8202
96-205,rtp://239.254.96.205:8204
96-206,rtp://239.254.96.206:8206
96-207,rtp://239.254.96.207:8208
96-208,rtp://239.254.96.208:8210
96-209,rtp://239.254.96.209:8212
96-210,rtp://239.254.96.210:8214
96-211,rtp://239.254.96.211:8216
96-212,rtp://239.254.96.212:8218
96-213,rtp://239.254.96.213:8220
96-214,rtp://239.254.96.214:8222
96-215,rtp://239.254.96.215:8224
96-216,rtp://239.254.96.216:8226
96-217,rtp://239.254.96.217:8228
96-218,rtp://239.254.96.218:8230
96-219,rtp://239.254.96.219:8232
96-220,rtp://239.254.96.220:8234
96-221,rtp://239.254.96.221:8236
96-222,rtp://239.254.96.222:8238
96-223,rtp://239.254.96.223:8240
96-224,rtp://239.254.96.224:8242
96-225,rtp://239.254.96.225:8244
96-226,rtp://239.254.96.226:8246
96-227,rtp://239.254.96.227:8248
96-228,rtp://239.254.96.228:8250
96-229,rtp://239.254.96.229:8252
96-230,rtp://239.254.96.230:8254
96-231,rtp://239.254.96.231:8256
96-232,rtp://239.254.96.232:8258
96-233,rtp://239.254.96.233:8260
96-234,rtp://239.254.96.234:8262
96-235,rtp://239.254.96.235:8264
96-236,rtp://239.254.96.236:8266
96-237,rtp://239.254.96.237:8268
96-238,rtp://239.254.96.238:8270
96-239,rtp://239.254.96.239:8272
96-240,rtp://239.254.96.240:8274
96-241,rtp://239.254.96.241:8276
96-242,rtp://239.254.96.242:8278
96-243,rtp://239.254.96.243:8280
96-244,rtp://239.254.96.244:8282
96-245,rtp://239.254.96.245:8284
96-246,rtp://239.254.96.246:8286
96-247,rtp://239.254.96.247:8288
96-248,rtp://239.254.96.248:8290
96-249,rtp://239.254.96.249:8292
96-250,rtp://239.254.96.250:8294
96-251,rtp://239.254.96.251:8296
96-252,rtp://239.254.96.252:8298
96-253,rtp://239.254.96.253:8300
96-254,rtp://239.254.96.254:8302

# ===== 总计补充: 188 个IP =====
