# 补充IP列表 - 原文件: 湖北联通.txt
# 生成时间: 2026-05-28 17:17:03
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 228.0.0.x =====
# 已有IP: 101 个, 缺失IP: 153 个
# 规律: 多段线性
#   D∈[1,127] → 0×D+6108
#   D∈[131,131] → -244.25×D+37127.75
#   D∈[133,136] → 1×D+5000
#   D∈[143,143] → 286.7142857142857×D+-33857.142857142855
#   D∈[144,198] → 1×D+7000
#   D∈[202,202] → -272.5×D+61153.0
#   D∈[203,249] → 0×D+6108

0-3,rtp://228.0.0.3:6108
0-97,rtp://228.0.0.97:6108
0-98,rtp://228.0.0.98:6108
0-99,rtp://228.0.0.99:6108
0-100,rtp://228.0.0.100:6108
0-101,rtp://228.0.0.101:6108
0-102,rtp://228.0.0.102:6108
0-103,rtp://228.0.0.103:6108
0-104,rtp://228.0.0.104:6108
0-105,rtp://228.0.0.105:6108
0-106,rtp://228.0.0.106:6108
0-109,rtp://228.0.0.109:6108
0-113,rtp://228.0.0.113:6108
0-114,rtp://228.0.0.114:6108
0-115,rtp://228.0.0.115:6108
0-116,rtp://228.0.0.116:6108
0-117,rtp://228.0.0.117:6108
0-118,rtp://228.0.0.118:6108
0-119,rtp://228.0.0.119:6108
0-128,rtp://228.0.0.128:6108
0-129,rtp://228.0.0.129:6108
0-130,rtp://228.0.0.130:6108
0-132,rtp://228.0.0.132:6108
0-137,rtp://228.0.0.137:6108
0-138,rtp://228.0.0.138:6108
0-139,rtp://228.0.0.139:6108
0-140,rtp://228.0.0.140:6108
0-141,rtp://228.0.0.141:6108
0-142,rtp://228.0.0.142:6108
0-148,rtp://228.0.0.148:7148
0-149,rtp://228.0.0.149:7149
0-150,rtp://228.0.0.150:7150
0-151,rtp://228.0.0.151:7151
0-152,rtp://228.0.0.152:7152
0-153,rtp://228.0.0.153:7153
0-154,rtp://228.0.0.154:7154
0-155,rtp://228.0.0.155:7155
0-166,rtp://228.0.0.166:7166
0-167,rtp://228.0.0.167:7167
0-169,rtp://228.0.0.169:7169
0-170,rtp://228.0.0.170:7170
0-171,rtp://228.0.0.171:7171
0-172,rtp://228.0.0.172:7172
0-173,rtp://228.0.0.173:7173
0-175,rtp://228.0.0.175:7175
0-176,rtp://228.0.0.176:7176
0-178,rtp://228.0.0.178:7178
0-179,rtp://228.0.0.179:7179
0-180,rtp://228.0.0.180:7180
0-181,rtp://228.0.0.181:7181
0-182,rtp://228.0.0.182:7182
0-183,rtp://228.0.0.183:7183
0-184,rtp://228.0.0.184:7184
0-185,rtp://228.0.0.185:7185
0-186,rtp://228.0.0.186:7186
0-187,rtp://228.0.0.187:7187
0-188,rtp://228.0.0.188:7188
0-189,rtp://228.0.0.189:7189
0-190,rtp://228.0.0.190:7190
0-191,rtp://228.0.0.191:7191
0-192,rtp://228.0.0.192:7192
0-193,rtp://228.0.0.193:7193
0-194,rtp://228.0.0.194:7194
0-195,rtp://228.0.0.195:7195
0-196,rtp://228.0.0.196:7196
0-197,rtp://228.0.0.197:7197
0-199,rtp://228.0.0.199:6108
0-200,rtp://228.0.0.200:6108
0-201,rtp://228.0.0.201:6108
0-207,rtp://228.0.0.207:6108
0-208,rtp://228.0.0.208:6108
0-209,rtp://228.0.0.209:6108
0-210,rtp://228.0.0.210:6108
0-213,rtp://228.0.0.213:6108
0-214,rtp://228.0.0.214:6108
0-215,rtp://228.0.0.215:6108
0-216,rtp://228.0.0.216:6108
0-217,rtp://228.0.0.217:6108
0-218,rtp://228.0.0.218:6108
0-219,rtp://228.0.0.219:6108
0-220,rtp://228.0.0.220:6108
0-221,rtp://228.0.0.221:6108
0-222,rtp://228.0.0.222:6108
0-223,rtp://228.0.0.223:6108
0-224,rtp://228.0.0.224:6108
0-227,rtp://228.0.0.227:6108
0-243,rtp://228.0.0.243:6108
0-244,rtp://228.0.0.244:6108
0-245,rtp://228.0.0.245:6108
0-246,rtp://228.0.0.246:6108
0-247,rtp://228.0.0.247:6108
0-248,rtp://228.0.0.248:6108
0-250,rtp://228.0.0.250:6108
0-251,rtp://228.0.0.251:6108
0-252,rtp://228.0.0.252:6108
0-253,rtp://228.0.0.253:6108
0-254,rtp://228.0.0.254:6108

# ===== 总计补充: 153 个IP =====
