# 补充IP列表 - 原文件: 山西电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.1.1.x =====
# 已有IP: 119 个, 缺失IP: 135 个
# 规律: port = 1 × D + 8000

1-24,rtp://239.1.1.24:8024
245-118,rtp://239.76.245.118:1234
245-119,rtp://239.76.245.119:1234
245-121,rtp://239.76.245.121:1234
245-122,rtp://239.76.245.122:1234
245-123,rtp://239.76.245.123:1234
245-124,rtp://239.76.245.124:1234
245-125,rtp://239.76.245.125:1234
245-126,rtp://239.76.245.126:1234
245-127,rtp://239.76.245.127:1234
245-128,rtp://239.76.245.128:1234
245-129,rtp://239.76.245.129:1234
245-130,rtp://239.76.245.130:1234
245-131,rtp://239.76.245.131:1234
245-132,rtp://239.76.245.132:1234
245-133,rtp://239.76.245.133:1234
245-134,rtp://239.76.245.134:1234
245-135,rtp://239.76.245.135:1234
245-136,rtp://239.76.245.136:1234
245-137,rtp://239.76.245.137:1234
245-138,rtp://239.76.245.138:1234
245-139,rtp://239.76.245.139:1234
245-140,rtp://239.76.245.140:1234
245-141,rtp://239.76.245.141:1234
245-142,rtp://239.76.245.142:1234
245-143,rtp://239.76.245.143:1234
245-144,rtp://239.76.245.144:1234
245-145,rtp://239.76.245.145:1234
245-146,rtp://239.76.245.146:1234
245-147,rtp://239.76.245.147:1234
245-148,rtp://239.76.245.148:1234
245-149,rtp://239.76.245.149:1234
245-150,rtp://239.76.245.150:1234
245-151,rtp://239.76.245.151:1234
245-152,rtp://239.76.245.152:1234
245-153,rtp://239.76.245.153:1234
245-154,rtp://239.76.245.154:1234
245-155,rtp://239.76.245.155:1234
245-156,rtp://239.76.245.156:1234
245-157,rtp://239.76.245.157:1234
245-158,rtp://239.76.245.158:1234
245-159,rtp://239.76.245.159:1234
245-160,rtp://239.76.245.160:1234
245-161,rtp://239.76.245.161:1234
245-162,rtp://239.76.245.162:1234
245-163,rtp://239.76.245.163:1234
245-164,rtp://239.76.245.164:1234
245-165,rtp://239.76.245.165:1234
245-166,rtp://239.76.245.166:1234
245-167,rtp://239.76.245.167:1234
245-168,rtp://239.76.245.168:1234
245-169,rtp://239.76.245.169:1234
245-170,rtp://239.76.245.170:1234
245-171,rtp://239.76.245.171:1234
245-172,rtp://239.76.245.172:1234
245-173,rtp://239.76.245.173:1234
245-174,rtp://239.76.245.174:1234
245-175,rtp://239.76.245.175:1234
245-176,rtp://239.76.245.176:1234
245-177,rtp://239.76.245.177:1234
245-178,rtp://239.76.245.178:1234
245-179,rtp://239.76.245.179:1234
245-180,rtp://239.76.245.180:1234
245-181,rtp://239.76.245.181:1234
245-182,rtp://239.76.245.182:1234
245-183,rtp://239.76.245.183:1234
245-184,rtp://239.76.245.184:1234
245-185,rtp://239.76.245.185:1234
245-186,rtp://239.76.245.186:1234
245-187,rtp://239.76.245.187:1234
245-188,rtp://239.76.245.188:1234
245-189,rtp://239.76.245.189:1234
245-190,rtp://239.76.245.190:1234
245-191,rtp://239.76.245.191:1234
245-192,rtp://239.76.245.192:1234
245-193,rtp://239.76.245.193:1234
245-194,rtp://239.76.245.194:1234
245-195,rtp://239.76.245.195:1234
245-196,rtp://239.76.245.196:1234
245-197,rtp://239.76.245.197:1234
245-198,rtp://239.76.245.198:1234
245-199,rtp://239.76.245.199:1234
245-200,rtp://239.76.245.200:1234
245-201,rtp://239.76.245.201:1234
245-202,rtp://239.76.245.202:1234
245-203,rtp://239.76.245.203:1234
245-204,rtp://239.76.245.204:1234
245-205,rtp://239.76.245.205:1234
245-206,rtp://239.76.245.206:1234
245-207,rtp://239.76.245.207:1234
245-208,rtp://239.76.245.208:1234
245-209,rtp://239.76.245.209:1234
245-210,rtp://239.76.245.210:1234
245-211,rtp://239.76.245.211:1234
245-212,rtp://239.76.245.212:1234
245-213,rtp://239.76.245.213:1234
245-214,rtp://239.76.245.214:1234
245-215,rtp://239.76.245.215:1234
245-216,rtp://239.76.245.216:1234
245-217,rtp://239.76.245.217:1234
245-218,rtp://239.76.245.218:1234
245-219,rtp://239.76.245.219:1234
245-220,rtp://239.76.245.220:1234
245-221,rtp://239.76.245.221:1234
245-222,rtp://239.76.245.222:1234
245-223,rtp://239.76.245.223:1234
245-224,rtp://239.76.245.224:1234
245-225,rtp://239.76.245.225:1234
245-226,rtp://239.76.245.226:1234
245-227,rtp://239.76.245.227:1234
245-228,rtp://239.76.245.228:1234
245-229,rtp://239.76.245.229:1234
245-230,rtp://239.76.245.230:1234
245-231,rtp://239.76.245.231:1234
245-232,rtp://239.76.245.232:1234
245-233,rtp://239.76.245.233:1234
245-234,rtp://239.76.245.234:1234
245-235,rtp://239.76.245.235:1234
245-236,rtp://239.76.245.236:1234
245-237,rtp://239.76.245.237:1234
245-238,rtp://239.76.245.238:1234
245-239,rtp://239.76.245.239:1234
245-240,rtp://239.76.245.240:1234
245-244,rtp://239.76.245.244:1234
245-245,rtp://239.76.245.245:1234
245-246,rtp://239.76.245.246:1234
245-247,rtp://239.76.245.247:1234
245-248,rtp://239.76.245.248:1234
245-249,rtp://239.76.245.249:1234
245-250,rtp://239.76.245.250:1234
245-251,rtp://239.76.245.251:1234
245-252,rtp://239.76.245.252:1234
245-253,rtp://239.76.245.253:1234
245-254,rtp://239.76.245.254:1234

# ===== 网段: 239.76.246.x =====
# 已有IP: 11 个, 缺失IP: 243 个
# 规律: 固定端口 1234

246-1,rtp://239.76.246.1:1234
246-2,rtp://239.76.246.2:1234
246-3,rtp://239.76.246.3:1234
246-4,rtp://239.76.246.4:1234
246-5,rtp://239.76.246.5:1234
246-6,rtp://239.76.246.6:1234
246-9,rtp://239.76.246.9:1234
246-10,rtp://239.76.246.10:1234
246-11,rtp://239.76.246.11:1234
246-12,rtp://239.76.246.12:1234
246-13,rtp://239.76.246.13:1234
246-14,rtp://239.76.246.14:1234
246-15,rtp://239.76.246.15:1234
246-16,rtp://239.76.246.16:1234
246-17,rtp://239.76.246.17:1234
246-18,rtp://239.76.246.18:1234
246-19,rtp://239.76.246.19:1234
246-20,rtp://239.76.246.20:1234
246-21,rtp://239.76.246.21:1234
246-22,rtp://239.76.246.22:1234
246-23,rtp://239.76.246.23:1234
246-24,rtp://239.76.246.24:1234
246-25,rtp://239.76.246.25:1234
246-26,rtp://239.76.246.26:1234
246-27,rtp://239.76.246.27:1234
246-28,rtp://239.76.246.28:1234
246-29,rtp://239.76.246.29:1234
246-30,rtp://239.76.246.30:1234
246-31,rtp://239.76.246.31:1234
246-32,rtp://239.76.246.32:1234
246-33,rtp://239.76.246.33:1234
246-34,rtp://239.76.246.34:1234
246-35,rtp://239.76.246.35:1234
246-36,rtp://239.76.246.36:1234
246-37,rtp://239.76.246.37:1234
246-38,rtp://239.76.246.38:1234
246-39,rtp://239.76.246.39:1234
246-40,rtp://239.76.246.40:1234
246-41,rtp://239.76.246.41:1234
246-42,rtp://239.76.246.42:1234
246-43,rtp://239.76.246.43:1234
246-44,rtp://239.76.246.44:1234
246-45,rtp://239.76.246.45:1234
246-46,rtp://239.76.246.46:1234
246-47,rtp://239.76.246.47:1234
246-48,rtp://239.76.246.48:1234
246-49,rtp://239.76.246.49:1234
246-50,rtp://239.76.246.50:1234
246-51,rtp://239.76.246.51:1234
246-52,rtp://239.76.246.52:1234
246-53,rtp://239.76.246.53:1234
246-54,rtp://239.76.246.54:1234
246-55,rtp://239.76.246.55:1234
246-56,rtp://239.76.246.56:1234
246-57,rtp://239.76.246.57:1234
246-58,rtp://239.76.246.58:1234
246-59,rtp://239.76.246.59:1234
246-60,rtp://239.76.246.60:1234
246-61,rtp://239.76.246.61:1234
246-62,rtp://239.76.246.62:1234
246-64,rtp://239.76.246.64:1234
246-65,rtp://239.76.246.65:1234
246-66,rtp://239.76.246.66:1234
246-67,rtp://239.76.246.67:1234
246-68,rtp://239.76.246.68:1234
246-69,rtp://239.76.246.69:1234
246-70,rtp://239.76.246.70:1234
246-71,rtp://239.76.246.71:1234
246-72,rtp://239.76.246.72:1234
246-73,rtp://239.76.246.73:1234
246-74,rtp://239.76.246.74:1234
246-75,rtp://239.76.246.75:1234
246-76,rtp://239.76.246.76:1234
246-77,rtp://239.76.246.77:1234
246-78,rtp://239.76.246.78:1234
246-79,rtp://239.76.246.79:1234
246-80,rtp://239.76.246.80:1234
246-81,rtp://239.76.246.81:1234
246-82,rtp://239.76.246.82:1234
246-83,rtp://239.76.246.83:1234
246-84,rtp://239.76.246.84:1234
246-85,rtp://239.76.246.85:1234
246-86,rtp://239.76.246.86:1234
246-87,rtp://239.76.246.87:1234
246-88,rtp://239.76.246.88:1234
246-89,rtp://239.76.246.89:1234
246-90,rtp://239.76.246.90:1234
246-91,rtp://239.76.246.91:1234
246-92,rtp://239.76.246.92:1234
246-93,rtp://239.76.246.93:1234
246-94,rtp://239.76.246.94:1234
246-95,rtp://239.76.246.95:1234
246-96,rtp://239.76.246.96:1234
246-97,rtp://239.76.246.97:1234
246-99,rtp://239.76.246.99:1234
246-101,rtp://239.76.246.101:1234
246-102,rtp://239.76.246.102:1234
246-103,rtp://239.76.246.103:1234
246-104,rtp://239.76.246.104:1234
246-105,rtp://239.76.246.105:1234
246-106,rtp://239.76.246.106:1234
246-108,rtp://239.76.246.108:1234
246-109,rtp://239.76.246.109:1234
246-110,rtp://239.76.246.110:1234
246-111,rtp://239.76.246.111:1234
246-112,rtp://239.76.246.112:1234
246-113,rtp://239.76.246.113:1234
246-114,rtp://239.76.246.114:1234
246-115,rtp://239.76.246.115:1234
246-116,rtp://239.76.246.116:1234
246-117,rtp://239.76.246.117:1234
246-118,rtp://239.76.246.118:1234
246-119,rtp://239.76.246.119:1234
246-120,rtp://239.76.246.120:1234
246-121,rtp://239.76.246.121:1234
246-122,rtp://239.76.246.122:1234
246-123,rtp://239.76.246.123:1234
246-124,rtp://239.76.246.124:1234
246-125,rtp://239.76.246.125:1234
246-126,rtp://239.76.246.126:1234
246-127,rtp://239.76.246.127:1234
246-128,rtp://239.76.246.128:1234
246-129,rtp://239.76.246.129:1234
246-130,rtp://239.76.246.130:1234
246-131,rtp://239.76.246.131:1234
246-132,rtp://239.76.246.132:1234
246-133,rtp://239.76.246.133:1234
246-136,rtp://239.76.246.136:1234
246-137,rtp://239.76.246.137:1234
246-138,rtp://239.76.246.138:1234
246-139,rtp://239.76.246.139:1234
246-140,rtp://239.76.246.140:1234
246-141,rtp://239.76.246.141:1234
246-142,rtp://239.76.246.142:1234
246-143,rtp://239.76.246.143:1234
246-144,rtp://239.76.246.144:1234
246-145,rtp://239.76.246.145:1234
246-146,rtp://239.76.246.146:1234
246-147,rtp://239.76.246.147:1234
246-148,rtp://239.76.246.148:1234
246-149,rtp://239.76.246.149:1234
246-151,rtp://239.76.246.151:1234
246-152,rtp://239.76.246.152:1234
246-153,rtp://239.76.246.153:1234
246-154,rtp://239.76.246.154:1234
246-155,rtp://239.76.246.155:1234
246-157,rtp://239.76.246.157:1234
246-158,rtp://239.76.246.158:1234
246-159,rtp://239.76.246.159:1234
246-160,rtp://239.76.246.160:1234
246-161,rtp://239.76.246.161:1234
246-162,rtp://239.76.246.162:1234
246-163,rtp://239.76.246.163:1234
246-164,rtp://239.76.246.164:1234
246-165,rtp://239.76.246.165:1234
246-166,rtp://239.76.246.166:1234
246-167,rtp://239.76.246.167:1234
246-168,rtp://239.76.246.168:1234
246-169,rtp://239.76.246.169:1234
246-170,rtp://239.76.246.170:1234
246-171,rtp://239.76.246.171:1234
246-172,rtp://239.76.246.172:1234
246-173,rtp://239.76.246.173:1234
246-174,rtp://239.76.246.174:1234
246-175,rtp://239.76.246.175:1234
246-176,rtp://239.76.246.176:1234
246-177,rtp://239.76.246.177:1234
246-178,rtp://239.76.246.178:1234
246-179,rtp://239.76.246.179:1234
246-180,rtp://239.76.246.180:1234
246-181,rtp://239.76.246.181:1234
246-182,rtp://239.76.246.182:1234
246-183,rtp://239.76.246.183:1234
246-184,rtp://239.76.246.184:1234
246-185,rtp://239.76.246.185:1234
246-186,rtp://239.76.246.186:1234
246-187,rtp://239.76.246.187:1234
246-188,rtp://239.76.246.188:1234
246-189,rtp://239.76.246.189:1234
246-190,rtp://239.76.246.190:1234
246-191,rtp://239.76.246.191:1234
246-192,rtp://239.76.246.192:1234
246-193,rtp://239.76.246.193:1234
246-194,rtp://239.76.246.194:1234
246-195,rtp://239.76.246.195:1234
246-196,rtp://239.76.246.196:1234
246-197,rtp://239.76.246.197:1234
246-198,rtp://239.76.246.198:1234
246-199,rtp://239.76.246.199:1234
246-200,rtp://239.76.246.200:1234
246-201,rtp://239.76.246.201:1234
246-202,rtp://239.76.246.202:1234
246-203,rtp://239.76.246.203:1234
246-204,rtp://239.76.246.204:1234
246-205,rtp://239.76.246.205:1234
246-206,rtp://239.76.246.206:1234
246-207,rtp://239.76.246.207:1234
246-208,rtp://239.76.246.208:1234
246-209,rtp://239.76.246.209:1234
246-210,rtp://239.76.246.210:1234
246-211,rtp://239.76.246.211:1234
246-212,rtp://239.76.246.212:1234
246-213,rtp://239.76.246.213:1234
246-214,rtp://239.76.246.214:1234
246-215,rtp://239.76.246.215:1234
246-216,rtp://239.76.246.216:1234
246-217,rtp://239.76.246.217:1234
246-218,rtp://239.76.246.218:1234
246-219,rtp://239.76.246.219:1234
246-220,rtp://239.76.246.220:1234
246-221,rtp://239.76.246.221:1234
246-222,rtp://239.76.246.222:1234
246-223,rtp://239.76.246.223:1234
246-224,rtp://239.76.246.224:1234
246-225,rtp://239.76.246.225:1234
246-226,rtp://239.76.246.226:1234
246-227,rtp://239.76.246.227:1234
246-228,rtp://239.76.246.228:1234
246-229,rtp://239.76.246.229:1234
246-230,rtp://239.76.246.230:1234
246-231,rtp://239.76.246.231:1234
246-232,rtp://239.76.246.232:1234
246-233,rtp://239.76.246.233:1234
246-234,rtp://239.76.246.234:1234
246-235,rtp://239.76.246.235:1234
246-236,rtp://239.76.246.236:1234
246-237,rtp://239.76.246.237:1234
246-238,rtp://239.76.246.238:1234
246-239,rtp://239.76.246.239:1234
246-240,rtp://239.76.246.240:1234
246-241,rtp://239.76.246.241:1234
246-242,rtp://239.76.246.242:1234
246-243,rtp://239.76.246.243:1234
246-244,rtp://239.76.246.244:1234
246-245,rtp://239.76.246.245:1234
246-247,rtp://239.76.246.247:1234
246-248,rtp://239.76.246.248:1234
246-249,rtp://239.76.246.249:1234
246-250,rtp://239.76.246.250:1234
246-251,rtp://239.76.246.251:1234
246-252,rtp://239.76.246.252:1234
246-253,rtp://239.76.246.253:1234
246-254,rtp://239.76.246.254:1234

# ===== 网段: 239.76.252.x =====
# 已有IP: 5 个, 缺失IP: 249 个
# 规律: 固定端口 9000

252-1,rtp://239.76.252.1:9000
252-2,rtp://239.76.252.2:9000
252-3,rtp://239.76.252.3:9000
252-4,rtp://239.76.252.4:9000
252-5,rtp://239.76.252.5:9000
252-6,rtp://239.76.252.6:9000
252-7,rtp://239.76.252.7:9000
252-8,rtp://239.76.252.8:9000
252-9,rtp://239.76.252.9:9000
252-10,rtp://239.76.252.10:9000
252-11,rtp://239.76.252.11:9000
252-12,rtp://239.76.252.12:9000
252-13,rtp://239.76.252.13:9000
252-14,rtp://239.76.252.14:9000
252-15,rtp://239.76.252.15:9000
252-16,rtp://239.76.252.16:9000
252-17,rtp://239.76.252.17:9000
252-18,rtp://239.76.252.18:9000
252-19,rtp://239.76.252.19:9000
252-20,rtp://239.76.252.20:9000
252-21,rtp://239.76.252.21:9000
252-22,rtp://239.76.252.22:9000
252-23,rtp://239.76.252.23:9000
252-24,rtp://239.76.252.24:9000
252-25,rtp://239.76.252.25:9000
252-26,rtp://239.76.252.26:9000
252-27,rtp://239.76.252.27:9000
252-28,rtp://239.76.252.28:9000
252-29,rtp://239.76.252.29:9000
252-30,rtp://239.76.252.30:9000
252-31,rtp://239.76.252.31:9000
252-32,rtp://239.76.252.32:9000
252-33,rtp://239.76.252.33:9000
252-34,rtp://239.76.252.34:9000
252-35,rtp://239.76.252.35:9000
252-36,rtp://239.76.252.36:9000
252-37,rtp://239.76.252.37:9000
252-38,rtp://239.76.252.38:9000
252-39,rtp://239.76.252.39:9000
252-40,rtp://239.76.252.40:9000
252-41,rtp://239.76.252.41:9000
252-42,rtp://239.76.252.42:9000
252-43,rtp://239.76.252.43:9000
252-44,rtp://239.76.252.44:9000
252-45,rtp://239.76.252.45:9000
252-46,rtp://239.76.252.46:9000
252-47,rtp://239.76.252.47:9000
252-48,rtp://239.76.252.48:9000
252-49,rtp://239.76.252.49:9000
252-50,rtp://239.76.252.50:9000
252-51,rtp://239.76.252.51:9000
252-52,rtp://239.76.252.52:9000
252-53,rtp://239.76.252.53:9000
252-54,rtp://239.76.252.54:9000
252-55,rtp://239.76.252.55:9000
252-56,rtp://239.76.252.56:9000
252-57,rtp://239.76.252.57:9000
252-58,rtp://239.76.252.58:9000
252-59,rtp://239.76.252.59:9000
252-60,rtp://239.76.252.60:9000
252-61,rtp://239.76.252.61:9000
252-62,rtp://239.76.252.62:9000
252-63,rtp://239.76.252.63:9000
252-64,rtp://239.76.252.64:9000
252-65,rtp://239.76.252.65:9000
252-66,rtp://239.76.252.66:9000
252-67,rtp://239.76.252.67:9000
252-68,rtp://239.76.252.68:9000
252-69,rtp://239.76.252.69:9000
252-70,rtp://239.76.252.70:9000
252-71,rtp://239.76.252.71:9000
252-72,rtp://239.76.252.72:9000
252-73,rtp://239.76.252.73:9000
252-74,rtp://239.76.252.74:9000
252-75,rtp://239.76.252.75:9000
252-76,rtp://239.76.252.76:9000
252-77,rtp://239.76.252.77:9000
252-78,rtp://239.76.252.78:9000
252-79,rtp://239.76.252.79:9000
252-80,rtp://239.76.252.80:9000
252-81,rtp://239.76.252.81:9000
252-82,rtp://239.76.252.82:9000
252-83,rtp://239.76.252.83:9000
252-84,rtp://239.76.252.84:9000
