# 补充IP列表 - 原文件: 河北联通.txt
# 生成时间: 2026-05-28 17:17:03
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.253.92.x =====
# 已有IP: 129 个, 缺失IP: 125 个
# 规律: 多段线性
#   D∈[10,12] → -5.5×D+6108.0
#   D∈[13,13] → 1966×D+-17550
#   D∈[15,15] → 1.5×D+7988.5
#   D∈[16,16] → -1968×D+37531
#   D∈[17,17] → 35×D+5483
#   D∈[18,18] → 1×D+6061
#   D∈[19,19] → 66×D+4891
#   D∈[21,21] → 40.5×D+5375.5
#   D∈[22,22] → -153×D+9439
#   D∈[25,25] → 10.333333333333334×D+5845.666666666667
#   D∈[27,27] → 1×D+6079
#   D∈[39,39] → 0.08333333333333333×D+6103.75
#   D∈[46,46] → 0.42857142857142855×D+6090.285714285715
#   D∈[52,52] → -14.833333333333334×D+6792.333333333333
#   D∈[53,54] → 1×D+5969
#   D∈[76,76] → 91.81818181818181×D+1064.818181818182
#   D∈[82,82] → -5×D+8423
#   D∈[83,83] → -1×D+8095
#   D∈[84,84] → 3×D+7763
#   D∈[85,86] → 1×D+7931
#   D∈[87,87] → -3×D+8275
#   D∈[88,88] → 4×D+7666
#   D∈[89,91] → 1×D+7930
#   D∈[93,93] → 49.5×D+3516.5
#   D∈[94,95] → 1×D+8027
#   D∈[97,97] → -992×D+102362
#   D∈[98,98] → -18×D+7884
#   D∈[99,99] → -107×D+16606
#   D∈[100,100] → 129×D+-6758
#   D∈[103,103] → -29.333333333333332×D+9075.333333333332
#   D∈[104,104] → 167×D+-11147
#   D∈[105,105] → -166×D+23485
#   D∈[106,106] → 80×D+-2345
#   D∈[107,107] → -115×D+18325
#   D∈[108,108] → 116×D+-6392
#   D∈[109,109] → 81×D+-2612
#   D∈[110,110] → 1844×D+-194779
#   D∈[111,111] → -1×D+8171
#   D∈[112,112] → -1944×D+223844
#   D∈[113,113] → 1950×D+-212284
#   D∈[114,114] → -1879×D+220393
#   D∈[115,115] → -131×D+21121
#   D∈[116,116] → -27×D+9161
#   D∈[117,117] → 2033×D+-229799
#   D∈[118,118] → -1929×D+233755
#   D∈[119,119] → 1932×D+-221843
#   D∈[121,121] → -1025×D+130040
#   D∈[122,123] → 1×D+5894
#   D∈[124,124] → 552×D+-61879
#   D∈[125,125] → -545×D+74149
#   D∈[126,126] → 2×D+5774
#   D∈[127,128] → 1×D+5900
#   D∈[130,130] → 1020.5×D+-124596.0
#   D∈[131,131] → -1956×D+262349
#   D∈[132,132] → 1955×D+-249992
#   D∈[134,134] → -975.5×D+136834.0
#   D∈[137,137] → 9×D+4911
#   D∈[138,138] → 78×D+-4542
#   D∈[139,139] → -107×D+20988
#   D∈[141,141] → 974.5×D+-129340.5
#   D∈[142,142] → -2024×D+293448
#   D∈[144,144] → 37×D+786
#   D∈[147,147] → 36.666666666666664×D+834.0
#   D∈[149,149] → -94.5×D+20115.5
#   D∈[152,152] → 683.6666666666666×D+-95831.33333333333
#   D∈[154,154] → -1037.5×D+165786.0
#   D∈[156,156] → 0.5×D+5934.0
#   D∈[158,158] → 1029.5×D+-154590.0
#   D∈[159,159] → -1×D+8229
#   D∈[160,160] → -2029×D+330681
#   D∈[162,162] → 1006.5×D+-154999.0
#   D∈[163,163] → 1×D+7892
#   D∈[164,164] → -2019×D+337152
#   D∈[166,166] → 0.5×D+5954.0
#   D∈[171,171] → -7.2×D+7232.2
#   D∈[172,176] → 1×D+5830
#   D∈[181,181] → 8×D+4598
#   D∈[183,183] → 0.5×D+5955.5
#   D∈[185,187] → 1×D+5864
#   D∈[190,190] → 4.666666666666667×D+5178.333333333333
#   D∈[191,191] → -8×D+7585
#   D∈[193,193] → 0.5×D+5961.5
#   D∈[194,198] → 1×D+5865
#   D∈[199,199] → 505×D+-93927
#   D∈[200,200] → -431×D+92337
#   D∈[201,201] → 9×D+4337
#   D∈[202,202] → 1×D+5945
#   D∈[203,203] → 3×D+5541
#   D∈[206,206] → 652.6666666666666×D+-126341.33333333331
#   D∈[207,207] → 1×D+7902
#   D∈[209,209] → -771.5×D+167809.5
#   D∈[210,210] → 1×D+6357
#   D∈[211,211] → -498×D+111147
#   D∈[215,215] → -0.5×D+6174.5
#   D∈[216,216] → 160×D+-28333
#   D∈[218,218] → -63.5×D+19943.0
#   D∈[219,219] → 128×D+-21804
#   D∈[220,220] → 1×D+6009
#   D∈[222,222] → 941.5×D+-200901.0
#   D∈[223,226] → 1×D+7890
#   D∈[230,230] → -512×D+123828
#   D∈[231,231] → 2×D+5608
#   D∈[236,236] → 75.6×D+-11393.599999999999
#   D∈[245,245] → -39.888888888888886×D+15861.777777777777
#   D∈[247,247] → 1×D+5844
#   D∈[249,249] → 6×D+4609
#   D∈[251,251] → 19×D+1372
#   D∈[252,252] → 15×D+2376
#   D∈[253,253] → 88×D+-16020
#   D∈[254,254] → 205×D+-45621

92-1,rtp://239.253.92.1:6102
#   D∈[65,65] → 11×D+5515
#   D∈[66,66] → 1×D+6165
#   D∈[79,79] → 1.0769230769230769×D+6159.923076923077
#   D∈[80,84] → 1×D+6166
#   D∈[95,95] → 0.9090909090909091×D+6173.636363636364
#   D∈[96,96] → 2×D+6070
#   D∈[102,102] → 1×D+6166
#   D∈[104,104] → 1.5×D+6115.0
#   D∈[105,115] → 1×D+6167
#   D∈[117,117] → -131.5×D+21404.5
#   D∈[122,122] → 89.2×D+-4417.4
#   D∈[123,123] → -174×D+27693
#   D∈[124,131] → 1×D+6168
#   D∈[133,133] → 71×D+-3002
#   D∈[134,134] → 190×D+-18829
#   D∈[138,138] → -50.75×D+13431.5
#   D∈[139,139] → -121×D+23126
#   D∈[140,163] → 1×D+6168
#   D∈[164,164] → 109×D+-11436
#   D∈[165,165] → -107×D+23988
#   D∈[166,174] → 1×D+6168
#   D∈[175,175] → 97×D+-10536
#   D∈[176,176] → -95×D+23064
#   D∈[177,179] → 1×D+6168
#   D∈[180,180] → 90×D+-9763
#   D∈[181,181] → -88×D+22277
#   D∈[182,190] → 1×D+6168
#   D∈[192,192] → 6×D+5218
#   D∈[193,249] → 1×D+6178
#   D∈[250,250] → -137×D+40540
#   D∈[251,251] → 139×D+-28460
#   D∈[252,254] → 1×D+6178

93-1,rtp://239.253.93.1:6152
93-6,rtp://239.253.93.6:6159
93-9,rtp://239.253.93.9:6162
93-15,rtp://239.253.93.15:6168
93-18,rtp://239.253.93.18:6171
93-20,rtp://239.253.93.20:6173
93-21,rtp://239.253.93.21:6174
93-25,rtp://239.253.93.25:6178
93-26,rtp://239.253.93.26:6179
93-28,rtp://239.253.93.28:6181
93-29,rtp://239.253.93.29:6182
93-33,rtp://239.253.93.33:6186
93-35,rtp://239.253.93.35:6188
93-37,rtp://239.253.93.37:6190
93-39,rtp://239.253.93.39:6192
93-41,rtp://239.253.93.41:6194
93-43,rtp://239.253.93.43:6196
93-45,rtp://239.253.93.45:6223
93-49,rtp://239.253.93.49:6227
93-52,rtp://239.253.93.52:6205
93-55,rtp://239.253.93.55:6208
93-56,rtp://239.253.93.56:6209
93-57,rtp://239.253.93.57:6210
93-58,rtp://239.253.93.58:6211
93-59,rtp://239.253.93.59:6212
93-60,rtp://239.253.93.60:6213
93-61,rtp://239.253.93.61:6214
93-63,rtp://239.253.93.63:6241
93-67,rtp://239.253.93.67:6245
93-68,rtp://239.253.93.68:6246
93-69,rtp://239.253.93.69:6247
93-70,rtp://239.253.93.70:6248
93-71,rtp://239.253.93.71:6249
93-72,rtp://239.253.93.72:6250
93-73,rtp://239.253.93.73:6251
93-74,rtp://239.253.93.74:6252
93-75,rtp://239.253.93.75:6253
93-76,rtp://239.253.93.76:6254
93-77,rtp://239.253.93.77:6255
93-78,rtp://239.253.93.78:6256
93-85,rtp://239.253.93.85:6263
93-86,rtp://239.253.93.86:6264
93-87,rtp://239.253.93.87:6265
93-88,rtp://239.253.93.88:6266
93-89,rtp://239.253.93.89:6267
93-90,rtp://239.253.93.90:6268
93-91,rtp://239.253.93.91:6269
93-92,rtp://239.253.93.92:6270
93-93,rtp://239.253.93.93:6271
93-94,rtp://239.253.93.94:6272
93-97,rtp://239.253.93.97:6275
93-98,rtp://239.253.93.98:6276
93-99,rtp://239.253.93.99:6277
93-100,rtp://239.253.93.100:6278
93-101,rtp://239.253.93.101:6279
93-103,rtp://239.253.93.103:6281
93-108,rtp://239.253.93.108:6275
93-112,rtp://239.253.93.112:6279
93-114,rtp://239.253.93.114:6281
93-116,rtp://239.253.93.116:6294
93-118,rtp://239.253.93.118:6296
93-119,rtp://239.253.93.119:6297
93-120,rtp://239.253.93.120:6298
93-121,rtp://239.253.93.121:6299
93-132,rtp://239.253.93.132:6310
93-135,rtp://239.253.93.135:6313
93-136,rtp://239.253.93.136:6314
93-137,rtp://239.253.93.137:6315
93-141,rtp://239.253.93.141:6309
93-142,rtp://239.253.93.142:6310
93-151,rtp://239.253.93.151:6319
93-157,rtp://239.253.93.157:6325
93-162,rtp://239.253.93.162:6330
93-170,rtp://239.253.93.170:6338
93-173,rtp://239.253.93.173:6341
93-183,rtp://239.253.93.183:6351
93-184,rtp://239.253.93.184:6352
93-187,rtp://239.253.93.187:6355
93-188,rtp://239.253.93.188:6356
93-191,rtp://239.253.93.191:6369
93-194,rtp://239.253.93.194:6372
93-200,rtp://239.253.93.200:6378
93-207,rtp://239.253.93.207:6385
93-208,rtp://239.253.93.208:6386
93-216,rtp://239.253.93.216:6394
93-218,rtp://239.253.93.218:6396
93-228,rtp://239.253.93.228:6406
93-229,rtp://239.253.93.229:6407
93-230,rtp://239.253.93.230:6408
93-232,rtp://239.253.93.232:6410
93-233,rtp://239.253.93.233:6411
93-234,rtp://239.253.93.234:6412
93-235,rtp://239.253.93.235:6413
93-237,rtp://239.253.93.237:6415
93-238,rtp://239.253.93.238:6416

# ===== 网段: 239.253.94.x =====
# 已有IP: 31 个, 缺失IP: 223 个
# 规律: port = 1 × D + 6599

94-32,rtp://239.253.94.32:6631
94-33,rtp://239.253.94.33:6632
94-34,rtp://239.253.94.34:6633
94-35,rtp://239.253.94.35:6634
94-36,rtp://239.253.94.36:6635
94-37,rtp://239.253.94.37:6636
94-38,rtp://239.253.94.38:6637
94-39,rtp://239.253.94.39:6638
94-40,rtp://239.253.94.40:6639
94-41,rtp://239.253.94.41:6640
94-42,rtp://239.253.94.42:6641
94-43,rtp://239.253.94.43:6642
94-44,rtp://239.253.94.44:6643
94-45,rtp://239.253.94.45:6644
94-46,rtp://239.253.94.46:6645
94-47,rtp://239.253.94.47:6646
94-48,rtp://239.253.94.48:6647
94-49,rtp://239.253.94.49:6648
94-50,rtp://239.253.94.50:6649
94-51,rtp://239.253.94.51:6650
94-52,rtp://239.253.94.52:6651
94-53,rtp://239.253.94.53:6652
94-54,rtp://239.253.94.54:6653
94-55,rtp://239.253.94.55:6654
94-56,rtp://239.253.94.56:6655
94-57,rtp://239.253.94.57:6656
94-58,rtp://239.253.94.58:6657
94-59,rtp://239.253.94.59:6658
94-60,rtp://239.253.94.60:6659
94-61,rtp://239.253.94.61:6660
94-62,rtp://239.253.94.62:6661
94-63,rtp://239.253.94.63:6662
94-64,rtp://239.253.94.64:6663
94-65,rtp://239.253.94.65:6664
94-66,rtp://239.253.94.66:6665
94-67,rtp://239.253.94.67:6666
94-68,rtp://239.253.94.68:6667
94-69,rtp://239.253.94.69:6668
94-70,rtp://239.253.94.70:6669
94-71,rtp://239.253.94.71:6670
94-72,rtp://239.253.94.72:6671
94-73,rtp://239.253.94.73:6672
94-74,rtp://239.253.94.74:6673
94-75,rtp://239.253.94.75:6674
94-76,rtp://239.253.94.76:6675
94-77,rtp://239.253.94.77:6676
94-78,rtp://239.253.94.78:6677
94-79,rtp://239.253.94.79:6678
94-80,rtp://239.253.94.80:6679
94-81,rtp://239.253.94.81:6680
94-82,rtp://239.253.94.82:6681
94-83,rtp://239.253.94.83:6682
94-84,rtp://239.253.94.84:6683
94-85,rtp://239.253.94.85:6684
94-86,rtp://239.253.94.86:6685
94-87,rtp://239.253.94.87:6686
94-88,rtp://239.253.94.88:6687
94-89,rtp://239.253.94.89:6688
94-90,rtp://239.253.94.90:6689
94-91,rtp://239.253.94.91:6690
94-92,rtp://239.253.94.92:6691
94-93,rtp://239.253.94.93:6692
94-94,rtp://239.253.94.94:6693
94-95,rtp://239.253.94.95:6694
94-96,rtp://239.253.94.96:6695
94-97,rtp://239.253.94.97:6696
94-98,rtp://239.253.94.98:6697
94-99,rtp://239.253.94.99:6698
94-100,rtp://239.253.94.100:6699
94-101,rtp://239.253.94.101:6700
94-102,rtp://239.253.94.102:6701
94-103,rtp://239.253.94.103:6702
94-104,rtp://239.253.94.104:6703
94-105,rtp://239.253.94.105:6704
94-106,rtp://239.253.94.106:6705
94-107,rtp://239.253.94.107:6706
94-108,rtp://239.253.94.108:6707
94-109,rtp://239.253.94.109:6708
94-110,rtp://239.253.94.110:6709
94-111,rtp://239.253.94.111:6710
94-112,rtp://239.253.94.112:6711
94-113,rtp://239.253.94.113:6712
94-114,rtp://239.253.94.114:6713
94-115,rtp://239.253.94.115:6714
94-116,rtp://239.253.94.116:6715
94-117,rtp://239.253.94.117:6716
94-118,rtp://239.253.94.118:6717
94-119,rtp://239.253.94.119:6718
94-120,rtp://239.253.94.120:6719
94-121,rtp://239.253.94.121:6720
94-122,rtp://239.253.94.122:6721
94-123,rtp://239.253.94.123:6722
94-124,rtp://239.253.94.124:6723
94-125,rtp://239.253.94.125:6724
94-126,rtp://239.253.94.126:6725
94-127,rtp://239.253.94.127:6726
94-128,rtp://239.253.94.128:6727
94-129,rtp://239.253.94.129:6728
94-130,rtp://239.253.94.130:6729
94-131,rtp://239.253.94.131:6730
94-132,rtp://239.253.94.132:6731
94-133,rtp://239.253.94.133:6732
94-134,rtp://239.253.94.134:6733
94-135,rtp://239.253.94.135:6734
94-136,rtp://239.253.94.136:6735
94-137,rtp://239.253.94.137:6736
94-138,rtp://239.253.94.138:6737
94-139,rtp://239.253.94.139:6738
94-140,rtp://239.253.94.140:6739
94-141,rtp://239.253.94.141:6740
94-142,rtp://239.253.94.142:6741
94-143,rtp://239.253.94.143:6742
94-144,rtp://239.253.94.144:6743
94-145,rtp://239.253.94.145:6744
94-146,rtp://239.253.94.146:6745
94-147,rtp://239.253.94.147:6746
94-148,rtp://239.253.94.148:6747
94-149,rtp://239.253.94.149:6748
94-150,rtp://239.253.94.150:6749
94-151,rtp://239.253.94.151:6750
94-152,rtp://239.253.94.152:6751
94-153,rtp://239.253.94.153:6752
94-154,rtp://239.253.94.154:6753
94-155,rtp://239.253.94.155:6754
94-156,rtp://239.253.94.156:6755
94-157,rtp://239.253.94.157:6756
94-158,rtp://239.253.94.158:6757
94-159,rtp://239.253.94.159:6758
94-160,rtp://239.253.94.160:6759
94-161,rtp://239.253.94.161:6760
94-162,rtp://239.253.94.162:6761
94-163,rtp://239.253.94.163:6762
94-164,rtp://239.253.94.164:6763
94-165,rtp://239.253.94.165:6764
94-166,rtp://239.253.94.166:6765
94-167,rtp://239.253.94.167:6766
94-168,rtp://239.253.94.168:6767
94-169,rtp://239.253.94.169:6768
94-170,rtp://239.253.94.170:6769
94-171,rtp://239.253.94.171:6770
94-172,rtp://239.253.94.172:6771
94-173,rtp://239.253.94.173:6772
94-174,rtp://239.253.94.174:6773
94-175,rtp://239.253.94.175:6774
94-176,rtp://239.253.94.176:6775
94-177,rtp://239.253.94.177:6776
94-178,rtp://239.253.94.178:6777
94-179,rtp://239.253.94.179:6778
94-180,rtp://239.253.94.180:6779
94-181,rtp://239.253.94.181:6780
94-182,rtp://239.253.94.182:6781
94-183,rtp://239.253.94.183:6782
94-184,rtp://239.253.94.184:6783
94-185,rtp://239.253.94.185:6784
94-186,rtp://239.253.94.186:6785
94-187,rtp://239.253.94.187:6786
94-188,rtp://239.253.94.188:6787
94-189,rtp://239.253.94.189:6788
94-190,rtp://239.253.94.190:6789
94-191,rtp://239.253.94.191:6790
94-192,rtp://239.253.94.192:6791
94-193,rtp://239.253.94.193:6792
94-194,rtp://239.253.94.194:6793
94-195,rtp://239.253.94.195:6794
94-196,rtp://239.253.94.196:6795
94-197,rtp://239.253.94.197:6796
94-198,rtp://239.253.94.198:6797
94-199,rtp://239.253.94.199:6798
94-200,rtp://239.253.94.200:6799
94-201,rtp://239.253.94.201:6800
94-202,rtp://239.253.94.202:6801
94-203,rtp://239.253.94.203:6802
94-204,rtp://239.253.94.204:6803
94-205,rtp://239.253.94.205:6804
94-206,rtp://239.253.94.206:6805
94-207,rtp://239.253.94.207:6806
94-208,rtp://239.253.94.208:6807
94-209,rtp://239.253.94.209:6808
94-210,rtp://239.253.94.210:6809
94-211,rtp://239.253.94.211:6810
94-212,rtp://239.253.94.212:6811
94-213,rtp://239.253.94.213:6812
94-214,rtp://239.253.94.214:6813
94-215,rtp://239.253.94.215:6814
94-216,rtp://239.253.94.216:6815
94-217,rtp://239.253.94.217:6816
94-218,rtp://239.253.94.218:6817
94-219,rtp://239.253.94.219:6818
94-220,rtp://239.253.94.220:6819
94-221,rtp://239.253.94.221:6820
94-222,rtp://239.253.94.222:6821
94-223,rtp://239.253.94.223:6822
94-224,rtp://239.253.94.224:6823
94-225,rtp://239.253.94.225:6824
94-226,rtp://239.253.94.226:6825
94-227,rtp://239.253.94.227:6826
94-228,rtp://239.253.94.228:6827
94-229,rtp://239.253.94.229:6828
94-230,rtp://239.253.94.230:6829
94-231,rtp://239.253.94.231:6830
94-232,rtp://239.253.94.232:6831
94-233,rtp://239.253.94.233:6832
94-234,rtp://239.253.94.234:6833
94-235,rtp://239.253.94.235:6834
94-236,rtp://239.253.94.236:6835
94-237,rtp://239.253.94.237:6836
94-238,rtp://239.253.94.238:6837
94-239,rtp://239.253.94.239:6838
94-240,rtp://239.253.94.240:6839
94-241,rtp://239.253.94.241:6840
94-242,rtp://239.253.94.242:6841
94-243,rtp://239.253.94.243:6842
94-244,rtp://239.253.94.244:6843
