# 补充IP列表 - 原文件: 青海联通.txt
# 生成时间: 2026-05-28 17:17:03
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.120.1.x =====
# 已有IP: 47 个, 缺失IP: 207 个
# 规律: 多段线性
#   D∈[34,40] → -220×D+17014
#   D∈[41,57] → 6×D+7974
#   D∈[69,69] → 4.833333333333333×D+8040.5
#   D∈[73,73] → 9.5×D+7718.5
#   D∈[92,92] → -10.210526315789474×D+9157.368421052632
#   D∈[100,100] → 113.75×D+-2247.0
#   D∈[113,113] → -60.15384615384615×D+15143.384615384615
#   D∈[118,118] → 70.8×D+345.60000000000036
#   D∈[119,119] → -440×D+60620
#   D∈[126,126] → 79.14285714285714×D+-1158.0
#   D∈[128,129] → 6×D+8058
#   D∈[131,131] → -282×D+45210
#   D∈[133,133] → 294×D+-30246
#   D∈[137,142] → 6×D+8058
#   D∈[144,144] → -247×D+43984
#   D∈[145,145] → 4×D+7840
#   D∈[146,146] → 514×D+-66110
#   D∈[147,167] → 6×D+8058
#   D∈[212,212] → 5.333333333333333×D+8169.333333333333
#   D∈[215,221] → 4×D+8452
#   D∈[225,225] → 2.5×D+8783.5
#   D∈[226,226] → 2×D+8896
#   D∈[232,232] → 4×D+8444
#   D∈[233,233] → 142×D+-23572
#   D∈[247,247] → -5.571428571428571×D+10812.142857142857
#   D∈[248,249] → 4×D+8448

1-1,rtp://239.120.1.1:16794
1-98,rtp://239.120.1.98:8840
1-99,rtp://239.120.1.99:8844
1-101,rtp://239.120.1.101:8852
1-102,rtp://239.120.1.102:8856
1-103,rtp://239.120.1.103:8860
1-104,rtp://239.120.1.104:8864
1-105,rtp://239.120.1.105:8868
1-106,rtp://239.120.1.106:8872
1-107,rtp://239.120.1.107:8876
1-108,rtp://239.120.1.108:8880
1-109,rtp://239.120.1.109:8884
1-110,rtp://239.120.1.110:8888
1-111,rtp://239.120.1.111:8892
1-112,rtp://239.120.1.112:8896
1-114,rtp://239.120.1.114:8904
1-115,rtp://239.120.1.115:8908
1-116,rtp://239.120.1.116:8912
1-117,rtp://239.120.1.117:8916
1-120,rtp://239.120.1.120:8928
1-121,rtp://239.120.1.121:8932
1-122,rtp://239.120.1.122:8936
1-123,rtp://239.120.1.123:8940
1-124,rtp://239.120.1.124:8944
1-125,rtp://239.120.1.125:8948
1-127,rtp://239.120.1.127:8956
1-130,rtp://239.120.1.130:8968
1-132,rtp://239.120.1.132:8976
1-134,rtp://239.120.1.134:8984
1-135,rtp://239.120.1.135:8988
1-136,rtp://239.120.1.136:8992
1-139,rtp://239.120.1.139:8892
1-143,rtp://239.120.1.143:9020
1-149,rtp://239.120.1.149:8952
1-150,rtp://239.120.1.150:8958
1-152,rtp://239.120.1.152:8970
1-153,rtp://239.120.1.153:8976
1-154,rtp://239.120.1.154:8982
1-156,rtp://239.120.1.156:8994
1-157,rtp://239.120.1.157:9000
1-158,rtp://239.120.1.158:9006
1-159,rtp://239.120.1.159:9012
1-160,rtp://239.120.1.160:9018
1-162,rtp://239.120.1.162:9030
1-163,rtp://239.120.1.163:9036
1-164,rtp://239.120.1.164:9042
1-166,rtp://239.120.1.166:9054
1-168,rtp://239.120.1.168:9120
1-169,rtp://239.120.1.169:9124
1-170,rtp://239.120.1.170:9128
1-171,rtp://239.120.1.171:9132
1-172,rtp://239.120.1.172:9136
1-173,rtp://239.120.1.173:9140
1-174,rtp://239.120.1.174:9144
1-175,rtp://239.120.1.175:9148
1-176,rtp://239.120.1.176:9152
1-177,rtp://239.120.1.177:9156
1-178,rtp://239.120.1.178:9160
1-179,rtp://239.120.1.179:9164
1-180,rtp://239.120.1.180:9168
1-181,rtp://239.120.1.181:9172
1-182,rtp://239.120.1.182:9176
1-183,rtp://239.120.1.183:9180
1-184,rtp://239.120.1.184:9184
1-185,rtp://239.120.1.185:9188
1-186,rtp://239.120.1.186:9192
1-187,rtp://239.120.1.187:9196
1-188,rtp://239.120.1.188:9200
1-189,rtp://239.120.1.189:9204
1-190,rtp://239.120.1.190:9208
1-191,rtp://239.120.1.191:9212
1-192,rtp://239.120.1.192:9216
1-193,rtp://239.120.1.193:9220
1-194,rtp://239.120.1.194:9224
1-195,rtp://239.120.1.195:9228
1-196,rtp://239.120.1.196:9232
1-197,rtp://239.120.1.197:9236
1-198,rtp://239.120.1.198:9240
1-199,rtp://239.120.1.199:9244
1-200,rtp://239.120.1.200:9248
1-201,rtp://239.120.1.201:9252
1-202,rtp://239.120.1.202:9256
1-203,rtp://239.120.1.203:9260
1-204,rtp://239.120.1.204:9264
1-205,rtp://239.120.1.205:9268
1-206,rtp://239.120.1.206:9272
1-207,rtp://239.120.1.207:9276
1-208,rtp://239.120.1.208:9280
1-209,rtp://239.120.1.209:9284
1-210,rtp://239.120.1.210:9288
1-211,rtp://239.120.1.211:9292
1-213,rtp://239.120.1.213:9300
1-214,rtp://239.120.1.214:9304
1-218,rtp://239.120.1.218:9324
1-222,rtp://239.120.1.222:9336
1-223,rtp://239.120.1.223:9340
1-224,rtp://239.120.1.224:9344
1-227,rtp://239.120.1.227:9356
1-228,rtp://239.120.1.228:9360
1-229,rtp://239.120.1.229:9364
1-230,rtp://239.120.1.230:9368
1-231,rtp://239.120.1.231:9372
1-234,rtp://239.120.1.234:9384
1-235,rtp://239.120.1.235:9388
1-236,rtp://239.120.1.236:9392
1-237,rtp://239.120.1.237:9396
1-238,rtp://239.120.1.238:9400
1-239,rtp://239.120.1.239:9404
1-240,rtp://239.120.1.240:9408
1-241,rtp://239.120.1.241:9412
1-242,rtp://239.120.1.242:9416
1-243,rtp://239.120.1.243:9420
1-244,rtp://239.120.1.244:9424
1-245,rtp://239.120.1.245:9428
1-246,rtp://239.120.1.246:9432
1-250,rtp://239.120.1.250:9448
1-251,rtp://239.120.1.251:9452
1-252,rtp://239.120.1.252:9456
1-253,rtp://239.120.1.253:9460
1-254,rtp://239.120.1.254:9464

# ===== 网段: 239.120.2.x =====
# 已有IP: 89 个, 缺失IP: 165 个
# 规律: 固定端口 5141

2-1,rtp://239.120.2.1:5141
2-3,rtp://239.120.2.3:5141
2-4,rtp://239.120.2.4:5141
2-6,rtp://239.120.2.6:5141
2-7,rtp://239.120.2.7:5141
2-8,rtp://239.120.2.8:5141
2-9,rtp://239.120.2.9:5141
2-10,rtp://239.120.2.10:5141
2-11,rtp://239.120.2.11:5141
2-13,rtp://239.120.2.13:5141
2-14,rtp://239.120.2.14:5141
2-15,rtp://239.120.2.15:5141
2-17,rtp://239.120.2.17:5141
2-19,rtp://239.120.2.19:5141
2-21,rtp://239.120.2.21:5141
2-23,rtp://239.120.2.23:5141
2-27,rtp://239.120.2.27:5141
2-37,rtp://239.120.2.37:5141
2-41,rtp://239.120.2.41:5141
2-42,rtp://239.120.2.42:5141
2-47,rtp://239.120.2.47:5141
2-48,rtp://239.120.2.48:5141
2-49,rtp://239.120.2.49:5141
2-50,rtp://239.120.2.50:5141
2-51,rtp://239.120.2.51:5141
2-52,rtp://239.120.2.52:5141
2-53,rtp://239.120.2.53:5141
2-54,rtp://239.120.2.54:5141
2-55,rtp://239.120.2.55:5141
2-56,rtp://239.120.2.56:5141
2-57,rtp://239.120.2.57:5141
2-58,rtp://239.120.2.58:5141
2-61,rtp://239.120.2.61:5141
2-63,rtp://239.120.2.63:5141
2-64,rtp://239.120.2.64:5141
2-65,rtp://239.120.2.65:5141
2-66,rtp://239.120.2.66:5141
2-70,rtp://239.120.2.70:5141
2-73,rtp://239.120.2.73:5141
2-74,rtp://239.120.2.74:5141
2-75,rtp://239.120.2.75:5141
2-78,rtp://239.120.2.78:5141
2-80,rtp://239.120.2.80:5141
2-81,rtp://239.120.2.81:5141
2-82,rtp://239.120.2.82:5141
2-83,rtp://239.120.2.83:5141
2-85,rtp://239.120.2.85:5141
2-86,rtp://239.120.2.86:5141
2-87,rtp://239.120.2.87:5141
2-88,rtp://239.120.2.88:5141
2-89,rtp://239.120.2.89:5141
2-90,rtp://239.120.2.90:5141
2-93,rtp://239.120.2.93:5141
2-94,rtp://239.120.2.94:5141
2-95,rtp://239.120.2.95:5141
2-96,rtp://239.120.2.96:5141
2-97,rtp://239.120.2.97:5141
2-98,rtp://239.120.2.98:5141
2-99,rtp://239.120.2.99:5141
2-107,rtp://239.120.2.107:5141
2-108,rtp://239.120.2.108:5141
2-109,rtp://239.120.2.109:5141
2-110,rtp://239.120.2.110:5141
2-111,rtp://239.120.2.111:5141
2-112,rtp://239.120.2.112:5141
2-113,rtp://239.120.2.113:5141
2-114,rtp://239.120.2.114:5141
2-115,rtp://239.120.2.115:5141
2-116,rtp://239.120.2.116:5141
2-117,rtp://239.120.2.117:5141
2-119,rtp://239.120.2.119:5141
2-120,rtp://239.120.2.120:5141
2-121,rtp://239.120.2.121:5141
2-122,rtp://239.120.2.122:5141
2-123,rtp://239.120.2.123:5141
2-124,rtp://239.120.2.124:5141
2-125,rtp://239.120.2.125:5141
2-127,rtp://239.120.2.127:5141
2-128,rtp://239.120.2.128:5141
2-129,rtp://239.120.2.129:5141
2-130,rtp://239.120.2.130:5141
2-132,rtp://239.120.2.132:5141
2-137,rtp://239.120.2.137:5141
2-139,rtp://239.120.2.139:5141
2-141,rtp://239.120.2.141:5141
2-142,rtp://239.120.2.142:5141
2-143,rtp://239.120.2.143:5141
2-144,rtp://239.120.2.144:5141
2-145,rtp://239.120.2.145:5141
2-146,rtp://239.120.2.146:5141
2-148,rtp://239.120.2.148:5141
2-149,rtp://239.120.2.149:5141
2-150,rtp://239.120.2.150:5141
2-151,rtp://239.120.2.151:5141
2-152,rtp://239.120.2.152:5141
2-154,rtp://239.120.2.154:5141
2-155,rtp://239.120.2.155:5141
2-157,rtp://239.120.2.157:5141
2-158,rtp://239.120.2.158:5141
2-159,rtp://239.120.2.159:5141
2-160,rtp://239.120.2.160:5141
2-162,rtp://239.120.2.162:5141
2-164,rtp://239.120.2.164:5141
2-165,rtp://239.120.2.165:5141
2-166,rtp://239.120.2.166:5141
2-167,rtp://239.120.2.167:5141
2-168,rtp://239.120.2.168:5141
2-169,rtp://239.120.2.169:5141
2-170,rtp://239.120.2.170:5141
2-175,rtp://239.120.2.175:5141
2-176,rtp://239.120.2.176:5141
2-177,rtp://239.120.2.177:5141
2-178,rtp://239.120.2.178:5141
2-179,rtp://239.120.2.179:5141
2-188,rtp://239.120.2.188:5141
2-190,rtp://239.120.2.190:5141
2-191,rtp://239.120.2.191:5141
2-192,rtp://239.120.2.192:5141
2-193,rtp://239.120.2.193:5141
2-200,rtp://239.120.2.200:5141
2-201,rtp://239.120.2.201:5141
2-202,rtp://239.120.2.202:5141
2-203,rtp://239.120.2.203:5141
2-204,rtp://239.120.2.204:5141
2-205,rtp://239.120.2.205:5141
2-206,rtp://239.120.2.206:5141
2-207,rtp://239.120.2.207:5141
2-208,rtp://239.120.2.208:5141
2-209,rtp://239.120.2.209:5141
2-210,rtp://239.120.2.210:5141
2-211,rtp://239.120.2.211:5141
2-212,rtp://239.120.2.212:5141
2-213,rtp://239.120.2.213:5141
2-214,rtp://239.120.2.214:5141
2-215,rtp://239.120.2.215:5141
2-216,rtp://239.120.2.216:5141
2-217,rtp://239.120.2.217:5141
2-218,rtp://239.120.2.218:5141
2-223,rtp://239.120.2.223:5141
2-224,rtp://239.120.2.224:5141
2-225,rtp://239.120.2.225:5141
2-228,rtp://239.120.2.228:5141
2-229,rtp://239.120.2.229:5141
2-230,rtp://239.120.2.230:5141
2-232,rtp://239.120.2.232:5141
2-235,rtp://239.120.2.235:5141
2-236,rtp://239.120.2.236:5141
2-237,rtp://239.120.2.237:5141
2-238,rtp://239.120.2.238:5141
2-239,rtp://239.120.2.239:5141
2-240,rtp://239.120.2.240:5141
2-241,rtp://239.120.2.241:5141
2-242,rtp://239.120.2.242:5141
2-243,rtp://239.120.2.243:5141
2-244,rtp://239.120.2.244:5141
2-245,rtp://239.120.2.245:5141
2-246,rtp://239.120.2.246:5141
2-247,rtp://239.120.2.247:5141
2-248,rtp://239.120.2.248:5141
2-249,rtp://239.120.2.249:5141
2-250,rtp://239.120.2.250:5141
2-251,rtp://239.120.2.251:5141
2-252,rtp://239.120.2.252:5141
2-253,rtp://239.120.2.253:5141
2-254,rtp://239.120.2.254:5141

# ===== 总计补充: 372 个IP =====
