# 补充IP列表 - 原文件: 湖南电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.1.0.x =====
# 已有IP: 141 个, 缺失IP: 113 个
# 规律: 固定端口 1025

0-1,rtp://239.1.0.1:1025
1-16,rtp://239.69.1.16:9736
1-17,rtp://239.69.1.17:9742
1-18,rtp://239.69.1.18:9748
1-19,rtp://239.69.1.19:9754
1-20,rtp://239.69.1.20:9760
1-21,rtp://239.69.1.21:9766
1-22,rtp://239.69.1.22:9772
1-23,rtp://239.69.1.23:9778
1-29,rtp://239.69.1.29:9814
1-30,rtp://239.69.1.30:9820
1-31,rtp://239.69.1.31:9826
1-32,rtp://239.69.1.32:9832
1-35,rtp://239.69.1.35:9850
1-36,rtp://239.69.1.36:9856
1-37,rtp://239.69.1.37:9862
1-38,rtp://239.69.1.38:9868
1-39,rtp://239.69.1.39:9874
1-44,rtp://239.69.1.44:9904
1-45,rtp://239.69.1.45:9910
1-48,rtp://239.69.1.48:9930
1-49,rtp://239.69.1.49:9936
1-50,rtp://239.69.1.50:9942
1-51,rtp://239.69.1.51:9948
1-52,rtp://239.69.1.52:9954
1-53,rtp://239.69.1.53:9960
1-54,rtp://239.69.1.54:9966
1-55,rtp://239.69.1.55:9972
1-56,rtp://239.69.1.56:9978
1-57,rtp://239.69.1.57:9984
1-58,rtp://239.69.1.58:9990
1-59,rtp://239.69.1.59:9996
1-61,rtp://239.69.1.61:10008
1-62,rtp://239.69.1.62:10014
1-63,rtp://239.69.1.63:10020
1-64,rtp://239.69.1.64:10026
1-65,rtp://239.69.1.65:10032
1-66,rtp://239.69.1.66:10038
1-67,rtp://239.69.1.67:10044
1-72,rtp://239.69.1.72:10072
1-73,rtp://239.69.1.73:10078
1-75,rtp://239.69.1.75:10090
1-76,rtp://239.69.1.76:10096
1-77,rtp://239.69.1.77:10102
1-78,rtp://239.69.1.78:10108
1-80,rtp://239.69.1.80:10120
1-82,rtp://239.69.1.82:10132
1-88,rtp://239.69.1.88:10168
1-92,rtp://239.69.1.92:10194
1-93,rtp://239.69.1.93:10200
1-94,rtp://239.69.1.94:10206
1-95,rtp://239.69.1.95:10212
1-96,rtp://239.69.1.96:10218
1-97,rtp://239.69.1.97:10224
1-99,rtp://239.69.1.99:10236
1-100,rtp://239.69.1.100:10242
1-101,rtp://239.69.1.101:10248
1-112,rtp://239.69.1.112:10310
1-113,rtp://239.69.1.113:10316
1-114,rtp://239.69.1.114:10322
1-115,rtp://239.69.1.115:10328
1-116,rtp://239.69.1.116:10334
1-117,rtp://239.69.1.117:10340
1-118,rtp://239.69.1.118:10346
1-119,rtp://239.69.1.119:10352
1-120,rtp://239.69.1.120:10358
1-121,rtp://239.69.1.121:10364
1-128,rtp://239.69.1.128:10406
1-129,rtp://239.69.1.129:10412
1-130,rtp://239.69.1.130:10418
1-131,rtp://239.69.1.131:10424
1-132,rtp://239.69.1.132:10430
1-133,rtp://239.69.1.133:10436
1-134,rtp://239.69.1.134:10442
1-135,rtp://239.69.1.135:10448
1-136,rtp://239.69.1.136:10454
1-137,rtp://239.69.1.137:10460
1-139,rtp://239.69.1.139:10476
1-140,rtp://239.69.1.140:10482
1-141,rtp://239.69.1.141:10488
1-148,rtp://239.69.1.148:10524
1-158,rtp://239.69.1.158:10584
1-159,rtp://239.69.1.159:10590
1-160,rtp://239.69.1.160:10596
1-161,rtp://239.69.1.161:10602
1-162,rtp://239.69.1.162:10608
1-163,rtp://239.69.1.163:10614
1-164,rtp://239.69.1.164:10620
1-165,rtp://239.69.1.165:10626
1-166,rtp://239.69.1.166:10632
1-167,rtp://239.69.1.167:10638
1-170,rtp://239.69.1.170:10656
1-172,rtp://239.69.1.172:10668
1-173,rtp://239.69.1.173:10674
1-174,rtp://239.69.1.174:10680
1-176,rtp://239.69.1.176:10692
1-177,rtp://239.69.1.177:10698
1-178,rtp://239.69.1.178:10704
1-179,rtp://239.69.1.179:10710
1-180,rtp://239.69.1.180:10716
1-181,rtp://239.69.1.181:10722
1-182,rtp://239.69.1.182:10728
1-184,rtp://239.69.1.184:10746
1-185,rtp://239.69.1.185:10752
1-186,rtp://239.69.1.186:10758
1-188,rtp://239.69.1.188:10770
1-190,rtp://239.69.1.190:10782
1-194,rtp://239.69.1.194:10806
1-195,rtp://239.69.1.195:10812
1-196,rtp://239.69.1.196:10818
1-197,rtp://239.69.1.197:10824
1-198,rtp://239.69.1.198:10830
1-199,rtp://239.69.1.199:10836
1-200,rtp://239.69.1.200:10842
1-201,rtp://239.69.1.201:10848
1-202,rtp://239.69.1.202:10854
1-203,rtp://239.69.1.203:10860
1-207,rtp://239.69.1.207:10884
1-208,rtp://239.69.1.208:10890
1-209,rtp://239.69.1.209:10896
1-210,rtp://239.69.1.210:10902
1-211,rtp://239.69.1.211:10908
1-213,rtp://239.69.1.213:10920
1-214,rtp://239.69.1.214:10926
1-215,rtp://239.69.1.215:10932
1-216,rtp://239.69.1.216:10938
1-217,rtp://239.69.1.217:10944
1-218,rtp://239.69.1.218:10950
1-219,rtp://239.69.1.219:10956
1-220,rtp://239.69.1.220:10962
1-223,rtp://239.69.1.223:10980
1-224,rtp://239.69.1.224:10986
1-225,rtp://239.69.1.225:10992
1-226,rtp://239.69.1.226:10998
1-227,rtp://239.69.1.227:11004
1-229,rtp://239.69.1.229:11016
1-230,rtp://239.69.1.230:11022
1-236,rtp://239.69.1.236:11058
1-237,rtp://239.69.1.237:11064
1-238,rtp://239.69.1.238:11070
1-239,rtp://239.69.1.239:11076
1-240,rtp://239.69.1.240:11082
1-246,rtp://239.69.1.246:11118
1-250,rtp://239.69.1.250:11142
1-252,rtp://239.69.1.252:11154
1-253,rtp://239.69.1.253:11160
1-254,rtp://239.69.1.254:11166

# ===== 网段: 239.69.2.x =====
# 已有IP: 31 个, 缺失IP: 223 个
# 规律: port = 6 × D + 11154

2-1,rtp://239.69.2.1:11160
2-2,rtp://239.69.2.2:11166
2-7,rtp://239.69.2.7:11196
2-14,rtp://239.69.2.14:11238
2-15,rtp://239.69.2.15:11244
2-16,rtp://239.69.2.16:11250
2-21,rtp://239.69.2.21:11280
2-26,rtp://239.69.2.26:11310
2-40,rtp://239.69.2.40:11394
2-41,rtp://239.69.2.41:11400
2-42,rtp://239.69.2.42:11406
2-43,rtp://239.69.2.43:11412
2-44,rtp://239.69.2.44:11418
2-45,rtp://239.69.2.45:11424
2-46,rtp://239.69.2.46:11430
2-47,rtp://239.69.2.47:11436
2-48,rtp://239.69.2.48:11442
2-49,rtp://239.69.2.49:11448
2-50,rtp://239.69.2.50:11454
2-51,rtp://239.69.2.51:11460
2-52,rtp://239.69.2.52:11466
2-53,rtp://239.69.2.53:11472
2-54,rtp://239.69.2.54:11478
2-55,rtp://239.69.2.55:11484
2-56,rtp://239.69.2.56:11490
2-57,rtp://239.69.2.57:11496
2-58,rtp://239.69.2.58:11502
2-59,rtp://239.69.2.59:11508
2-60,rtp://239.69.2.60:11514
2-61,rtp://239.69.2.61:11520
2-62,rtp://239.69.2.62:11526
2-63,rtp://239.69.2.63:11532
2-64,rtp://239.69.2.64:11538
2-65,rtp://239.69.2.65:11544
2-66,rtp://239.69.2.66:11550
2-67,rtp://239.69.2.67:11556
2-68,rtp://239.69.2.68:11562
2-69,rtp://239.69.2.69:11568
2-70,rtp://239.69.2.70:11574
2-71,rtp://239.69.2.71:11580
2-72,rtp://239.69.2.72:11586
2-73,rtp://239.69.2.73:11592
2-74,rtp://239.69.2.74:11598
2-75,rtp://239.69.2.75:11604
2-76,rtp://239.69.2.76:11610
2-77,rtp://239.69.2.77:11616
2-78,rtp://239.69.2.78:11622
2-79,rtp://239.69.2.79:11628
2-80,rtp://239.69.2.80:11634
2-81,rtp://239.69.2.81:11640
2-82,rtp://239.69.2.82:11646
2-83,rtp://239.69.2.83:11652
2-84,rtp://239.69.2.84:11658
2-85,rtp://239.69.2.85:11664
2-86,rtp://239.69.2.86:11670
2-87,rtp://239.69.2.87:11676
2-88,rtp://239.69.2.88:11682
2-89,rtp://239.69.2.89:11688
2-90,rtp://239.69.2.90:11694
2-91,rtp://239.69.2.91:11700
2-92,rtp://239.69.2.92:11706
2-93,rtp://239.69.2.93:11712
2-94,rtp://239.69.2.94:11718
2-95,rtp://239.69.2.95:11724
2-96,rtp://239.69.2.96:11730
2-97,rtp://239.69.2.97:11736
2-98,rtp://239.69.2.98:11742
2-99,rtp://239.69.2.99:11748
2-100,rtp://239.69.2.100:11754
2-101,rtp://239.69.2.101:11760
2-102,rtp://239.69.2.102:11766
2-103,rtp://239.69.2.103:11772
2-104,rtp://239.69.2.104:11778
2-105,rtp://239.69.2.105:11784
2-106,rtp://239.69.2.106:11790
2-107,rtp://239.69.2.107:11796
2-108,rtp://239.69.2.108:11802
2-109,rtp://239.69.2.109:11808
2-110,rtp://239.69.2.110:11814
2-111,rtp://239.69.2.111:11820
2-112,rtp://239.69.2.112:11826
2-113,rtp://239.69.2.113:11832
2-114,rtp://239.69.2.114:11838
2-115,rtp://239.69.2.115:11844
2-116,rtp://239.69.2.116:11850
2-117,rtp://239.69.2.117:11856
2-118,rtp://239.69.2.118:11862
2-119,rtp://239.69.2.119:11868
2-120,rtp://239.69.2.120:11874
2-121,rtp://239.69.2.121:11880
2-122,rtp://239.69.2.122:11886
2-123,rtp://239.69.2.123:11892
2-124,rtp://239.69.2.124:11898
2-125,rtp://239.69.2.125:11904
2-126,rtp://239.69.2.126:11910
2-127,rtp://239.69.2.127:11916
2-128,rtp://239.69.2.128:11922
2-129,rtp://239.69.2.129:11928
2-130,rtp://239.69.2.130:11934
2-131,rtp://239.69.2.131:11940
2-132,rtp://239.69.2.132:11946
2-133,rtp://239.69.2.133:11952
2-134,rtp://239.69.2.134:11958
2-135,rtp://239.69.2.135:11964
2-136,rtp://239.69.2.136:11970
2-137,rtp://239.69.2.137:11976
2-138,rtp://239.69.2.138:11982
2-139,rtp://239.69.2.139:11988
2-140,rtp://239.69.2.140:11994
2-141,rtp://239.69.2.141:12000
2-142,rtp://239.69.2.142:12006
2-143,rtp://239.69.2.143:12012
2-144,rtp://239.69.2.144:12018
2-145,rtp://239.69.2.145:12024
2-146,rtp://239.69.2.146:12030
2-147,rtp://239.69.2.147:12036
2-148,rtp://239.69.2.148:12042
2-149,rtp://239.69.2.149:12048
2-150,rtp://239.69.2.150:12054
2-151,rtp://239.69.2.151:12060
2-152,rtp://239.69.2.152:12066
2-153,rtp://239.69.2.153:12072
2-154,rtp://239.69.2.154:12078
2-155,rtp://239.69.2.155:12084
2-156,rtp://239.69.2.156:12090
2-157,rtp://239.69.2.157:12096
2-158,rtp://239.69.2.158:12102
2-159,rtp://239.69.2.159:12108
2-160,rtp://239.69.2.160:12114
2-161,rtp://239.69.2.161:12120
2-162,rtp://239.69.2.162:12126
2-163,rtp://239.69.2.163:12132
2-164,rtp://239.69.2.164:12138
2-165,rtp://239.69.2.165:12144
2-166,rtp://239.69.2.166:12150
2-167,rtp://239.69.2.167:12156
2-168,rtp://239.69.2.168:12162
2-169,rtp://239.69.2.169:12168
2-170,rtp://239.69.2.170:12174
2-171,rtp://239.69.2.171:12180
2-172,rtp://239.69.2.172:12186
2-173,rtp://239.69.2.173:12192
2-174,rtp://239.69.2.174:12198
2-175,rtp://239.69.2.175:12204
2-176,rtp://239.69.2.176:12210
2-177,rtp://239.69.2.177:12216
2-178,rtp://239.69.2.178:12222
2-179,rtp://239.69.2.179:12228
2-180,rtp://239.69.2.180:12234
2-181,rtp://239.69.2.181:12240
2-182,rtp://239.69.2.182:12246
2-183,rtp://239.69.2.183:12252
2-184,rtp://239.69.2.184:12258
2-185,rtp://239.69.2.185:12264
2-186,rtp://239.69.2.186:12270
2-187,rtp://239.69.2.187:12276
2-188,rtp://239.69.2.188:12282
2-189,rtp://239.69.2.189:12288
2-190,rtp://239.69.2.190:12294
2-191,rtp://239.69.2.191:12300
2-192,rtp://239.69.2.192:12306
2-193,rtp://239.69.2.193:12312
2-194,rtp://239.69.2.194:12318
2-195,rtp://239.69.2.195:12324
2-196,rtp://239.69.2.196:12330
2-197,rtp://239.69.2.197:12336
2-198,rtp://239.69.2.198:12342
2-199,rtp://239.69.2.199:12348
2-200,rtp://239.69.2.200:12354
2-201,rtp://239.69.2.201:12360
2-202,rtp://239.69.2.202:12366
2-203,rtp://239.69.2.203:12372
2-204,rtp://239.69.2.204:12378
2-205,rtp://239.69.2.205:12384
2-206,rtp://239.69.2.206:12390
2-207,rtp://239.69.2.207:12396
2-208,rtp://239.69.2.208:12402
2-209,rtp://239.69.2.209:12408
2-210,rtp://239.69.2.210:12414
2-211,rtp://239.69.2.211:12420
2-212,rtp://239.69.2.212:12426
2-213,rtp://239.69.2.213:12432
2-214,rtp://239.69.2.214:12438
2-215,rtp://239.69.2.215:12444
2-216,rtp://239.69.2.216:12450
2-217,rtp://239.69.2.217:12456
2-218,rtp://239.69.2.218:12462
2-219,rtp://239.69.2.219:12468
2-220,rtp://239.69.2.220:12474
2-221,rtp://239.69.2.221:12480
2-222,rtp://239.69.2.222:12486
2-223,rtp://239.69.2.223:12492
2-224,rtp://239.69.2.224:12498
2-225,rtp://239.69.2.225:12504
2-226,rtp://239.69.2.226:12510
2-227,rtp://239.69.2.227:12516
2-228,rtp://239.69.2.228:12522
2-229,rtp://239.69.2.229:12528
2-230,rtp://239.69.2.230:12534
2-231,rtp://239.69.2.231:12540
2-232,rtp://239.69.2.232:12546
2-233,rtp://239.69.2.233:12552
2-234,rtp://239.69.2.234:12558
2-235,rtp://239.69.2.235:12564
2-236,rtp://239.69.2.236:12570
2-237,rtp://239.69.2.237:12576
2-238,rtp://239.69.2.238:12582
2-239,rtp://239.69.2.239:12588
2-240,rtp://239.69.2.240:12594
2-241,rtp://239.69.2.241:12600
2-242,rtp://239.69.2.242:12606
2-243,rtp://239.69.2.243:12612
2-244,rtp://239.69.2.244:12618
2-245,rtp://239.69.2.245:12624
2-246,rtp://239.69.2.246:12630
2-247,rtp://239.69.2.247:12636
2-248,rtp://239.69.2.248:12642
2-249,rtp://239.69.2.249:12648
2-250,rtp://239.69.2.250:12654
2-251,rtp://239.69.2.251:12660
2-252,rtp://239.69.2.252:12666
2-253,rtp://239.69.2.253:12672
2-254,rtp://239.69.2.254:12678

# ===== 网段: 239.76.245.x =====
# 已有IP: 40 个, 缺失IP: 214 个
# 规律: 固定端口 1234

245-1,rtp://239.76.245.1:1234
245-2,rtp://239.76.245.2:1234
245-3,rtp://239.76.245.3:1234
245-4,rtp://239.76.245.4:1234
245-5,rtp://239.76.245.5:1234
245-6,rtp://239.76.245.6:1234
245-7,rtp://239.76.245.7:1234
245-8,rtp://239.76.245.8:1234
245-9,rtp://239.76.245.9:1234
245-10,rtp://239.76.245.10:1234
245-11,rtp://239.76.245.11:1234
245-12,rtp://239.76.245.12:1234
245-13,rtp://239.76.245.13:1234
245-14,rtp://239.76.245.14:1234
245-15,rtp://239.76.245.15:1234
245-16,rtp://239.76.245.16:1234
245-17,rtp://239.76.245.17:1234
245-18,rtp://239.76.245.18:1234
245-19,rtp://239.76.245.19:1234
245-20,rtp://239.76.245.20:1234
245-21,rtp://239.76.245.21:1234
245-22,rtp://239.76.245.22:1234
245-23,rtp://239.76.245.23:1234
245-24,rtp://239.76.245.24:1234
245-25,rtp://239.76.245.25:1234
245-26,rtp://239.76.245.26:1234
245-27,rtp://239.76.245.27:1234
245-28,rtp://239.76.245.28:1234
245-29,rtp://239.76.245.29:1234
245-30,rtp://239.76.245.30:1234
245-31,rtp://239.76.245.31:1234
245-32,rtp://239.76.245.32:1234
245-33,rtp://239.76.245.33:1234
245-34,rtp://239.76.245.34:1234
245-35,rtp://239.76.245.35:1234
245-36,rtp://239.76.245.36:1234
245-37,rtp://239.76.245.37:1234
245-38,rtp://239.76.245.38:1234
245-39,rtp://239.76.245.39:1234
245-40,rtp://239.76.245.40:1234
245-41,rtp://239.76.245.41:1234
245-42,rtp://239.76.245.42:1234
245-43,rtp://239.76.245.43:1234
245-44,rtp://239.76.245.44:1234
245-45,rtp://239.76.245.45:1234
245-46,rtp://239.76.245.46:1234
245-47,rtp://239.76.245.47:1234
245-48,rtp://239.76.245.48:1234
245-49,rtp://239.76.245.49:1234
245-50,rtp://239.76.245.50:1234
245-51,rtp://239.76.245.51:1234
245-52,rtp://239.76.245.52:1234
245-53,rtp://239.76.245.53:1234
245-54,rtp://239.76.245.54:1234
245-55,rtp://239.76.245.55:1234
245-56,rtp://239.76.245.56:1234
245-57,rtp://239.76.245.57:1234
245-58,rtp://239.76.245.58:1234
245-59,rtp://239.76.245.59:1234
245-60,rtp://239.76.245.60:1234
245-61,rtp://239.76.245.61:1234
245-62,rtp://239.76.245.62:1234
245-63,rtp://239.76.245.63:1234
245-64,rtp://239.76.245.64:1234
245-65,rtp://239.76.245.65:1234
245-68,rtp://239.76.245.68:1234
245-69,rtp://239.76.245.69:1234
245-70,rtp://239.76.245.70:1234
245-71,rtp://239.76.245.71:1234
245-72,rtp://239.76.245.72:1234
245-73,rtp://239.76.245.73:1234
245-74,rtp://239.76.245.74:1234
245-75,rtp://239.76.245.75:1234
245-76,rtp://239.76.245.76:1234
245-77,rtp://239.76.245.77:1234
245-78,rtp://239.76.245.78:1234
245-79,rtp://239.76.245.79:1234
245-80,rtp://239.76.245.80:1234
245-81,rtp://239.76.245.81:1234
245-82,rtp://239.76.245.82:1234
245-83,rtp://239.76.245.83:1234
245-84,rtp://239.76.245.84:1234
245-85,rtp://239.76.245.85:1234
245-86,rtp://239.76.245.86:1234
245-87,rtp://239.76.245.87:1234
245-88,rtp://239.76.245.88:1234
245-89,rtp://239.76.245.89:1234
245-90,rtp://239.76.245.90:1234
245-91,rtp://239.76.245.91:1234
245-92,rtp://239.76.245.92:1234
245-93,rtp://239.76.245.93:1234
245-94,rtp://239.76.245.94:1234
245-95,rtp://239.76.245.95:1234
245-96,rtp://239.76.245.96:1234
245-97,rtp://239.76.245.97:1234
245-98,rtp://239.76.245.98:1234
245-99,rtp://239.76.245.99:1234
245-100,rtp://239.76.245.100:1234
245-101,rtp://239.76.245.101:1234
245-102,rtp://239.76.245.102:1234
245-103,rtp://239.76.245.103:1234
245-104,rtp://239.76.245.104:1234
245-105,rtp://239.76.245.105:1234
245-106,rtp://239.76.245.106:1234
245-107,rtp://239.76.245.107:1234
245-108,rtp://239.76.245.108:1234
245-109,rtp://239.76.245.109:1234
245-110,rtp://239.76.245.110:1234
245-111,rtp://239.76.245.111:1234
245-112,rtp://239.76.245.112:1234
245-113,rtp://239.76.245.113:1234
245-114,rtp://239.76.245.114:1234
245-125,rtp://239.76.245.125:1234
245-126,rtp://239.76.245.126:1234
245-128,rtp://239.76.245.128:1234
245-129,rtp://239.76.245.129:1234
245-130,rtp://239.76.245.130:1234
245-132,rtp://239.76.245.132:1234
245-133,rtp://239.76.245.133:1234
245-134,rtp://239.76.245.134:1234
245-135,rtp://239.76.245.135:1234
245-136,rtp://239.76.245.136:1234
245-137,rtp://239.76.245.137:1234
245-138,rtp://239.76.245.138:1234
245-139,rtp://239.76.245.139:1234
245-140,rtp://239.76.245.140:1234
245-141,rtp://239.76.245.141:1234
245-142,rtp://239.76.245.142:1234
245-143,rtp://239.76.245.143:1234
245-144,rtp://239.76.245.144:1234
245-145,rtp://239.76.245.145:1234
245-146,rtp://239.76.245.146:1234
245-147,rtp://239.76.245.147:1234
245-148,rtp://239.76.245.148:1234
245-149,rtp://239.76.245.149:1234
245-150,rtp://239.76.245.150:1234
245-151,rtp://239.76.245.151:1234
245-152,rtp://239.76.245.152:1234
245-153,rtp://239.76.245.153:1234
245-154,rtp://239.76.245.154:1234
245-155,rtp://239.76.245.155:1234
245-156,rtp://239.76.245.156:1234
245-157,rtp://239.76.245.157:1234
245-158,rtp://239.76.245.158:1234
245-159,rtp://239.76.245.159:1234
245-160,rtp://239.76.245.160:1234
245-161,rtp://239.76.245.161:1234
245-162,rtp://239.76.245.162:1234
245-163,rtp://239.76.245.163:1234
245-164,rtp://239.76.245.164:1234
245-165,rtp://239.76.245.165:1234
245-166,rtp://239.76.245.166:1234
245-167,rtp://239.76.245.167:1234
245-168,rtp://239.76.245.168:1234
245-169,rtp://239.76.245.169:1234
245-170,rtp://239.76.245.170:1234
245-171,rtp://239.76.245.171:1234
245-172,rtp://239.76.245.172:1234
245-173,rtp://239.76.245.173:1234
245-174,rtp://239.76.245.174:1234
245-175,rtp://239.76.245.175:1234
245-176,rtp://239.76.245.176:1234
245-177,rtp://239.76.245.177:1234
245-178,rtp://239.76.245.178:1234
245-182,rtp://239.76.245.182:1234
245-183,rtp://239.76.245.183:1234
245-184,rtp://239.76.245.184:1234
245-185,rtp://239.76.245.185:1234
245-186,rtp://239.76.245.186:1234
245-187,rtp://239.76.245.187:1234
245-188,rtp://239.76.245.188:1234
245-191,rtp://239.76.245.191:1234
245-193,rtp://239.76.245.193:1234
245-194,rtp://239.76.245.194:1234
245-200,rtp://239.76.245.200:1234
245-201,rtp://239.76.245.201:1234
245-202,rtp://239.76.245.202:1234
245-203,rtp://239.76.245.203:1234
245-204,rtp://239.76.245.204:1234
245-205,rtp://239.76.245.205:1234
245-206,rtp://239.76.245.206:1234
245-207,rtp://239.76.245.207:1234
245-210,rtp://239.76.245.210:1234
245-211,rtp://239.76.245.211:1234
245-212,rtp://239.76.245.212:1234
245-213,rtp://239.76.245.213:1234
245-214,rtp://239.76.245.214:1234
245-215,rtp://239.76.245.215:1234
245-216,rtp://239.76.245.216:1234
245-217,rtp://239.76.245.217:1234
245-219,rtp://239.76.245.219:1234
245-220,rtp://239.76.245.220:1234
245-221,rtp://239.76.245.221:1234
245-222,rtp://239.76.245.222:1234
245-223,rtp://239.76.245.223:1234
245-224,rtp://239.76.245.224:1234
245-226,rtp://239.76.245.226:1234
245-227,rtp://239.76.245.227:1234
245-228,rtp://239.76.245.228:1234
245-229,rtp://239.76.245.229:1234
245-230,rtp://239.76.245.230:1234
245-231,rtp://239.76.245.231:1234
245-232,rtp://239.76.245.232:1234
245-236,rtp://239.76.245.236:1234
245-237,rtp://239.76.245.237:1234
245-240,rtp://239.76.245.240:1234
245-244,rtp://239.76.245.244:1234
