# 补充IP列表 - 原文件: 山东联通.txt
# 生成时间: 2026-05-28 17:17:03
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.253.254.x =====
# 已有IP: 97 个, 缺失IP: 157 个
# 规律: 固定端口 8000

254-1,rtp://239.253.254.1:8000
254-53,rtp://239.253.254.53:8000
254-54,rtp://239.253.254.54:8000
254-55,rtp://239.253.254.55:8000
254-56,rtp://239.253.254.56:8000
254-57,rtp://239.253.254.57:8000
254-58,rtp://239.253.254.58:8000
254-60,rtp://239.253.254.60:8000
254-61,rtp://239.253.254.61:8000
254-62,rtp://239.253.254.62:8000
254-63,rtp://239.253.254.63:8000
254-64,rtp://239.253.254.64:8000
254-65,rtp://239.253.254.65:8000
254-68,rtp://239.253.254.68:8000
254-69,rtp://239.253.254.69:8000
254-70,rtp://239.253.254.70:8000
254-71,rtp://239.253.254.71:8000
254-72,rtp://239.253.254.72:8000
254-73,rtp://239.253.254.73:8000
254-75,rtp://239.253.254.75:8000
254-76,rtp://239.253.254.76:8000
254-81,rtp://239.253.254.81:8000
254-97,rtp://239.253.254.97:8000
254-102,rtp://239.253.254.102:8000
254-106,rtp://239.253.254.106:8000
254-107,rtp://239.253.254.107:8000
254-108,rtp://239.253.254.108:8000
254-109,rtp://239.253.254.109:8000
254-118,rtp://239.253.254.118:8000
254-119,rtp://239.253.254.119:8000
254-120,rtp://239.253.254.120:8000
254-121,rtp://239.253.254.121:8000
254-122,rtp://239.253.254.122:8000
254-123,rtp://239.253.254.123:8000
254-124,rtp://239.253.254.124:8000
254-125,rtp://239.253.254.125:8000
254-126,rtp://239.253.254.126:8000
254-127,rtp://239.253.254.127:8000
254-128,rtp://239.253.254.128:8000
254-129,rtp://239.253.254.129:8000
254-130,rtp://239.253.254.130:8000
254-131,rtp://239.253.254.131:8000
254-132,rtp://239.253.254.132:8000
254-133,rtp://239.253.254.133:8000
254-134,rtp://239.253.254.134:8000
254-135,rtp://239.253.254.135:8000
254-136,rtp://239.253.254.136:8000
254-137,rtp://239.253.254.137:8000
254-138,rtp://239.253.254.138:8000
254-145,rtp://239.253.254.145:8000
254-146,rtp://239.253.254.146:8000
254-147,rtp://239.253.254.147:8000
254-148,rtp://239.253.254.148:8000
254-149,rtp://239.253.254.149:8000
254-150,rtp://239.253.254.150:8000
254-155,rtp://239.253.254.155:8000
254-156,rtp://239.253.254.156:8000
254-157,rtp://239.253.254.157:8000
254-158,rtp://239.253.254.158:8000
254-161,rtp://239.253.254.161:8000
254-162,rtp://239.253.254.162:8000
254-163,rtp://239.253.254.163:8000
254-164,rtp://239.253.254.164:8000
254-165,rtp://239.253.254.165:8000
254-166,rtp://239.253.254.166:8000
254-167,rtp://239.253.254.167:8000
254-171,rtp://239.253.254.171:8000
254-172,rtp://239.253.254.172:8000
254-174,rtp://239.253.254.174:8000
254-176,rtp://239.253.254.176:8000
254-178,rtp://239.253.254.178:8000
254-181,rtp://239.253.254.181:8000
254-198,rtp://239.253.254.198:8000
254-199,rtp://239.253.254.199:8000
254-200,rtp://239.253.254.200:8000
254-201,rtp://239.253.254.201:8000
254-202,rtp://239.253.254.202:8000
254-203,rtp://239.253.254.203:8000
254-204,rtp://239.253.254.204:8000
254-205,rtp://239.253.254.205:8000
254-206,rtp://239.253.254.206:8000
254-207,rtp://239.253.254.207:8000
254-208,rtp://239.253.254.208:8000
254-209,rtp://239.253.254.209:8000
254-210,rtp://239.253.254.210:8000
254-211,rtp://239.253.254.211:8000
254-212,rtp://239.253.254.212:8000
254-213,rtp://239.253.254.213:8000
254-214,rtp://239.253.254.214:8000
254-215,rtp://239.253.254.215:8000
254-216,rtp://239.253.254.216:8000
254-217,rtp://239.253.254.217:8000
254-218,rtp://239.253.254.218:8000
254-219,rtp://239.253.254.219:8000
254-220,rtp://239.253.254.220:8000
254-221,rtp://239.253.254.221:8000
254-222,rtp://239.253.254.222:8000
254-223,rtp://239.253.254.223:8000
254-224,rtp://239.253.254.224:8000
254-225,rtp://239.253.254.225:8000
254-226,rtp://239.253.254.226:8000
254-227,rtp://239.253.254.227:8000
254-228,rtp://239.253.254.228:8000
254-229,rtp://239.253.254.229:8000
254-230,rtp://239.253.254.230:8000
254-231,rtp://239.253.254.231:8000
254-237,rtp://239.253.254.237:8000
254-238,rtp://239.253.254.238:8000
254-239,rtp://239.253.254.239:8000
254-240,rtp://239.253.254.240:8000
254-241,rtp://239.253.254.241:8000
254-254,rtp://239.253.254.254:8000

# ===== 总计补充: 157 个IP =====
