# 补充IP列表 - 原文件: 浙江电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 233.50.200.x =====
# 已有IP: 166 个, 缺失IP: 88 个
# 规律: 固定端口 5140

200-1,rtp://233.50.200.1:5140
201-218,rtp://233.50.201.218:5140
201-240,rtp://233.50.201.240:5140
201-241,rtp://233.50.201.241:5140
201-242,rtp://233.50.201.242:5140
201-243,rtp://233.50.201.243:5140
201-245,rtp://233.50.201.245:5140
201-247,rtp://233.50.201.247:5140

# ===== 网段: 233.50.202.x =====
# 已有IP: 32 个, 缺失IP: 222 个
# 规律: 固定端口 5140

202-1,rtp://233.50.202.1:5140
202-2,rtp://233.50.202.2:5140
202-3,rtp://233.50.202.3:5140
202-4,rtp://233.50.202.4:5140
202-5,rtp://233.50.202.5:5140
202-6,rtp://233.50.202.6:5140
202-7,rtp://233.50.202.7:5140
202-8,rtp://233.50.202.8:5140
202-9,rtp://233.50.202.9:5140
202-10,rtp://233.50.202.10:5140
202-13,rtp://233.50.202.13:5140
202-14,rtp://233.50.202.14:5140
202-15,rtp://233.50.202.15:5140
202-16,rtp://233.50.202.16:5140
202-17,rtp://233.50.202.17:5140
202-18,rtp://233.50.202.18:5140
202-19,rtp://233.50.202.19:5140
202-20,rtp://233.50.202.20:5140
202-23,rtp://233.50.202.23:5140
202-30,rtp://233.50.202.30:5140
202-38,rtp://233.50.202.38:5140
202-39,rtp://233.50.202.39:5140
202-40,rtp://233.50.202.40:5140
202-41,rtp://233.50.202.41:5140
202-47,rtp://233.50.202.47:5140
202-48,rtp://233.50.202.48:5140
202-49,rtp://233.50.202.49:5140
202-50,rtp://233.50.202.50:5140
202-51,rtp://233.50.202.51:5140
202-52,rtp://233.50.202.52:5140
202-53,rtp://233.50.202.53:5140
202-54,rtp://233.50.202.54:5140
202-55,rtp://233.50.202.55:5140
202-56,rtp://233.50.202.56:5140
202-57,rtp://233.50.202.57:5140
202-58,rtp://233.50.202.58:5140
202-59,rtp://233.50.202.59:5140
202-60,rtp://233.50.202.60:5140
202-61,rtp://233.50.202.61:5140
202-62,rtp://233.50.202.62:5140
202-63,rtp://233.50.202.63:5140
202-64,rtp://233.50.202.64:5140
202-65,rtp://233.50.202.65:5140
202-66,rtp://233.50.202.66:5140
202-67,rtp://233.50.202.67:5140
202-68,rtp://233.50.202.68:5140
202-69,rtp://233.50.202.69:5140
202-70,rtp://233.50.202.70:5140
202-71,rtp://233.50.202.71:5140
202-72,rtp://233.50.202.72:5140
202-73,rtp://233.50.202.73:5140
202-74,rtp://233.50.202.74:5140
202-75,rtp://233.50.202.75:5140
202-76,rtp://233.50.202.76:5140
202-77,rtp://233.50.202.77:5140
202-78,rtp://233.50.202.78:5140
202-79,rtp://233.50.202.79:5140
202-80,rtp://233.50.202.80:5140
202-81,rtp://233.50.202.81:5140
202-82,rtp://233.50.202.82:5140
202-83,rtp://233.50.202.83:5140
202-84,rtp://233.50.202.84:5140
202-85,rtp://233.50.202.85:5140
202-86,rtp://233.50.202.86:5140
202-87,rtp://233.50.202.87:5140
202-88,rtp://233.50.202.88:5140
202-89,rtp://233.50.202.89:5140
202-90,rtp://233.50.202.90:5140
202-91,rtp://233.50.202.91:5140
202-92,rtp://233.50.202.92:5140
202-93,rtp://233.50.202.93:5140
202-94,rtp://233.50.202.94:5140
202-95,rtp://233.50.202.95:5140
202-96,rtp://233.50.202.96:5140
202-97,rtp://233.50.202.97:5140
202-98,rtp://233.50.202.98:5140
202-99,rtp://233.50.202.99:5140
202-110,rtp://233.50.202.110:5140
202-111,rtp://233.50.202.111:5140
202-112,rtp://233.50.202.112:5140
202-113,rtp://233.50.202.113:5140
202-114,rtp://233.50.202.114:5140
202-115,rtp://233.50.202.115:5140
202-116,rtp://233.50.202.116:5140
202-117,rtp://233.50.202.117:5140
202-118,rtp://233.50.202.118:5140
202-119,rtp://233.50.202.119:5140
202-120,rtp://233.50.202.120:5140
202-121,rtp://233.50.202.121:5140
202-122,rtp://233.50.202.122:5140
202-123,rtp://233.50.202.123:5140
202-124,rtp://233.50.202.124:5140
202-125,rtp://233.50.202.125:5140
202-126,rtp://233.50.202.126:5140
202-127,rtp://233.50.202.127:5140
202-128,rtp://233.50.202.128:5140
202-129,rtp://233.50.202.129:5140
202-130,rtp://233.50.202.130:5140
202-131,rtp://233.50.202.131:5140
202-132,rtp://233.50.202.132:5140
202-133,rtp://233.50.202.133:5140
202-134,rtp://233.50.202.134:5140
202-135,rtp://233.50.202.135:5140
202-136,rtp://233.50.202.136:5140
202-137,rtp://233.50.202.137:5140
202-138,rtp://233.50.202.138:5140
202-139,rtp://233.50.202.139:5140
202-140,rtp://233.50.202.140:5140
202-141,rtp://233.50.202.141:5140
202-142,rtp://233.50.202.142:5140
202-143,rtp://233.50.202.143:5140
202-144,rtp://233.50.202.144:5140
202-145,rtp://233.50.202.145:5140
202-146,rtp://233.50.202.146:5140
202-147,rtp://233.50.202.147:5140
202-148,rtp://233.50.202.148:5140
202-149,rtp://233.50.202.149:5140
202-150,rtp://233.50.202.150:5140
202-151,rtp://233.50.202.151:5140
202-152,rtp://233.50.202.152:5140
202-153,rtp://233.50.202.153:5140
202-154,rtp://233.50.202.154:5140
202-155,rtp://233.50.202.155:5140
202-156,rtp://233.50.202.156:5140
202-157,rtp://233.50.202.157:5140
202-158,rtp://233.50.202.158:5140
202-159,rtp://233.50.202.159:5140
202-160,rtp://233.50.202.160:5140
202-161,rtp://233.50.202.161:5140
202-162,rtp://233.50.202.162:5140
202-163,rtp://233.50.202.163:5140
202-164,rtp://233.50.202.164:5140
202-165,rtp://233.50.202.165:5140
202-166,rtp://233.50.202.166:5140
202-167,rtp://233.50.202.167:5140
202-168,rtp://233.50.202.168:5140
202-169,rtp://233.50.202.169:5140
202-170,rtp://233.50.202.170:5140
202-171,rtp://233.50.202.171:5140
202-172,rtp://233.50.202.172:5140
202-173,rtp://233.50.202.173:5140
202-174,rtp://233.50.202.174:5140
202-175,rtp://233.50.202.175:5140
202-176,rtp://233.50.202.176:5140
202-177,rtp://233.50.202.177:5140
202-178,rtp://233.50.202.178:5140
202-179,rtp://233.50.202.179:5140
202-180,rtp://233.50.202.180:5140
202-181,rtp://233.50.202.181:5140
202-182,rtp://233.50.202.182:5140
202-183,rtp://233.50.202.183:5140
202-184,rtp://233.50.202.184:5140
202-185,rtp://233.50.202.185:5140
202-186,rtp://233.50.202.186:5140
202-187,rtp://233.50.202.187:5140
202-188,rtp://233.50.202.188:5140
202-189,rtp://233.50.202.189:5140
202-190,rtp://233.50.202.190:5140
202-191,rtp://233.50.202.191:5140
202-192,rtp://233.50.202.192:5140
202-193,rtp://233.50.202.193:5140
202-194,rtp://233.50.202.194:5140
202-195,rtp://233.50.202.195:5140
202-196,rtp://233.50.202.196:5140
202-197,rtp://233.50.202.197:5140
202-198,rtp://233.50.202.198:5140
202-199,rtp://233.50.202.199:5140
202-200,rtp://233.50.202.200:5140
202-201,rtp://233.50.202.201:5140
202-202,rtp://233.50.202.202:5140
202-203,rtp://233.50.202.203:5140
202-204,rtp://233.50.202.204:5140
202-205,rtp://233.50.202.205:5140
202-206,rtp://233.50.202.206:5140
202-207,rtp://233.50.202.207:5140
202-208,rtp://233.50.202.208:5140
202-209,rtp://233.50.202.209:5140
202-210,rtp://233.50.202.210:5140
202-211,rtp://233.50.202.211:5140
202-212,rtp://233.50.202.212:5140
202-213,rtp://233.50.202.213:5140
202-214,rtp://233.50.202.214:5140
202-215,rtp://233.50.202.215:5140
202-216,rtp://233.50.202.216:5140
202-217,rtp://233.50.202.217:5140
202-218,rtp://233.50.202.218:5140
202-219,rtp://233.50.202.219:5140
202-220,rtp://233.50.202.220:5140
202-221,rtp://233.50.202.221:5140
202-222,rtp://233.50.202.222:5140
202-223,rtp://233.50.202.223:5140
202-224,rtp://233.50.202.224:5140
202-225,rtp://233.50.202.225:5140
202-226,rtp://233.50.202.226:5140
202-227,rtp://233.50.202.227:5140
202-228,rtp://233.50.202.228:5140
202-229,rtp://233.50.202.229:5140
202-230,rtp://233.50.202.230:5140
202-231,rtp://233.50.202.231:5140
202-232,rtp://233.50.202.232:5140
202-233,rtp://233.50.202.233:5140
202-234,rtp://233.50.202.234:5140
202-235,rtp://233.50.202.235:5140
202-236,rtp://233.50.202.236:5140
202-237,rtp://233.50.202.237:5140
202-238,rtp://233.50.202.238:5140
202-239,rtp://233.50.202.239:5140
202-240,rtp://233.50.202.240:5140
202-241,rtp://233.50.202.241:5140
202-242,rtp://233.50.202.242:5140
202-243,rtp://233.50.202.243:5140
202-244,rtp://233.50.202.244:5140
202-245,rtp://233.50.202.245:5140
202-246,rtp://233.50.202.246:5140
202-247,rtp://233.50.202.247:5140
202-248,rtp://233.50.202.248:5140
202-249,rtp://233.50.202.249:5140
202-250,rtp://233.50.202.250:5140
202-251,rtp://233.50.202.251:5140
202-252,rtp://233.50.202.252:5140
202-253,rtp://233.50.202.253:5140
202-254,rtp://233.50.202.254:5140

# ===== 总计补充: 329 个IP =====
