# 补充IP列表 - 原文件: 山东移动.txt
# 生成时间: 2026-05-28 17:17:17
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.253.2.x =====
# 已有IP: 1 个, 缺失IP: 253 个
# 规律: 固定端口 9128

2-1,rtp://239.253.2.1:9128
2-77,rtp://239.253.2.77:9128
2-78,rtp://239.253.2.78:9128
2-79,rtp://239.253.2.79:9128
2-80,rtp://239.253.2.80:9128
2-81,rtp://239.253.2.81:9128
2-82,rtp://239.253.2.82:9128
2-83,rtp://239.253.2.83:9128
2-84,rtp://239.253.2.84:9128
2-85,rtp://239.253.2.85:9128
2-86,rtp://239.253.2.86:9128
2-87,rtp://239.253.2.87:9128
2-88,rtp://239.253.2.88:9128
2-89,rtp://239.253.2.89:9128
2-90,rtp://239.253.2.90:9128
2-91,rtp://239.253.2.91:9128
2-92,rtp://239.253.2.92:9128
2-93,rtp://239.253.2.93:9128
2-94,rtp://239.253.2.94:9128
2-95,rtp://239.253.2.95:9128
2-96,rtp://239.253.2.96:9128
2-97,rtp://239.253.2.97:9128
2-98,rtp://239.253.2.98:9128
2-99,rtp://239.253.2.99:9128
2-100,rtp://239.253.2.100:9128
2-101,rtp://239.253.2.101:9128
2-102,rtp://239.253.2.102:9128
2-103,rtp://239.253.2.103:9128
2-104,rtp://239.253.2.104:9128
2-105,rtp://239.253.2.105:9128
2-106,rtp://239.253.2.106:9128
2-107,rtp://239.253.2.107:9128
2-108,rtp://239.253.2.108:9128
2-109,rtp://239.253.2.109:9128
2-110,rtp://239.253.2.110:9128
2-111,rtp://239.253.2.111:9128
2-112,rtp://239.253.2.112:9128
2-113,rtp://239.253.2.113:9128
2-114,rtp://239.253.2.114:9128
2-115,rtp://239.253.2.115:9128
2-116,rtp://239.253.2.116:9128
2-117,rtp://239.253.2.117:9128
2-118,rtp://239.253.2.118:9128
2-119,rtp://239.253.2.119:9128
2-120,rtp://239.253.2.120:9128
2-121,rtp://239.253.2.121:9128
2-122,rtp://239.253.2.122:9128
2-123,rtp://239.253.2.123:9128
2-124,rtp://239.253.2.124:9128
2-125,rtp://239.253.2.125:9128
2-126,rtp://239.253.2.126:9128
2-127,rtp://239.253.2.127:9128
2-128,rtp://239.253.2.128:9128
2-129,rtp://239.253.2.129:9128
2-130,rtp://239.253.2.130:9128
2-131,rtp://239.253.2.131:9128
2-132,rtp://239.253.2.132:9128
2-133,rtp://239.253.2.133:9128
2-134,rtp://239.253.2.134:9128
2-135,rtp://239.253.2.135:9128
2-136,rtp://239.253.2.136:9128
2-137,rtp://239.253.2.137:9128
2-138,rtp://239.253.2.138:9128
2-139,rtp://239.253.2.139:9128
2-140,rtp://239.253.2.140:9128
2-141,rtp://239.253.2.141:9128
2-142,rtp://239.253.2.142:9128
2-143,rtp://239.253.2.143:9128
2-144,rtp://239.253.2.144:9128
2-145,rtp://239.253.2.145:9128
2-146,rtp://239.253.2.146:9128
2-147,rtp://239.253.2.147:9128
2-148,rtp://239.253.2.148:9128
2-149,rtp://239.253.2.149:9128
2-150,rtp://239.253.2.150:9128
2-151,rtp://239.253.2.151:9128
2-152,rtp://239.253.2.152:9128
2-153,rtp://239.253.2.153:9128
2-154,rtp://239.253.2.154:9128
2-155,rtp://239.253.2.155:9128
2-156,rtp://239.253.2.156:9128
2-157,rtp://239.253.2.157:9128
2-158,rtp://239.253.2.158:9128
2-159,rtp://239.253.2.159:9128
2-160,rtp://239.253.2.160:9128
2-161,rtp://239.253.2.161:9128
2-162,rtp://239.253.2.162:9128
2-163,rtp://239.253.2.163:9128
2-164,rtp://239.253.2.164:9128
2-165,rtp://239.253.2.165:9128
2-166,rtp://239.253.2.166:9128
2-167,rtp://239.253.2.167:9128
2-168,rtp://239.253.2.168:9128
2-169,rtp://239.253.2.169:9128
2-170,rtp://239.253.2.170:9128
2-171,rtp://239.253.2.171:9128
2-172,rtp://239.253.2.172:9128
2-173,rtp://239.253.2.173:9128
2-174,rtp://239.253.2.174:9128
2-175,rtp://239.253.2.175:9128
2-176,rtp://239.253.2.176:9128
2-177,rtp://239.253.2.177:9128
2-178,rtp://239.253.2.178:9128
2-179,rtp://239.253.2.179:9128
2-180,rtp://239.253.2.180:9128
2-181,rtp://239.253.2.181:9128
2-182,rtp://239.253.2.182:9128
2-183,rtp://239.253.2.183:9128
2-184,rtp://239.253.2.184:9128
2-185,rtp://239.253.2.185:9128
2-186,rtp://239.253.2.186:9128
2-187,rtp://239.253.2.187:9128
2-188,rtp://239.253.2.188:9128
2-190,rtp://239.253.2.190:9128
2-191,rtp://239.253.2.191:9128
2-192,rtp://239.253.2.192:9128
2-193,rtp://239.253.2.193:9128
2-194,rtp://239.253.2.194:9128
2-195,rtp://239.253.2.195:9128
2-196,rtp://239.253.2.196:9128
2-197,rtp://239.253.2.197:9128
2-198,rtp://239.253.2.198:9128
2-199,rtp://239.253.2.199:9128
2-200,rtp://239.253.2.200:9128
2-201,rtp://239.253.2.201:9128
2-202,rtp://239.253.2.202:9128
2-203,rtp://239.253.2.203:9128
2-204,rtp://239.253.2.204:9128
2-205,rtp://239.253.2.205:9128
2-206,rtp://239.253.2.206:9128
2-207,rtp://239.253.2.207:9128
2-208,rtp://239.253.2.208:9128
2-209,rtp://239.253.2.209:9128
2-210,rtp://239.253.2.210:9128
2-211,rtp://239.253.2.211:9128
2-212,rtp://239.253.2.212:9128
2-213,rtp://239.253.2.213:9128
2-214,rtp://239.253.2.214:9128
2-215,rtp://239.253.2.215:9128
2-216,rtp://239.253.2.216:9128
2-217,rtp://239.253.2.217:9128
2-218,rtp://239.253.2.218:9128
2-219,rtp://239.253.2.219:9128
2-220,rtp://239.253.2.220:9128
2-221,rtp://239.253.2.221:9128
2-222,rtp://239.253.2.222:9128
2-223,rtp://239.253.2.223:9128
2-224,rtp://239.253.2.224:9128
2-225,rtp://239.253.2.225:9128
2-226,rtp://239.253.2.226:9128
2-227,rtp://239.253.2.227:9128
2-228,rtp://239.253.2.228:9128
2-229,rtp://239.253.2.229:9128
2-230,rtp://239.253.2.230:9128
2-231,rtp://239.253.2.231:9128
2-232,rtp://239.253.2.232:9128
2-233,rtp://239.253.2.233:9128
2-234,rtp://239.253.2.234:9128
2-235,rtp://239.253.2.235:9128
2-236,rtp://239.253.2.236:9128
2-237,rtp://239.253.2.237:9128
2-238,rtp://239.253.2.238:9128
2-239,rtp://239.253.2.239:9128
2-240,rtp://239.253.2.240:9128
2-241,rtp://239.253.2.241:9128
2-242,rtp://239.253.2.242:9128
2-243,rtp://239.253.2.243:9128
2-244,rtp://239.253.2.244:9128
2-245,rtp://239.253.2.245:9128
2-246,rtp://239.253.2.246:9128
2-247,rtp://239.253.2.247:9128
2-248,rtp://239.253.2.248:9128
2-249,rtp://239.253.2.249:9128
2-250,rtp://239.253.2.250:9128
2-251,rtp://239.253.2.251:9128
2-252,rtp://239.253.2.252:9128
2-253,rtp://239.253.2.253:9128
2-254,rtp://239.253.2.254:9128

# ===== 网段: 239.253.7.x =====
# 已有IP: 1 个, 缺失IP: 253 个
# 规律: 固定端口 53043

7-1,rtp://239.253.7.1:53043
7-2,rtp://239.253.7.2:53043
7-3,rtp://239.253.7.3:53043
7-4,rtp://239.253.7.4:53043
7-5,rtp://239.253.7.5:53043
7-6,rtp://239.253.7.6:53043
7-7,rtp://239.253.7.7:53043
7-8,rtp://239.253.7.8:53043
7-9,rtp://239.253.7.9:53043
7-10,rtp://239.253.7.10:53043
7-11,rtp://239.253.7.11:53043
7-12,rtp://239.253.7.12:53043
7-13,rtp://239.253.7.13:53043
7-14,rtp://239.253.7.14:53043
7-15,rtp://239.253.7.15:53043
7-16,rtp://239.253.7.16:53043
7-17,rtp://239.253.7.17:53043
7-18,rtp://239.253.7.18:53043
7-19,rtp://239.253.7.19:53043
7-20,rtp://239.253.7.20:53043
7-21,rtp://239.253.7.21:53043
7-22,rtp://239.253.7.22:53043
7-23,rtp://239.253.7.23:53043
7-24,rtp://239.253.7.24:53043
7-25,rtp://239.253.7.25:53043
7-26,rtp://239.253.7.26:53043
7-27,rtp://239.253.7.27:53043
7-28,rtp://239.253.7.28:53043
7-29,rtp://239.253.7.29:53043
7-30,rtp://239.253.7.30:53043
7-31,rtp://239.253.7.31:53043
7-32,rtp://239.253.7.32:53043
7-33,rtp://239.253.7.33:53043
7-34,rtp://239.253.7.34:53043
7-35,rtp://239.253.7.35:53043
7-36,rtp://239.253.7.36:53043
7-37,rtp://239.253.7.37:53043
7-38,rtp://239.253.7.38:53043
7-39,rtp://239.253.7.39:53043
7-40,rtp://239.253.7.40:53043
7-41,rtp://239.253.7.41:53043
7-42,rtp://239.253.7.42:53043
7-44,rtp://239.253.7.44:53043
7-45,rtp://239.253.7.45:53043
7-46,rtp://239.253.7.46:53043
7-47,rtp://239.253.7.47:53043
7-48,rtp://239.253.7.48:53043
7-49,rtp://239.253.7.49:53043
7-50,rtp://239.253.7.50:53043
7-51,rtp://239.253.7.51:53043
7-52,rtp://239.253.7.52:53043
7-53,rtp://239.253.7.53:53043
7-54,rtp://239.253.7.54:53043
7-55,rtp://239.253.7.55:53043
7-56,rtp://239.253.7.56:53043
7-57,rtp://239.253.7.57:53043
7-58,rtp://239.253.7.58:53043
7-59,rtp://239.253.7.59:53043
7-60,rtp://239.253.7.60:53043
7-61,rtp://239.253.7.61:53043
7-62,rtp://239.253.7.62:53043
7-63,rtp://239.253.7.63:53043
7-64,rtp://239.253.7.64:53043
7-65,rtp://239.253.7.65:53043
7-66,rtp://239.253.7.66:53043
7-67,rtp://239.253.7.67:53043
7-68,rtp://239.253.7.68:53043
7-69,rtp://239.253.7.69:53043
7-70,rtp://239.253.7.70:53043
7-71,rtp://239.253.7.71:53043
7-72,rtp://239.253.7.72:53043
7-73,rtp://239.253.7.73:53043
7-74,rtp://239.253.7.74:53043
7-75,rtp://239.253.7.75:53043
7-76,rtp://239.253.7.76:53043
7-77,rtp://239.253.7.77:53043
7-78,rtp://239.253.7.78:53043
7-79,rtp://239.253.7.79:53043
7-80,rtp://239.253.7.80:53043
7-81,rtp://239.253.7.81:53043
7-82,rtp://239.253.7.82:53043
7-83,rtp://239.253.7.83:53043
7-84,rtp://239.253.7.84:53043
7-85,rtp://239.253.7.85:53043
7-86,rtp://239.253.7.86:53043
7-87,rtp://239.253.7.87:53043
7-88,rtp://239.253.7.88:53043
7-89,rtp://239.253.7.89:53043
7-90,rtp://239.253.7.90:53043
7-91,rtp://239.253.7.91:53043
7-92,rtp://239.253.7.92:53043
7-93,rtp://239.253.7.93:53043
7-94,rtp://239.253.7.94:53043
7-95,rtp://239.253.7.95:53043
7-96,rtp://239.253.7.96:53043
7-97,rtp://239.253.7.97:53043
7-98,rtp://239.253.7.98:53043
7-99,rtp://239.253.7.99:53043
7-100,rtp://239.253.7.100:53043
7-101,rtp://239.253.7.101:53043
7-102,rtp://239.253.7.102:53043
7-103,rtp://239.253.7.103:53043
7-104,rtp://239.253.7.104:53043
7-105,rtp://239.253.7.105:53043
7-106,rtp://239.253.7.106:53043
7-107,rtp://239.253.7.107:53043
7-108,rtp://239.253.7.108:53043
7-109,rtp://239.253.7.109:53043
7-110,rtp://239.253.7.110:53043
7-111,rtp://239.253.7.111:53043
7-112,rtp://239.253.7.112:53043
7-113,rtp://239.253.7.113:53043
7-114,rtp://239.253.7.114:53043
7-115,rtp://239.253.7.115:53043
7-116,rtp://239.253.7.116:53043
7-117,rtp://239.253.7.117:53043
7-118,rtp://239.253.7.118:53043
7-119,rtp://239.253.7.119:53043
7-120,rtp://239.253.7.120:53043
7-121,rtp://239.253.7.121:53043
7-122,rtp://239.253.7.122:53043
7-123,rtp://239.253.7.123:53043
7-124,rtp://239.253.7.124:53043
7-125,rtp://239.253.7.125:53043
7-126,rtp://239.253.7.126:53043
7-127,rtp://239.253.7.127:53043
7-128,rtp://239.253.7.128:53043
7-129,rtp://239.253.7.129:53043
7-130,rtp://239.253.7.130:53043
7-131,rtp://239.253.7.131:53043
7-132,rtp://239.253.7.132:53043
7-133,rtp://239.253.7.133:53043
7-134,rtp://239.253.7.134:53043
7-135,rtp://239.253.7.135:53043
7-136,rtp://239.253.7.136:53043
7-137,rtp://239.253.7.137:53043
7-138,rtp://239.253.7.138:53043
7-139,rtp://239.253.7.139:53043
7-140,rtp://239.253.7.140:53043
7-141,rtp://239.253.7.141:53043
7-142,rtp://239.253.7.142:53043
7-143,rtp://239.253.7.143:53043
7-144,rtp://239.253.7.144:53043
7-145,rtp://239.253.7.145:53043
7-146,rtp://239.253.7.146:53043
7-147,rtp://239.253.7.147:53043
7-148,rtp://239.253.7.148:53043
7-149,rtp://239.253.7.149:53043
7-150,rtp://239.253.7.150:53043
7-151,rtp://239.253.7.151:53043
7-152,rtp://239.253.7.152:53043
7-153,rtp://239.253.7.153:53043
7-154,rtp://239.253.7.154:53043
7-155,rtp://239.253.7.155:53043
7-156,rtp://239.253.7.156:53043
7-157,rtp://239.253.7.157:53043
7-158,rtp://239.253.7.158:53043
7-159,rtp://239.253.7.159:53043
7-160,rtp://239.253.7.160:53043
7-161,rtp://239.253.7.161:53043
7-162,rtp://239.253.7.162:53043
7-163,rtp://239.253.7.163:53043
7-164,rtp://239.253.7.164:53043
7-165,rtp://239.253.7.165:53043
7-166,rtp://239.253.7.166:53043
7-167,rtp://239.253.7.167:53043
7-168,rtp://239.253.7.168:53043
7-169,rtp://239.253.7.169:53043
7-170,rtp://239.253.7.170:53043
7-171,rtp://239.253.7.171:53043
7-172,rtp://239.253.7.172:53043
7-173,rtp://239.253.7.173:53043
7-174,rtp://239.253.7.174:53043
7-175,rtp://239.253.7.175:53043
7-176,rtp://239.253.7.176:53043
7-177,rtp://239.253.7.177:53043
7-178,rtp://239.253.7.178:53043
7-179,rtp://239.253.7.179:53043
7-180,rtp://239.253.7.180:53043
7-181,rtp://239.253.7.181:53043
7-182,rtp://239.253.7.182:53043
7-183,rtp://239.253.7.183:53043
7-184,rtp://239.253.7.184:53043
7-185,rtp://239.253.7.185:53043
7-186,rtp://239.253.7.186:53043
7-187,rtp://239.253.7.187:53043
7-188,rtp://239.253.7.188:53043
7-189,rtp://239.253.7.189:53043
7-190,rtp://239.253.7.190:53043
7-191,rtp://239.253.7.191:53043
7-192,rtp://239.253.7.192:53043
7-193,rtp://239.253.7.193:53043
7-194,rtp://239.253.7.194:53043
7-195,rtp://239.253.7.195:53043
7-196,rtp://239.253.7.196:53043
7-197,rtp://239.253.7.197:53043
7-198,rtp://239.253.7.198:53043
7-199,rtp://239.253.7.199:53043
7-200,rtp://239.253.7.200:53043
7-201,rtp://239.253.7.201:53043
7-202,rtp://239.253.7.202:53043
7-203,rtp://239.253.7.203:53043
7-204,rtp://239.253.7.204:53043
7-205,rtp://239.253.7.205:53043
7-206,rtp://239.253.7.206:53043
7-207,rtp://239.253.7.207:53043
7-208,rtp://239.253.7.208:53043
7-209,rtp://239.253.7.209:53043
7-210,rtp://239.253.7.210:53043
7-211,rtp://239.253.7.211:53043
7-212,rtp://239.253.7.212:53043
7-213,rtp://239.253.7.213:53043
7-214,rtp://239.253.7.214:53043
7-215,rtp://239.253.7.215:53043
7-216,rtp://239.253.7.216:53043
7-217,rtp://239.253.7.217:53043
7-218,rtp://239.253.7.218:53043
7-219,rtp://239.253.7.219:53043
7-220,rtp://239.253.7.220:53043
7-221,rtp://239.253.7.221:53043
7-222,rtp://239.253.7.222:53043
7-223,rtp://239.253.7.223:53043
7-224,rtp://239.253.7.224:53043
7-225,rtp://239.253.7.225:53043
7-226,rtp://239.253.7.226:53043
7-227,rtp://239.253.7.227:53043
7-228,rtp://239.253.7.228:53043
7-229,rtp://239.253.7.229:53043
7-230,rtp://239.253.7.230:53043
7-231,rtp://239.253.7.231:53043
7-232,rtp://239.253.7.232:53043
7-233,rtp://239.253.7.233:53043
7-234,rtp://239.253.7.234:53043
7-235,rtp://239.253.7.235:53043
7-236,rtp://239.253.7.236:53043
7-237,rtp://239.253.7.237:53043
7-238,rtp://239.253.7.238:53043
7-239,rtp://239.253.7.239:53043
7-240,rtp://239.253.7.240:53043
7-241,rtp://239.253.7.241:53043
7-242,rtp://239.253.7.242:53043
7-243,rtp://239.253.7.243:53043
7-244,rtp://239.253.7.244:53043
7-245,rtp://239.253.7.245:53043
7-246,rtp://239.253.7.246:53043
7-247,rtp://239.253.7.247:53043
7-248,rtp://239.253.7.248:53043
7-249,rtp://239.253.7.249:53043
7-250,rtp://239.253.7.250:53043
7-251,rtp://239.253.7.251:53043
7-252,rtp://239.253.7.252:53043
7-253,rtp://239.253.7.253:53043
7-254,rtp://239.253.7.254:53043

# ===== 总计补充: 506 个IP =====
