# 补充IP列表 - 原文件: 青海电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.120.1.x =====
# 已有IP: 119 个, 缺失IP: 135 个
# 规律: 多段线性
#   D∈[34,40] → -220×D+17014
#   D∈[41,45] → 6×D+7974
#   D∈[46,46] → 4×D+8064
#   D∈[49,49] → 1.3333333333333333×D+8186.666666666667
#   D∈[50,50] → 56×D+5508
#   D∈[52,52] → 21×D+7258
#   D∈[54,54] → -26×D+9702
#   D∈[55,57] → 6×D+7974
#   D∈[59,59] → 2×D+8202
#   D∈[64,64] → 2.4×D+8178.4
#   D∈[68,68] → 9.5×D+7724.0
#   D∈[69,69] → 4×D+8098
#   D∈[73,73] → 9.5×D+7718.5
#   D∈[88,88] → 67.2×D+3506.3999999999996
#   D∈[91,91] → -340.6666666666667×D+39398.66666666667
#   D∈[92,92] → -180×D+24778
#   D∈[93,93] → 80×D+858
#   D∈[95,95] → 65×D+2253
#   D∈[96,96] → 8×D+7668
#   D∈[97,97] → 16×D+6900
#   D∈[98,99] → 4×D+8064
#   D∈[100,100] → 668×D+-57672
#   D∈[102,102] → -400×D+49128
#   D∈[108,108] → 52×D+3024
#   D∈[110,110] → -195×D+29700
#   D∈[111,111] → 4×D+7810
#   D∈[112,112] → 210×D+-15056
#   D∈[113,113] → -118×D+21680
#   D∈[114,114] → 130×D+-6344
#   D∈[116,116] → 2×D+8248
#   D∈[117,117] → 214×D+-16344
#   D∈[118,118] → 6×D+7992
#   D∈[119,119] → -440×D+60620
#   D∈[120,120] → 518×D+-53382
#   D∈[121,122] → 6×D+8058
#   D∈[123,123] → -524×D+72718
#   D∈[124,124] → 536×D+-57662
#   D∈[125,130] → 6×D+8058
#   D∈[131,131] → -570×D+82938
#   D∈[132,132] → 86×D+-2998
#   D∈[133,133] → 502×D+-57910
#   D∈[134,143] → 6×D+8058
#   D∈[144,144] → -500×D+80416
#   D∈[145,145] → 4×D+7840
#   D∈[146,146] → 514×D+-66110
#   D∈[147,176] → 6×D+8058
#   D∈[177,177] → -842×D+157306
#   D∈[184,184] → 126.85714285714286×D+-14181.714285714286
#   D∈[186,186] → -391×D+81104
#   D∈[193,193] → -13.428571428571429×D+10875.714285714286
#   D∈[196,196] → -2.6666666666666665×D+8798.666666666666
#   D∈[200,200] → 32×D+2004
#   D∈[202,202] → 418×D+-75196
#   D∈[203,212] → 6×D+8028
#   D∈[215,222] → 4×D+8452
#   D∈[223,223] → 144×D+-22628
#   D∈[224,224] → 6×D+8146
#   D∈[225,225] → -144×D+41746
#   D∈[226,226] → 2×D+8896
#   D∈[227,227] → 148×D+-24100
#   D∈[228,228] → -140×D+41276
#   D∈[229,229] → 4×D+8444
#   D∈[230,230] → 142×D+-23158
#   D∈[232,232] → -65×D+24452
#   D∈[233,233] → 142×D+-23572
#   D∈[240,240] → -15.714285714285714×D+13175.42857142857
#   D∈[241,241] → 4×D+8444
#   D∈[245,245] → 5×D+8203
#   D∈[247,250] → 4×D+8448
#   D∈[252,252] → 53×D+-3802

1-1,rtp://239.120.1.1:16794
1-157,rtp://239.120.1.157:9000
1-158,rtp://239.120.1.158:9006
1-160,rtp://239.120.1.160:9018
1-162,rtp://239.120.1.162:9030
1-164,rtp://239.120.1.164:9042
1-166,rtp://239.120.1.166:9054
1-168,rtp://239.120.1.168:9066
1-169,rtp://239.120.1.169:9072
1-178,rtp://239.120.1.178:5632
1-179,rtp://239.120.1.179:5685
1-180,rtp://239.120.1.180:5738
1-181,rtp://239.120.1.181:5791
1-182,rtp://239.120.1.182:5844
1-183,rtp://239.120.1.183:5897
1-185,rtp://239.120.1.185:6003
1-187,rtp://239.120.1.187:6109
1-188,rtp://239.120.1.188:6162
1-189,rtp://239.120.1.189:6215
1-190,rtp://239.120.1.190:6268
1-191,rtp://239.120.1.191:6321
1-192,rtp://239.120.1.192:6374
1-194,rtp://239.120.1.194:6480
1-195,rtp://239.120.1.195:6533
1-197,rtp://239.120.1.197:6639
1-198,rtp://239.120.1.198:6692
1-199,rtp://239.120.1.199:6745
1-201,rtp://239.120.1.201:6851
1-205,rtp://239.120.1.205:9258
1-206,rtp://239.120.1.206:9264
1-207,rtp://239.120.1.207:9270
1-208,rtp://239.120.1.208:9276
1-209,rtp://239.120.1.209:9282
1-210,rtp://239.120.1.210:9288
1-213,rtp://239.120.1.213:7487
1-214,rtp://239.120.1.214:7540
1-218,rtp://239.120.1.218:9324
1-231,rtp://239.120.1.231:8441
1-234,rtp://239.120.1.234:8600
1-235,rtp://239.120.1.235:8653
1-236,rtp://239.120.1.236:8706
1-237,rtp://239.120.1.237:8759
1-238,rtp://239.120.1.238:8812
1-239,rtp://239.120.1.239:8865
1-242,rtp://239.120.1.242:9024
1-243,rtp://239.120.1.243:9077
1-244,rtp://239.120.1.244:9130
1-246,rtp://239.120.1.246:9236
1-251,rtp://239.120.1.251:9501
1-253,rtp://239.120.1.253:9607
1-254,rtp://239.120.1.254:9660

# ===== 网段: 239.120.2.x =====
# 已有IP: 144 个, 缺失IP: 110 个
# 规律: 固定端口 5141

2-1,rtp://239.120.2.1:5141
2-3,rtp://239.120.2.3:5141
2-4,rtp://239.120.2.4:5141
2-9,rtp://239.120.2.9:5141
2-10,rtp://239.120.2.10:5141
2-11,rtp://239.120.2.11:5141
2-13,rtp://239.120.2.13:5141
2-14,rtp://239.120.2.14:5141
2-17,rtp://239.120.2.17:5141
2-19,rtp://239.120.2.19:5141
2-21,rtp://239.120.2.21:5141
2-23,rtp://239.120.2.23:5141
2-37,rtp://239.120.2.37:5141
2-41,rtp://239.120.2.41:5141
2-49,rtp://239.120.2.49:5141
2-56,rtp://239.120.2.56:5141
2-63,rtp://239.120.2.63:5141
2-78,rtp://239.120.2.78:5141
2-80,rtp://239.120.2.80:5141
2-81,rtp://239.120.2.81:5141
2-82,rtp://239.120.2.82:5141
2-83,rtp://239.120.2.83:5141
2-85,rtp://239.120.2.85:5141
2-86,rtp://239.120.2.86:5141
2-87,rtp://239.120.2.87:5141
2-88,rtp://239.120.2.88:5141
2-89,rtp://239.120.2.89:5141
2-90,rtp://239.120.2.90:5141
2-93,rtp://239.120.2.93:5141
2-94,rtp://239.120.2.94:5141
2-95,rtp://239.120.2.95:5141
2-96,rtp://239.120.2.96:5141
2-97,rtp://239.120.2.97:5141
2-99,rtp://239.120.2.99:5141
2-114,rtp://239.120.2.114:5141
2-130,rtp://239.120.2.130:5141
2-132,rtp://239.120.2.132:5141
2-137,rtp://239.120.2.137:5141
2-141,rtp://239.120.2.141:5141
2-142,rtp://239.120.2.142:5141
2-143,rtp://239.120.2.143:5141
2-144,rtp://239.120.2.144:5141
2-146,rtp://239.120.2.146:5141
2-148,rtp://239.120.2.148:5141
2-149,rtp://239.120.2.149:5141
2-150,rtp://239.120.2.150:5141
2-151,rtp://239.120.2.151:5141
2-152,rtp://239.120.2.152:5141
2-155,rtp://239.120.2.155:5141
2-157,rtp://239.120.2.157:5141
2-158,rtp://239.120.2.158:5141
2-159,rtp://239.120.2.159:5141
2-160,rtp://239.120.2.160:5141
2-164,rtp://239.120.2.164:5141
2-165,rtp://239.120.2.165:5141
2-166,rtp://239.120.2.166:5141
2-167,rtp://239.120.2.167:5141
2-168,rtp://239.120.2.168:5141
2-169,rtp://239.120.2.169:5141
2-170,rtp://239.120.2.170:5141
2-175,rtp://239.120.2.175:5141
2-176,rtp://239.120.2.176:5141
2-177,rtp://239.120.2.177:5141
2-178,rtp://239.120.2.178:5141
2-179,rtp://239.120.2.179:5141
2-190,rtp://239.120.2.190:5141
2-191,rtp://239.120.2.191:5141
2-192,rtp://239.120.2.192:5141
2-193,rtp://239.120.2.193:5141
2-200,rtp://239.120.2.200:5141
2-201,rtp://239.120.2.201:5141
2-202,rtp://239.120.2.202:5141
2-203,rtp://239.120.2.203:5141
2-204,rtp://239.120.2.204:5141
2-205,rtp://239.120.2.205:5141
2-206,rtp://239.120.2.206:5141
2-207,rtp://239.120.2.207:5141
2-208,rtp://239.120.2.208:5141
2-209,rtp://239.120.2.209:5141
2-210,rtp://239.120.2.210:5141
2-211,rtp://239.120.2.211:5141
2-212,rtp://239.120.2.212:5141
2-213,rtp://239.120.2.213:5141
2-214,rtp://239.120.2.214:5141
2-215,rtp://239.120.2.215:5141
2-216,rtp://239.120.2.216:5141
2-217,rtp://239.120.2.217:5141
2-218,rtp://239.120.2.218:5141
2-223,rtp://239.120.2.223:5141
2-224,rtp://239.120.2.224:5141
2-225,rtp://239.120.2.225:5141
2-228,rtp://239.120.2.228:5141
2-237,rtp://239.120.2.237:5141
2-238,rtp://239.120.2.238:5141
2-239,rtp://239.120.2.239:5141
2-240,rtp://239.120.2.240:5141
2-241,rtp://239.120.2.241:5141
2-242,rtp://239.120.2.242:5141
2-243,rtp://239.120.2.243:5141
2-244,rtp://239.120.2.244:5141
2-245,rtp://239.120.2.245:5141
2-246,rtp://239.120.2.246:5141
2-247,rtp://239.120.2.247:5141
2-248,rtp://239.120.2.248:5141
2-249,rtp://239.120.2.249:5141
2-250,rtp://239.120.2.250:5141
2-251,rtp://239.120.2.251:5141
2-252,rtp://239.120.2.252:5141
2-253,rtp://239.120.2.253:5141
2-254,rtp://239.120.2.254:5141

# ===== 总计补充: 245 个IP =====
